seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
A0A068N046,945,1182,944,1182,PF00563.20,EAL,Domain,2,238,238,235.2,7.4E-70,1,CL0276,Bacteria Cyanobacteria
A0A150FC31,27,128,25,128,PF13426.7,LOV,Domain,4,104,104,71.6,5.5E-20,1,CL0183,Bacteria Firmicutes
A0A150FC31,152,254,148,254,PF01740.21,STAS,Domain,5,117,117,29.5,0.00000044,1,CL0502,Bacteria Firmicutes
A0A109LQL0,54,157,52,158,PF13426.7,LOV,Domain,3,103,104,74.7,5.8E-21,1,CL0183,Bacteria Proteobacteria
A0A109LQL0,175,254,175,256,PF07536.14,HWE_HK,Domain,1,81,83,48.2,1.3E-12,1,CL0025,Bacteria Proteobacteria
A0A193LJS6,303,409,302,409,PF13426.7,LOV,Domain,2,104,104,67.1,1.3E-18,1,CL0183,Bacteria Proteobacteria
A0A193LJS6,431,491,430,495,PF00512.25,HisKA,Domain,2,63,67,34.1,0.000000021,1,CL0025,Bacteria Proteobacteria
A0A193LJS6,541,647,540,649,PF02518.26,HATPase_c,Domain,2,110,112,79.3,2.8E-22,1,CL0025,Bacteria Proteobacteria
A0A0U0CIT2,27,128,25,128,PF13426.7,LOV,Domain,4,104,104,70.4,1.2E-19,1,CL0183,Bacteria Firmicutes
A0A0U0CIT2,151,254,148,254,PF01740.21,STAS,Domain,4,117,117,31,0.00000015,1,CL0502,Bacteria Firmicutes
A0A1B3MYH5,22,110,14,113,PF13426.7,LOV,Domain,9,97,104,64.1,1.2E-17,1,CL0183,Bacteria Proteobacteria
A0A1B3MYH5,135,190,134,190,PF00196.19,GerE,Domain,2,57,57,52.8,2.2E-14,1,CL0123,Bacteria Proteobacteria
A0A089NZW5,20,123,17,123,PF13426.7,LOV,Domain,4,104,104,75.5,3.2E-21,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,653,748,642,748,PF13426.7,LOV,Domain,9,104,104,71.8,4.6E-20,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,784,871,783,872,PF08447.12,PAS_3,Domain,2,88,89,49.9,2.9E-13,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,896,1004,896,1005,PF08448.10,PAS_4,Domain,1,109,110,40.5,2.6E-10,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,1038,1128,1037,1128,PF08447.12,PAS_3,Domain,2,89,89,77.3,8.4E-22,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,1166,1303,1165,1309,PF01590.26,GAF,Domain,2,127,133,38.3,1.9E-09,1,CL0161,Bacteria Proteobacteria
A0A0U5IM62,1346,1432,1345,1433,PF08447.12,PAS_3,Domain,2,88,89,34.1,0.000000025,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,1457,1567,1457,1568,PF08448.10,PAS_4,Domain,1,109,110,25.5,0.000012,1,CL0183,Bacteria Proteobacteria
A0A0U5IM62,1863,1981,1860,1983,PF02518.26,HATPase_c,Domain,4,110,112,59.5,4.1E-16,1,CL0025,Bacteria Proteobacteria
A0A0U5IM62,2006,2115,2006,2116,PF00072.24,Response_reg,Domain,1,111,112,60.8,1.2E-16,1,CL0304,Bacteria Proteobacteria
A0A0X8HDJ0,36,153,35,153,PF18076.1,FGAR-AT_N,Domain,2,115,115,133.4,3.4E-39,1,No_clan,Bacteria Proteobacteria
A0A0X8HDJ0,174,223,174,223,PF18072.1,FGAR-AT_linker,Domain,1,50,50,81.8,3.7E-23,1,No_clan,Bacteria Proteobacteria
A0A0X8HDJ0,421,526,420,526,PF13426.7,LOV,Domain,2,104,104,77.7,6.9E-22,1,CL0183,Bacteria Proteobacteria
A0A0X8HDJ0,538,693,538,694,PF00990.21,GGDEF,Domain,1,160,161,173.9,2E-51,1,CL0276,Bacteria Proteobacteria
A0A0X8HDJ0,714,948,713,948,PF00563.20,EAL,Domain,2,238,238,243.5,2.1E-72,1,CL0276,Bacteria Proteobacteria
A0A0Q5BW67,39,133,27,133,PF13426.7,LOV,Domain,10,104,104,67.3,1.2E-18,1,CL0183,Bacteria Proteobacteria
A0A0Q5BW67,172,244,172,246,PF07568.12,HisKA_2,Domain,1,73,76,73.3,1.3E-20,1,CL0025,Bacteria Proteobacteria
A0A1B9V2K8,40,141,36,142,PF13426.7,LOV,Domain,5,103,104,69.8,1.9E-19,1,CL0183,Bacteria Proteobacteria
A0A1B9V2K8,181,249,181,255,PF07568.12,HisKA_2,Domain,1,69,76,59.9,2E-16,1,CL0025,Bacteria Proteobacteria
A0A077FK61,16,121,15,122,PF13426.7,LOV,Domain,2,103,104,75,4.8E-21,1,CL0183,Bacteria Proteobacteria
A0A0L6J9G1,65,160,59,161,PF13426.7,LOV,Domain,8,103,104,61.7,6.6E-17,1,CL0183,Bacteria Proteobacteria
A0A0L6J9G1,174,241,174,250,PF13188.7,PAS_8,Domain,1,59,67,31.6,0.00000012,1,CL0183,Bacteria Proteobacteria
A0A0L6J9G1,330,399,327,402,PF08447.12,PAS_3,Domain,4,75,89,52,6.7E-14,1,CL0183,Bacteria Proteobacteria
A0A0L6J9G1,430,493,428,494,PF00512.25,HisKA,Domain,3,66,67,36.7,3.1E-09,1,CL0025,Bacteria Proteobacteria
A0A0L6J9G1,544,662,543,664,PF02518.26,HATPase_c,Domain,2,110,112,63.9,1.8E-17,1,CL0025,Bacteria Proteobacteria
A0A0L6J9G1,687,793,687,796,PF00072.24,Response_reg,Domain,1,109,112,55.3,6.4E-15,1,CL0304,Bacteria Proteobacteria
A0A119A5S3,16,121,15,121,PF13426.7,LOV,Domain,2,104,104,78.2,4.8E-22,1,CL0183,Bacteria Proteobacteria
A0A0B4DQT8,41,137,31,137,PF13426.7,LOV,Domain,8,104,104,76.5,1.6E-21,1,CL0183,Bacteria Proteobacteria
A0A0B4DQT8,176,249,176,251,PF07568.12,HisKA_2,Domain,1,74,76,77.2,7.4E-22,1,CL0025,Bacteria Proteobacteria
A0A0B4DQT8,266,324,256,345,PF13581.6,HATPase_c_2,Domain,23,81,125,29.9,0.00000043,1,CL0025,Bacteria Proteobacteria
A0A175RZH0,43,138,33,138,PF13426.7,LOV,Domain,8,104,104,70.3,1.3E-19,1,CL0183,Bacteria Proteobacteria
A0A175RZH0,152,234,152,234,PF07536.14,HWE_HK,Domain,1,83,83,80.4,1.2E-22,1,CL0025,Bacteria Proteobacteria
A0A0Q5E5E5,42,137,32,137,PF13426.7,LOV,Domain,9,104,104,72,3.9E-20,1,CL0183,Bacteria Proteobacteria
A0A0Q5E5E5,176,248,176,250,PF07568.12,HisKA_2,Domain,1,73,76,82.7,1.5E-23,1,CL0025,Bacteria Proteobacteria
A0A0Q5E5E5,276,332,270,363,PF02518.26,HATPase_c,Domain,7,59,112,28.6,0.0000016,1,CL0025,Bacteria Proteobacteria
A0A0S4HS80,16,122,15,122,PF13426.7,LOV,Domain,2,104,104,73.5,1.4E-20,1,CL0183,Bacteria Proteobacteria
A0A0A1YKK7,498,583,495,602,PF00989.25,PAS,Domain,4,90,113,35.7,0.000000007,1,CL0183,Bacteria Proteobacteria
A0A0A1YKK7,626,770,625,770,PF13185.6,GAF_2,Domain,2,138,138,59.5,4.2E-16,1,CL0161,Bacteria Proteobacteria
A0A0A1YKK7,784,892,783,892,PF00989.25,PAS,Domain,2,113,113,46.4,3.3E-12,1,CL0183,Bacteria Proteobacteria
A0A0A1YKK7,935,1070,931,1074,PF01590.26,GAF,Domain,5,129,133,24.5,0.000033,1,CL0161,Bacteria Proteobacteria
A0A0A1YKK7,1098,1196,1095,1196,PF00989.25,PAS,Domain,4,113,113,25.4,0.000011,1,CL0183,Bacteria Proteobacteria
A0A0A1YKK7,1227,1323,1218,1323,PF13426.7,LOV,Domain,8,104,104,64.5,8.6E-18,1,CL0183,Bacteria Proteobacteria
A0A0A1YKK7,1335,1492,1335,1492,PF00990.21,GGDEF,Domain,1,161,161,166.7,3.4E-49,1,CL0276,Bacteria Proteobacteria
A0A0A1YKK7,1512,1747,1511,1747,PF00563.20,EAL,Domain,2,238,238,253.4,2E-75,1,CL0276,Bacteria Proteobacteria
A0A0A1YKK7,1781,1890,1780,1891,PF00072.24,Response_reg,Domain,2,111,112,74.2,8.9E-21,1,CL0304,Bacteria Proteobacteria
A0A0Q6QDQ8,16,121,15,122,PF13426.7,LOV,Domain,2,103,104,75,4.7E-21,1,CL0183,Bacteria Proteobacteria
A0A0Q4GYJ5,51,146,42,147,PF13426.7,LOV,Domain,8,103,104,80.4,1E-22,1,CL0183,Bacteria Proteobacteria
A0A0Q4GYJ5,165,234,163,235,PF00512.25,HisKA,Domain,3,65,67,29.8,0.00000046,1,CL0025,Bacteria Proteobacteria
A0A0Q4GYJ5,280,398,278,400,PF02518.26,HATPase_c,Domain,3,110,112,61,1.4E-16,1,CL0025,Bacteria Proteobacteria
A0A0Q4GYJ5,423,535,423,535,PF00072.24,Response_reg,Domain,1,112,112,60.2,1.9E-16,1,CL0304,Bacteria Proteobacteria
A0A0Q4X851,64,160,58,161,PF13426.7,LOV,Domain,7,103,104,67.3,1.2E-18,1,CL0183,Bacteria Proteobacteria
A0A0Q4X851,174,240,174,249,PF13188.7,PAS_8,Domain,1,58,67,28.8,0.00000088,1,CL0183,Bacteria Proteobacteria
A0A0Q4X851,312,414,311,415,PF08448.10,PAS_4,Domain,2,109,110,47.8,1.4E-12,1,CL0183,Bacteria Proteobacteria
A0A0Q4X851,430,493,428,494,PF00512.25,HisKA,Domain,3,66,67,38.4,9.2E-10,1,CL0025,Bacteria Proteobacteria
A0A0Q4X851,544,662,543,664,PF02518.26,HATPase_c,Domain,2,110,112,69,4.6E-19,1,CL0025,Bacteria Proteobacteria
A0A0Q4X851,687,792,687,796,PF00072.24,Response_reg,Domain,1,108,112,54.1,1.5E-14,1,CL0304,Bacteria Proteobacteria
A0A0H3K5F9,11,121,10,124,PF00072.24,Response_reg,Domain,2,109,112,50.1,2.7E-13,1,CL0304,Bacteria Cyanobacteria
A0A0H3K5F9,141,189,141,207,PF13188.7,PAS_8,Domain,1,47,67,36.5,3.4E-09,1,CL0183,Bacteria Cyanobacteria
A0A0H3K5F9,270,314,268,333,PF13188.7,PAS_8,Domain,3,46,67,21.2,0.00022,1,CL0183,Bacteria Cyanobacteria
A0A0H3K5F9,383,486,381,486,PF13426.7,LOV,Domain,4,104,104,76.4,1.7E-21,1,CL0183,Bacteria Cyanobacteria
A0A0H3K5F9,498,655,498,655,PF00990.21,GGDEF,Domain,1,161,161,168.6,9E-50,1,CL0276,Bacteria Cyanobacteria
A0A0H3K5F9,675,910,674,910,PF00563.20,EAL,Domain,2,238,238,258.9,4.2E-77,1,CL0276,Bacteria Cyanobacteria
A0A0M0SH66,18,65,10,67,PF00571.28,CBS,Domain,3,54,57,19.2,0.0012,1,No_clan,Bacteria Cyanobacteria
A0A0M0SH66,77,133,77,134,PF00571.28,CBS,Domain,1,55,57,19.6,0.00095,1,No_clan,Bacteria Cyanobacteria
A0A0M0SH66,173,271,161,271,PF13426.7,PAS_9,Domain,7,104,104,54,1.6E-14,1,CL0183,Bacteria Cyanobacteria
A0A0M0SH66,323,433,322,435,PF08448.10,PAS_4,Domain,2,108,110,53.1,3.2E-14,1,CL0183,Bacteria Cyanobacteria
A0A0M0SH66,486,553,467,554,PF08447.12,PAS_3,Domain,20,88,89,44.3,1.6E-11,1,CL0183,Bacteria Cyanobacteria
A0A0M0SH66,578,687,578,687,PF08448.10,PAS_4,Domain,1,110,110,44.4,1.6E-11,1,CL0183,Bacteria Cyanobacteria
A0A0M0SH66,704,809,703,809,PF13426.7,LOV,Domain,2,104,104,81.8,3.5E-23,1,CL0183,Bacteria Cyanobacteria
A0A0M0SH66,831,898,830,898,PF00512.25,HisKA,Domain,2,67,67,42,7.3E-11,1,CL0025,Bacteria Cyanobacteria
A0A0M0SH66,948,1056,947,1057,PF02518.26,HATPase_c,Domain,2,111,112,92.4,2.5E-26,1,CL0025,Bacteria Cyanobacteria
A0A0U2PG30,46,138,35,139,PF13426.7,LOV,Domain,9,103,104,72.6,2.7E-20,1,CL0183,Bacteria Firmicutes
A0A158C5W3,225,288,225,293,PF13188.7,PAS_8,Domain,1,63,67,41.9,6.8E-11,1,CL0183,Bacteria Proteobacteria
A0A158C5W3,364,474,363,474,PF08448.10,PAS_4,Domain,2,110,110,47.5,1.7E-12,1,CL0183,Bacteria Proteobacteria
A0A158C5W3,492,596,490,596,PF13426.7,LOV,Domain,3,104,104,63.9,1.3E-17,1,CL0183,Bacteria Proteobacteria
A0A158C5W3,608,765,608,765,PF00990.21,GGDEF,Domain,1,161,161,170.5,2.3E-50,1,CL0276,Bacteria Proteobacteria
A0A158C5W3,785,1020,784,1020,PF00563.20,EAL,Domain,2,238,238,258,7.5E-77,1,CL0276,Bacteria Proteobacteria
A0A142XBW4,41,144,39,145,PF13426.7,LOV,Domain,3,103,104,83.3,1.2E-23,1,CL0183,Bacteria Planctomycetes
A0A142XBW4,163,226,161,227,PF00512.25,HisKA,Domain,3,66,67,32.9,0.000000048,1,CL0025,Bacteria Planctomycetes
A0A142XBW4,269,388,268,390,PF02518.26,HATPase_c,Domain,2,110,112,71.2,9.1E-20,1,CL0025,Bacteria Planctomycetes
A0A142XBW4,412,517,412,521,PF00072.24,Response_reg,Domain,1,108,112,43.2,3.7E-11,1,CL0304,Bacteria Planctomycetes
A0A162GH06,431,533,428,534,PF13426.7,LOV,Domain,4,103,104,60.5,1.5E-16,1,CL0183,Bacteria Proteobacteria
A0A162GH06,556,620,555,620,PF00512.25,HisKA,Domain,2,67,67,63.5,1.4E-17,1,CL0025,Bacteria Proteobacteria
A0A162GH06,667,781,667,782,PF02518.26,HATPase_c,Domain,1,111,112,104.2,5.4E-30,1,CL0025,Bacteria Proteobacteria
A0A162GH06,938,1053,938,1054,PF00072.24,Response_reg,Domain,1,111,112,92.5,1.7E-26,1,CL0304,Bacteria Proteobacteria
A0A0Q4GIK9,17,106,6,110,PF13426.7,LOV,Domain,9,98,104,56.6,2.4E-15,1,CL0183,Bacteria Proteobacteria
A0A0Q4GIK9,131,186,130,186,PF00196.19,GerE,Domain,2,57,57,66.5,1.1E-18,1,CL0123,Bacteria Proteobacteria
A0A0Q5DL91,31,134,29,135,PF13426.7,LOV,Domain,3,103,104,70.8,9.6E-20,1,CL0183,Bacteria Proteobacteria
A0A0Q5DL91,174,246,174,248,PF07568.12,HisKA_2,Domain,1,73,76,72.4,2.3E-20,1,CL0025,Bacteria Proteobacteria
A0A0Q5DL91,257,325,233,341,PF13581.6,HATPase_c_2,Domain,16,83,125,28.1,0.0000016,1,CL0025,Bacteria Proteobacteria
A0A075LN83,27,131,25,131,PF13426.7,LOV,Domain,3,104,104,73.8,1.1E-20,1,CL0183,Bacteria Firmicutes
A0A075LN83,155,258,151,258,PF01740.21,STAS,Domain,5,117,117,23.6,0.000031,1,CL0502,Bacteria Firmicutes
A0A010S5W0,10,117,9,123,PF00072.24,Response_reg,Domain,2,107,112,48.3,9.6E-13,1,CL0304,Bacteria Proteobacteria
A0A010S5W0,140,193,140,210,PF13188.7,PAS_8,Domain,1,51,67,40.4,2E-10,1,CL0183,Bacteria Proteobacteria
A0A010S5W0,268,300,266,323,PF13188.7,PAS_8,Domain,3,35,67,17.2,0.0039,1,CL0183,Bacteria Proteobacteria
A0A010S5W0,380,484,379,484,PF13426.7,LOV,Domain,3,104,104,70.4,1.3E-19,1,CL0183,Bacteria Proteobacteria
A0A010S5W0,496,653,496,653,PF00990.21,GGDEF,Domain,1,161,161,148.9,1E-43,1,CL0276,Bacteria Proteobacteria
A0A136QNP1,16,121,15,121,PF13426.7,LOV,Domain,2,104,104,75.4,3.5E-21,1,CL0183,Bacteria Proteobacteria
A0A0A4GN77,16,121,15,121,PF13426.7,LOV,Domain,2,104,104,81.6,4.1E-23,1,CL0183,Bacteria Proteobacteria
A0A0M4SNU1,343,427,342,428,PF08447.12,PAS_3,Domain,2,88,89,59.5,3E-16,1,CL0183,Bacteria Cyanobacteria
A0A0M4SNU1,454,558,452,558,PF13426.7,LOV,Domain,3,104,104,68.8,3.9E-19,1,CL0183,Bacteria Cyanobacteria
A0A0M4SNU1,578,680,578,680,PF13426.7,PAS_9,Domain,2,104,104,51.1,1.3E-13,1,CL0183,Bacteria Cyanobacteria
A0A0M4SNU1,713,853,710,853,PF01590.26,GAF,Domain,4,133,133,48.8,1E-12,1,CL0161,Bacteria Cyanobacteria
A0A0M4SNU1,889,954,889,954,PF00512.25,HisKA,Domain,1,67,67,73.5,1E-20,1,CL0025,Bacteria Cyanobacteria
A0A0M4SNU1,1001,1138,1001,1142,PF02518.26,HATPase_c,Domain,1,108,112,89,2.8E-25,1,CL0025,Bacteria Cyanobacteria
A0A0M4SNU1,1164,1274,1163,1276,PF00072.24,Response_reg,Domain,2,110,112,59.4,3.3E-16,1,CL0304,Bacteria Cyanobacteria
A0A0M4SNU1,1308,1420,1308,1421,PF00072.24,Response_reg,Domain,1,111,112,88.1,4.1E-25,1,CL0304,Bacteria Cyanobacteria
A0A0M4SNU1,1475,1557,1475,1558,PF01627.23,Hpt,Family,1,84,85,46.9,2.5E-12,1,No_clan,Bacteria Cyanobacteria
A0A1B3CFW4,16,122,15,122,PF13426.7,LOV,Domain,2,104,104,80,1.3E-22,1,CL0183,Bacteria Proteobacteria
A0A024EB53,16,122,15,123,PF13426.7,LOV,Domain,2,103,104,76.3,1.9E-21,1,CL0183,Bacteria Proteobacteria
A0A060AYN6,21,126,20,126,PF13426.7,LOV,Domain,2,104,104,82,3.1E-23,1,CL0183,Bacteria Proteobacteria
A0A0S9RTR4,58,160,55,161,PF13426.7,LOV,Domain,4,103,104,61.1,1E-16,1,CL0183,Bacteria Proteobacteria
A0A0S9RTR4,174,239,174,248,PF13188.7,PAS_8,Domain,1,61,67,30.7,0.00000023,1,CL0183,Bacteria Proteobacteria
A0A0S9RTR4,312,414,311,415,PF08448.10,PAS_4,Domain,2,109,110,47.3,2E-12,1,CL0183,Bacteria Proteobacteria
A0A0S9RTR4,430,493,428,494,PF00512.25,HisKA,Domain,3,66,67,35.8,5.9E-09,1,CL0025,Bacteria Proteobacteria
A0A0S9RTR4,544,662,543,664,PF02518.26,HATPase_c,Domain,2,110,112,70.2,1.9E-19,1,CL0025,Bacteria Proteobacteria
A0A0S9RTR4,687,792,687,796,PF00072.24,Response_reg,Domain,1,108,112,55.8,4.5E-15,1,CL0304,Bacteria Proteobacteria
A0A0A5GG48,34,129,23,129,PF13426.7,LOV,Domain,9,104,104,75.5,3.2E-21,1,CL0183,Bacteria Firmicutes
A0A0A5GG48,154,255,149,255,PF01740.21,STAS,Domain,6,117,117,23,0.000049,1,CL0502,Bacteria Firmicutes
A0A0M9TXX2,68,162,58,163,PF13426.7,LOV,Domain,9,103,104,68.4,5.2E-19,1,CL0183,Bacteria Proteobacteria
A0A0M9TXX2,181,241,179,243,PF00512.25,HisKA,Domain,3,64,67,35.6,0.000000007,1,CL0025,Bacteria Proteobacteria
A0A0M9TXX2,286,404,285,406,PF02518.26,HATPase_c,Domain,2,110,112,50.9,1.9E-13,1,CL0025,Bacteria Proteobacteria
A0A0M9TXX2,428,541,428,542,PF00072.24,Response_reg,Domain,1,111,112,64.2,1.1E-17,1,CL0304,Bacteria Proteobacteria
A0A0T5PF33,32,122,21,125,PF13426.7,LOV,Domain,9,99,104,48.6,7.9E-13,1,CL0183,Bacteria Proteobacteria
A0A0T5PF33,146,199,146,221,PF07568.12,HisKA_2,Domain,1,57,76,39.5,4.3E-10,1,CL0025,Bacteria Proteobacteria
A0A0T5PF33,237,344,226,361,PF13581.6,HATPase_c_2,Domain,23,112,125,37.3,2.2E-09,1,CL0025,Bacteria Proteobacteria
A0A0M6ZH06,42,137,33,137,PF13426.7,LOV,Domain,9,104,104,75,4.7E-21,1,CL0183,Bacteria Proteobacteria
A0A0M6ZH06,264,372,262,375,PF02518.26,HATPase_c,Domain,3,107,112,64.4,1.2E-17,1,CL0025,Bacteria Proteobacteria
A0A0B7D7T9,16,120,15,121,PF13426.7,LOV,Domain,2,103,104,71.5,5.7E-20,1,CL0183,Bacteria Proteobacteria
A0A087F607,16,121,15,121,PF13426.7,LOV,Domain,2,104,104,74.6,6.3E-21,1,CL0183,Bacteria Proteobacteria
A0A061NFN5,2,45,1,68,PF13188.7,PAS_8,Domain,3,45,67,16.7,0.0056,1,CL0183,Bacteria Firmicutes
A0A061NFN5,125,229,124,230,PF13426.7,LOV,Domain,2,103,104,70.9,9.1E-20,1,CL0183,Bacteria Firmicutes
A0A0Q5BK94,35,139,33,139,PF13426.7,LOV,Domain,3,104,104,72.6,2.6E-20,1,CL0183,Bacteria Proteobacteria
A0A0Q5BK94,163,236,163,238,PF07568.12,HisKA_2,Domain,1,74,76,41.7,9.2E-11,1,CL0025,Bacteria Proteobacteria
A0A0Q5BK94,249,306,232,329,PF13581.6,HATPase_c_2,Domain,19,77,125,31.9,0.00000011,1,CL0025,Bacteria Proteobacteria
A0A1C0V1D5,343,427,342,428,PF08447.12,PAS_3,Domain,2,88,89,59.7,2.5E-16,1,CL0183,Bacteria Cyanobacteria
A0A1C0V1D5,454,558,452,558,PF13426.7,LOV,Domain,3,104,104,71.3,6.5E-20,1,CL0183,Bacteria Cyanobacteria
A0A1C0V1D5,578,680,578,680,PF13426.7,PAS_9,Domain,2,104,104,51.1,1.3E-13,1,CL0183,Bacteria Cyanobacteria
A0A1C0V1D5,713,853,710,853,PF01590.26,GAF,Domain,4,133,133,50.1,4.1E-13,1,CL0161,Bacteria Cyanobacteria
A0A1C0V1D5,889,954,889,954,PF00512.25,HisKA,Domain,1,67,67,74.6,4.7E-21,1,CL0025,Bacteria Cyanobacteria
A0A1C0V1D5,1001,1138,1001,1142,PF02518.26,HATPase_c,Domain,1,108,112,89.5,2E-25,1,CL0025,Bacteria Cyanobacteria
A0A1C0V1D5,1164,1274,1163,1276,PF00072.24,Response_reg,Domain,2,110,112,55.6,5.3E-15,1,CL0304,Bacteria Cyanobacteria
A0A1C0V1D5,1308,1420,1308,1421,PF00072.24,Response_reg,Domain,1,111,112,86.3,1.5E-24,1,CL0304,Bacteria Cyanobacteria
A0A1C0V1D5,1475,1557,1475,1558,PF01627.23,Hpt,Family,1,84,85,51.9,6.6E-14,1,No_clan,Bacteria Cyanobacteria
A0A0J6SJV7,52,146,42,147,PF13426.7,LOV,Domain,9,103,104,77.4,8.4E-22,1,CL0183,Bacteria Proteobacteria
A0A0J6SJV7,277,394,274,396,PF02518.26,HATPase_c,Domain,4,110,112,64.1,1.5E-17,1,CL0025,Bacteria Proteobacteria
A0A0J6SJV7,418,529,418,530,PF00072.24,Response_reg,Domain,1,111,112,57.2,1.6E-15,1,CL0304,Bacteria Proteobacteria
A0A0G9AHX8,49,143,40,144,PF13426.7,LOV,Domain,9,103,104,75,4.7E-21,1,CL0183,Bacteria Proteobacteria
A0A0G9AHX8,278,394,271,396,PF02518.26,HATPase_c,Domain,8,110,112,69.4,3.5E-19,1,CL0025,Bacteria Proteobacteria
A0A0G9AHX8,418,530,418,530,PF00072.24,Response_reg,Domain,1,112,112,62.5,3.8E-17,1,CL0304,Bacteria Proteobacteria
A0A0J6R4N0,48,142,39,143,PF13426.7,LOV,Domain,9,103,104,68.6,4.4E-19,1,CL0183,Bacteria Proteobacteria
A0A0J6R4N0,222,285,213,286,PF08447.12,PAS_3,Domain,25,88,89,46.4,3.7E-12,1,CL0183,Bacteria Proteobacteria
A0A0J6R4N0,452,516,450,517,PF00512.25,HisKA,Domain,3,65,67,34.6,0.000000014,1,CL0025,Bacteria Proteobacteria
A0A0J6R4N0,560,680,559,682,PF02518.26,HATPase_c,Domain,2,110,112,65.3,6.5E-18,1,CL0025,Bacteria Proteobacteria
A0A0J6R4N0,704,814,704,815,PF00072.24,Response_reg,Domain,1,111,112,57.7,1.1E-15,1,CL0304,Bacteria Proteobacteria
A0A0S2EIJ0,37,131,26,132,PF13426.7,LOV,Domain,9,103,104,63.1,2.4E-17,1,CL0183,Bacteria Proteobacteria
A0A0S2EIJ0,154,226,154,229,PF07568.12,HisKA_2,Domain,1,72,76,42.5,5.2E-11,1,CL0025,Bacteria Proteobacteria
A0A0S2EIJ0,236,403,222,405,PF13581.6,HATPase_c_2,Domain,15,123,125,34.4,0.000000018,1,CL0025,Bacteria Proteobacteria
A0A0E2YWY1,49,143,40,144,PF13426.7,LOV,Domain,9,103,104,77,1.1E-21,1,CL0183,Bacteria Proteobacteria
A0A0E2YWY1,279,395,272,397,PF02518.26,HATPase_c,Domain,8,110,112,69.7,2.8E-19,1,CL0025,Bacteria Proteobacteria
A0A0E2YWY1,419,531,419,531,PF00072.24,Response_reg,Domain,1,112,112,62.4,4E-17,1,CL0304,Bacteria Proteobacteria
A0A0R3ABD6,16,121,15,121,PF13426.7,LOV,Domain,2,104,104,67.9,7.4E-19,1,CL0183,Bacteria Proteobacteria
A0A120HJA5,48,147,43,148,PF13426.7,LOV,Domain,6,103,104,65,6.1E-18,1,CL0183,Bacteria Proteobacteria
A0A120HJA5,279,399,275,400,PF02518.26,HATPase_c,Domain,5,111,112,55.3,8.3E-15,1,CL0025,Bacteria Proteobacteria
A0A120HJA5,421,532,421,533,PF00072.24,Response_reg,Domain,1,111,112,65.3,5E-18,1,CL0304,Bacteria Proteobacteria
