seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
A0A0B5GPH3,281,387,281,387,PF13426.7,LOV,Domain,1,104,104,79,2.6E-22,1,CL0183,Archaea Euryarchaeota
A0A0B5GPH3,406,513,406,513,PF08448.10,PAS_4,Domain,1,110,110,49.6,3.8E-13,1,CL0183,Archaea Euryarchaeota
A0A0B5GPH3,525,584,524,585,PF00512.25,HisKA,Domain,2,66,67,55.2,5.1E-15,1,CL0025,Archaea Euryarchaeota
A0A0B5GPH3,623,719,622,723,PF02518.26,HATPase_c,Domain,2,107,112,59.8,3.4E-16,1,CL0025,Archaea Euryarchaeota
A0A0M9AS88,7,114,7,120,PF00072.24,Response_reg,Domain,1,108,112,76.9,1.2E-21,1,CL0304,Archaea Euryarchaeota
A0A0M9AS88,135,247,134,247,PF00989.25,PAS,Domain,2,113,113,43.6,2.5E-11,1,CL0183,Archaea Euryarchaeota
A0A0M9AS88,268,374,268,374,PF13426.7,LOV,Domain,1,104,104,80.2,1.1E-22,1,CL0183,Archaea Euryarchaeota
A0A0M9AS88,390,449,388,450,PF00512.25,HisKA,Domain,3,66,67,42.7,4.2E-11,1,CL0025,Archaea Euryarchaeota
A0A0M9AS88,488,583,487,589,PF02518.26,HATPase_c,Domain,2,106,112,52.2,7.5E-14,1,CL0025,Archaea Euryarchaeota
A0A0K1IUP0,19,122,19,132,PF00072.24,Response_reg,Domain,1,101,112,66.4,2.2E-18,1,CL0304,Archaea Euryarchaeota
A0A0K1IUP0,153,245,149,254,PF00989.25,PAS,Domain,5,99,113,37.2,2.4E-09,1,CL0183,Archaea Euryarchaeota
A0A0K1IUP0,277,379,275,380,PF13426.7,LOV,Domain,3,103,104,73.1,1.8E-20,1,CL0183,Archaea Euryarchaeota
A0A0K1IUP0,403,503,403,503,PF13426.7,PAS_9,Domain,1,104,104,53.1,3E-14,1,CL0183,Archaea Euryarchaeota
A0A0K1IUP0,518,575,517,578,PF00512.25,HisKA,Domain,2,64,67,45.2,7E-12,1,CL0025,Archaea Euryarchaeota
A0A0K1IUP0,616,716,615,716,PF02518.26,HATPase_c,Domain,2,109,112,64.6,1E-17,1,CL0025,Archaea Euryarchaeota
A0A165M8N4,21,116,15,123,PF00072.24,Response_reg,Domain,7,101,112,56.9,2E-15,1,CL0304,Archaea Euryarchaeota
A0A165M8N4,156,265,156,265,PF08448.10,PAS_4,Domain,1,110,110,33.9,0.00000003,1,CL0183,Archaea Euryarchaeota
A0A165M8N4,281,387,281,387,PF13426.7,LOV,Domain,1,104,104,78.4,4.1E-22,1,CL0183,Archaea Euryarchaeota
A0A165M8N4,406,513,406,513,PF08448.10,PAS_4,Domain,1,110,110,52.7,4.4E-14,1,CL0183,Archaea Euryarchaeota
A0A165M8N4,525,584,524,585,PF00512.25,HisKA,Domain,2,66,67,54,1.3E-14,1,CL0025,Archaea Euryarchaeota
A0A165M8N4,623,719,622,723,PF02518.26,HATPase_c,Domain,2,107,112,59.8,3.4E-16,1,CL0025,Archaea Euryarchaeota
A0A0W1STM9,143,248,142,248,PF13426.7,LOV,Domain,2,104,104,73.2,1.7E-20,1,CL0183,Archaea Euryarchaeota
A0A0W1STM9,292,426,291,426,PF13185.6,GAF_2,Domain,2,138,138,29,0.0000011,1,CL0161,Archaea Euryarchaeota
A0A0W1STM9,439,589,437,590,PF15915.5,BAT,Domain,3,155,156,96.8,1.1E-27,1,No_clan,Archaea Euryarchaeota
A0A0W1STM9,596,648,596,648,PF04967.12,HTH_10,Domain,1,53,53,68.6,2.9E-19,1,CL0123,Archaea Euryarchaeota
A0A179EIU3,21,60,18,81,PF13188.7,PAS_8,Domain,6,45,67,18.5,0.0015,1,CL0183,Archaea Euryarchaeota
A0A179EIU3,135,241,135,241,PF13426.7,LOV,Domain,1,104,104,79.7,1.6E-22,1,CL0183,Archaea Euryarchaeota
A0A179EIU3,410,563,410,563,PF15915.5,BAT,Domain,1,156,156,168.5,9.8E-50,1,No_clan,Archaea Euryarchaeota
A0A179EIU3,569,620,569,621,PF04967.12,HTH_10,Domain,1,52,53,68.4,3.4E-19,1,CL0123,Archaea Euryarchaeota
A0A165MIS7,10,116,10,121,PF00072.24,Response_reg,Domain,1,106,112,70.5,1.2E-19,1,CL0304,Archaea Euryarchaeota
A0A165MIS7,149,246,148,246,PF13426.7,PAS_9,Domain,2,104,104,36,6.3E-09,1,CL0183,Archaea Euryarchaeota
A0A165MIS7,266,371,265,371,PF13426.7,LOV,Domain,2,104,104,86.7,1E-24,1,CL0183,Archaea Euryarchaeota
A0A165MIS7,393,524,392,525,PF13185.6,GAF_2,Domain,2,137,138,45.1,1.1E-11,1,CL0161,Archaea Euryarchaeota
A0A165MIS7,547,606,522,607,PF00512.25,HisKA,Domain,2,66,67,40.5,2E-10,1,CL0025,Archaea Euryarchaeota
A0A165MIS7,645,741,644,745,PF02518.26,HATPase_c,Domain,2,107,112,67.7,1.1E-18,1,CL0025,Archaea Euryarchaeota
A0A0N8I0F5,13,64,5,64,PF13426.7,PAS_9,Domain,50,104,104,21.9,0.00016,1,CL0183,Archaea Euryarchaeota
A0A0N8I0F5,93,189,83,189,PF13426.7,LOV,Domain,8,104,104,77.6,7.3E-22,1,CL0183,Archaea Euryarchaeota
A0A0D6JSK2,155,257,154,258,PF13426.7,LOV,Domain,2,103,104,80.7,8.1E-23,1,CL0183,Archaea Euryarchaeota
A0A0D6JSK2,277,393,277,393,PF08448.10,PAS_4,Domain,1,110,110,50.7,1.7E-13,1,CL0183,Archaea Euryarchaeota
A0A0D6JSK2,432,506,426,510,PF08447.12,PAS_3,Domain,8,83,89,38.5,0.000000001,1,CL0183,Archaea Euryarchaeota
A0A0D6JSK2,524,635,524,635,PF00989.25,PAS,Domain,1,113,113,55.9,3.7E-15,1,CL0183,Archaea Euryarchaeota
A0A0D6JSK2,757,857,753,858,PF02518.26,HATPase_c,Domain,7,110,112,39.9,4.8E-10,1,CL0025,Archaea Euryarchaeota
A0A151ACL4,26,121,15,121,PF13426.7,LOV,Domain,9,104,104,74.6,6.4E-21,1,CL0183,Archaea Euryarchaeota
A0A151ACL4,165,299,164,301,PF13185.6,GAF_2,Domain,2,136,138,59.8,3.4E-16,1,CL0161,Archaea Euryarchaeota
A0A151ACL4,312,463,312,464,PF15915.5,BAT,Domain,1,154,156,131.9,1.7E-38,1,No_clan,Archaea Euryarchaeota
A0A151ACL4,471,522,471,523,PF04967.12,HTH_10,Domain,1,52,53,71.4,3.8E-20,1,CL0123,Archaea Euryarchaeota
A0A0B5GQZ4,10,116,10,121,PF00072.24,Response_reg,Domain,1,106,112,70.5,1.2E-19,1,CL0304,Archaea Euryarchaeota
A0A0B5GQZ4,149,246,148,246,PF13426.7,PAS_9,Domain,2,104,104,36,6.3E-09,1,CL0183,Archaea Euryarchaeota
A0A0B5GQZ4,266,371,265,371,PF13426.7,LOV,Domain,2,104,104,85.7,2.2E-24,1,CL0183,Archaea Euryarchaeota
A0A0B5GQZ4,393,524,392,525,PF13185.6,GAF_2,Domain,2,137,138,41.7,1.3E-10,1,CL0161,Archaea Euryarchaeota
A0A0B5GQZ4,547,606,522,607,PF00512.25,HisKA,Domain,2,66,67,40.5,2E-10,1,CL0025,Archaea Euryarchaeota
A0A0B5GQZ4,645,741,644,745,PF02518.26,HATPase_c,Domain,2,107,112,67.7,1.1E-18,1,CL0025,Archaea Euryarchaeota
A0A0K1IR27,170,271,168,272,PF13426.7,LOV,Domain,3,103,104,79.6,1.7E-22,1,CL0183,Archaea Euryarchaeota
A0A0K1IR27,291,407,291,407,PF08448.10,PAS_4,Domain,1,110,110,52.1,6.6E-14,1,CL0183,Archaea Euryarchaeota
A0A0K1IR27,445,519,440,524,PF08447.12,PAS_3,Domain,7,82,89,39,7.2E-10,1,CL0183,Archaea Euryarchaeota
A0A0K1IR27,538,649,538,649,PF00989.25,PAS,Domain,1,113,113,58.3,6.8E-16,1,CL0183,Archaea Euryarchaeota
A0A0K1IR27,771,871,767,872,PF02518.26,HATPase_c,Domain,7,110,112,43.4,4.2E-11,1,CL0025,Archaea Euryarchaeota
A0A126X3P2,303,588,302,588,PF00069.25,Pkinase,Domain,2,264,264,224.9,1.1E-66,1,CL0016,Archaea Euryarchaeota
A0A0D6JTD9,152,249,143,249,PF13426.7,LOV,Domain,7,104,104,76.5,1.6E-21,1,CL0183,Archaea Euryarchaeota
A0A0D6JTD9,293,428,292,428,PF13185.6,GAF_2,Domain,2,138,138,29.3,0.00000091,1,CL0161,Archaea Euryarchaeota
A0A0D6JTD9,439,598,439,599,PF15915.5,BAT,Domain,1,155,156,100.3,9.6E-29,1,No_clan,Archaea Euryarchaeota
A0A0D6JTD9,605,657,605,657,PF04967.12,HTH_10,Domain,1,53,53,64.2,6.9E-18,1,CL0123,Archaea Euryarchaeota
A0A0W1R8V8,21,122,21,132,PF00072.24,Response_reg,Domain,1,101,112,70.3,1.4E-19,1,CL0304,Archaea Euryarchaeota
A0A0W1R8V8,159,249,158,260,PF13426.7,PAS_9,Domain,2,93,104,28.1,0.0000019,1,CL0183,Archaea Euryarchaeota
A0A0W1R8V8,277,380,274,380,PF13426.7,LOV,Domain,4,104,104,71.2,7.3E-20,1,CL0183,Archaea Euryarchaeota
A0A0W1R8V8,399,505,399,506,PF08448.10,PAS_4,Domain,1,109,110,45.8,5.8E-12,1,CL0183,Archaea Euryarchaeota
A0A0W1R8V8,518,574,517,578,PF00512.25,HisKA,Domain,2,63,67,44.1,1.6E-11,1,CL0025,Archaea Euryarchaeota
A0A0W1R8V8,616,735,615,739,PF02518.26,HATPase_c,Domain,2,107,112,51.5,1.3E-13,1,CL0025,Archaea Euryarchaeota
A0A0W1SW76,122,205,120,206,PF08447.12,PAS_3,Domain,3,88,89,53.2,2.7E-14,1,CL0183,Archaea Euryarchaeota
A0A0W1SW76,232,336,230,336,PF13426.7,LOV,Domain,3,104,104,79.8,1.5E-22,1,CL0183,Archaea Euryarchaeota
A0A0W1SW76,346,456,345,456,PF00989.25,PAS,Domain,2,113,113,59.3,3.2E-16,1,CL0183,Archaea Euryarchaeota
A0A0W1SW76,572,675,569,677,PF02518.26,HATPase_c,Domain,4,110,112,42.1,1E-10,1,CL0025,Archaea Euryarchaeota
A0A063ZMW4,130,235,129,235,PF13426.7,LOV,Domain,2,104,104,71.7,5E-20,1,CL0183,Archaea Euryarchaeota
A0A063ZMW4,401,560,401,561,PF15915.5,BAT,Domain,1,155,156,144,3.4E-42,1,No_clan,Archaea Euryarchaeota
A0A063ZMW4,567,618,567,619,PF04967.12,HTH_10,Domain,1,52,53,72.9,1.3E-20,1,CL0123,Archaea Euryarchaeota
A0A0K1IQ79,152,249,143,249,PF13426.7,LOV,Domain,7,104,104,75.9,2.4E-21,1,CL0183,Archaea Euryarchaeota
A0A0K1IQ79,293,428,292,428,PF13185.6,GAF_2,Domain,2,138,138,31.7,0.00000016,1,CL0161,Archaea Euryarchaeota
A0A0K1IQ79,439,592,439,592,PF15915.5,BAT,Domain,1,156,156,106.4,1.2E-30,1,No_clan,Archaea Euryarchaeota
A0A0K1IQ79,598,649,598,650,PF04967.12,HTH_10,Domain,1,52,53,71.4,3.9E-20,1,CL0123,Archaea Euryarchaeota
A0A0N0BNU7,10,115,10,121,PF00072.24,Response_reg,Domain,1,105,112,70.7,1E-19,1,CL0304,Archaea Euryarchaeota
A0A0N0BNU7,149,246,148,246,PF13426.7,PAS_9,Domain,2,104,104,36.5,4.4E-09,1,CL0183,Archaea Euryarchaeota
A0A0N0BNU7,267,371,265,371,PF13426.7,LOV,Domain,3,104,104,84.4,5.7E-24,1,CL0183,Archaea Euryarchaeota
A0A0N0BNU7,394,524,392,525,PF13185.6,GAF_2,Domain,3,137,138,41.8,1.2E-10,1,CL0161,Archaea Euryarchaeota
A0A0N0BNU7,547,606,546,607,PF00512.25,HisKA,Domain,2,66,67,38.9,6.8E-10,1,CL0025,Archaea Euryarchaeota
A0A0N0BNU7,645,741,644,743,PF02518.26,HATPase_c,Domain,2,107,112,62.5,4.9E-17,1,CL0025,Archaea Euryarchaeota
A0A1G8UUF8,116,197,113,197,PF08447.12,PAS_3,Domain,6,89,89,55.3,6.1E-15,1,CL0183,Archaea Euryarchaeota
A0A1G8UUF8,238,323,237,324,PF08447.12,PAS_3,Domain,2,88,89,57.3,1.5E-15,1,CL0183,Archaea Euryarchaeota
A0A1G8UUF8,348,455,348,457,PF08448.10,PAS_4,Domain,1,108,110,55,8.5E-15,1,CL0183,Archaea Euryarchaeota
A0A1G8UUF8,484,553,482,563,PF08447.12,PAS_3,Domain,3,73,89,63.8,1.3E-17,1,CL0183,Archaea Euryarchaeota
A0A1G8UUF8,592,698,592,698,PF13426.7,LOV,Domain,1,104,104,69.2,3E-19,1,CL0183,Archaea Euryarchaeota
A0A1G8UUF8,902,1036,899,1039,PF13185.6,GAF_2,Domain,4,132,138,38.7,1.1E-09,1,CL0161,Archaea Euryarchaeota
A0A1G8UUF8,1055,1197,1053,1203,PF15915.5,BAT,Domain,3,148,156,75.1,5.6E-21,1,No_clan,Archaea Euryarchaeota
A0A1G8UUF8,1208,1260,1208,1260,PF04967.12,HTH_10,Domain,1,53,53,67.3,7.5E-19,1,CL0123,Archaea Euryarchaeota
A0A1H0AUV5,24,156,20,156,PF01590.26,GAF,Domain,5,133,133,31,0.00000033,1,CL0161,Archaea Euryarchaeota
A0A1H0AUV5,187,292,183,292,PF08448.10,PAS_4,Domain,5,110,110,54,1.6E-14,1,CL0183,Archaea Euryarchaeota
A0A1H0AUV5,319,414,309,414,PF13426.7,LOV,Domain,9,104,104,78.9,2.8E-22,1,CL0183,Archaea Euryarchaeota
A0A1H0AUV5,528,627,525,630,PF02518.26,HATPase_c,Domain,5,109,112,46.3,5E-12,1,CL0025,Archaea Euryarchaeota
A0A1Y3AI49,7,114,7,120,PF00072.24,Response_reg,Domain,1,108,112,67.9,7.6E-19,1,CL0304,Archaea Euryarchaeota
A0A1Y3AI49,134,245,134,247,PF00989.25,PAS,Domain,1,111,113,41,1.5E-10,1,CL0183,Archaea Euryarchaeota
A0A1Y3AI49,268,374,268,374,PF13426.7,LOV,Domain,1,104,104,78.9,2.8E-22,1,CL0183,Archaea Euryarchaeota
A0A1Y3AI49,390,449,388,450,PF00512.25,HisKA,Domain,3,66,67,42.8,4E-11,1,CL0025,Archaea Euryarchaeota
A0A1Y3AI49,488,583,487,589,PF02518.26,HATPase_c,Domain,2,106,112,52,8.5E-14,1,CL0025,Archaea Euryarchaeota
A0A1G7NJJ0,136,244,135,245,PF00989.25,PAS,Domain,2,112,113,49.2,4.4E-13,1,CL0183,Archaea Euryarchaeota
A0A1G7NJJ0,266,372,266,372,PF13426.7,LOV,Domain,1,104,104,75.2,4E-21,1,CL0183,Archaea Euryarchaeota
A0A1G7NJJ0,393,493,391,494,PF13426.7,PAS_9,Domain,3,103,104,58.5,6.2E-16,1,CL0183,Archaea Euryarchaeota
A0A1G7NJJ0,610,716,608,719,PF02518.26,HATPase_c,Domain,4,109,112,59,5.9E-16,1,CL0025,Archaea Euryarchaeota
A0A1I1H346,345,449,343,449,PF13426.7,LOV,Domain,3,104,104,84,7.5E-24,1,CL0183,Archaea Euryarchaeota
A0A1I1H346,488,573,486,574,PF08447.12,PAS_3,Domain,3,88,89,53.4,2.4E-14,1,CL0183,Archaea Euryarchaeota
A0A1I1H346,617,695,616,701,PF08447.12,PAS_3,Domain,2,77,89,59.3,3.5E-16,1,CL0183,Archaea Euryarchaeota
A0A1I1H346,777,859,775,860,PF08447.12,PAS_3,Domain,4,88,89,39.9,3.9E-10,1,CL0183,Archaea Euryarchaeota
A0A1I1H346,1063,1212,1062,1213,PF13185.6,GAF_2,Domain,2,137,138,44.1,2.3E-11,1,CL0161,Archaea Euryarchaeota
A0A1I1H346,1224,1410,1224,1411,PF15915.5,BAT,Domain,1,155,156,143.6,4.4E-42,1,No_clan,Archaea Euryarchaeota
A0A1I1H346,1417,1468,1417,1469,PF04967.12,HTH_10,Domain,1,52,53,62.3,2.7E-17,1,CL0123,Archaea Euryarchaeota
A0A1I0Q097,29,133,29,134,PF13426.7,LOV,Domain,1,103,104,75.6,3.1E-21,1,CL0183,Archaea Euryarchaeota
A0A1I0Q097,178,313,177,314,PF13185.6,GAF_2,Domain,2,137,138,32.8,0.000000075,1,CL0161,Archaea Euryarchaeota
A0A1I0Q097,325,474,325,478,PF15915.5,BAT,Domain,1,152,156,98.1,4.4E-28,1,No_clan,Archaea Euryarchaeota
A0A1I0Q097,484,535,484,536,PF04967.12,HTH_10,Domain,1,52,53,61.3,5.6E-17,1,CL0123,Archaea Euryarchaeota
A0A1I6FKZ5,7,114,7,120,PF00072.24,Response_reg,Domain,1,108,112,78.2,5E-22,1,CL0304,Archaea Euryarchaeota
A0A1I6FKZ5,147,249,144,249,PF13426.7,PAS_9,Domain,4,104,104,41.2,1.6E-10,1,CL0183,Archaea Euryarchaeota
A0A1I6FKZ5,268,374,268,374,PF13426.7,LOV,Domain,1,104,104,76.9,1.2E-21,1,CL0183,Archaea Euryarchaeota
A0A1I6FKZ5,390,448,388,449,PF00512.25,HisKA,Domain,3,66,67,42.8,3.8E-11,1,CL0025,Archaea Euryarchaeota
A0A1I6FKZ5,487,582,486,587,PF02518.26,HATPase_c,Domain,2,106,112,50.4,2.7E-13,1,CL0025,Archaea Euryarchaeota
A0A1H5W2Z6,137,172,137,201,PF13188.7,PAS_8,Domain,1,37,67,28.3,0.0000013,1,CL0183,Archaea Euryarchaeota
A0A1H5W2Z6,268,372,266,372,PF13426.7,LOV,Domain,3,104,104,64.4,9.4E-18,1,CL0183,Archaea Euryarchaeota
A0A1H5W2Z6,493,582,487,586,PF02518.26,HATPase_c,Domain,10,108,112,38.2,1.7E-09,1,CL0025,Archaea Euryarchaeota
A0A1I5NVC4,7,110,6,115,PF00072.24,Response_reg,Domain,2,104,112,54.3,1.3E-14,1,CL0304,Archaea Euryarchaeota
A0A1I5NVC4,153,250,148,250,PF13426.7,PAS_9,Domain,6,104,104,13.4,0.067,1,CL0183,Archaea Euryarchaeota
A0A1I5NVC4,269,375,269,375,PF13426.7,LOV,Domain,1,104,104,72.6,2.7E-20,1,CL0183,Archaea Euryarchaeota
A0A1I5NVC4,396,497,394,497,PF13426.7,PAS_9,Domain,3,104,104,71.5,5.9E-20,1,CL0183,Archaea Euryarchaeota
A0A1I5NVC4,516,619,512,621,PF08448.10,PAS_4,Domain,5,108,110,57.8,1.1E-15,1,CL0183,Archaea Euryarchaeota
A0A1I5NVC4,733,836,730,837,PF02518.26,HATPase_c,Domain,5,111,112,55,1E-14,1,CL0025,Archaea Euryarchaeota
A0A1G7IDW4,7,114,7,120,PF00072.24,Response_reg,Domain,1,108,112,76.1,2.3E-21,1,CL0304,Archaea Euryarchaeota
A0A1G7IDW4,135,246,134,247,PF00989.25,PAS,Domain,2,112,113,42.3,6E-11,1,CL0183,Archaea Euryarchaeota
A0A1G7IDW4,268,374,268,374,PF13426.7,LOV,Domain,1,104,104,76.5,1.6E-21,1,CL0183,Archaea Euryarchaeota
A0A1G7IDW4,390,449,388,450,PF00512.25,HisKA,Domain,3,66,67,43.3,2.7E-11,1,CL0025,Archaea Euryarchaeota
A0A1G7IDW4,488,583,487,588,PF02518.26,HATPase_c,Domain,2,106,112,50.7,2.3E-13,1,CL0025,Archaea Euryarchaeota
A0A1G9UAG6,150,254,148,254,PF13426.7,LOV,Domain,3,104,104,75.9,2.5E-21,1,CL0183,Archaea Euryarchaeota
A0A1G9UAG6,271,376,269,379,PF08448.10,PAS_4,Domain,3,107,110,39.8,4.2E-10,1,CL0183,Archaea Euryarchaeota
A0A1G9UAG6,497,597,493,603,PF02518.26,HATPase_c,Domain,6,106,112,47.3,2.5E-12,1,CL0025,Archaea Euryarchaeota
A0A1N7E5V6,10,49,8,70,PF13188.7,PAS_8,Domain,3,44,67,19,0.0011,1,CL0183,Archaea Euryarchaeota
A0A1N7E5V6,126,231,125,231,PF13426.7,LOV,Domain,2,104,104,86.2,1.5E-24,1,CL0183,Archaea Euryarchaeota
A0A1N7E5V6,274,386,267,387,PF13185.6,GAF_2,Domain,8,137,138,31,0.00000027,1,CL0161,Archaea Euryarchaeota
A0A1N7E5V6,398,551,398,553,PF15915.5,BAT,Domain,1,154,156,162.7,5.7E-48,1,No_clan,Archaea Euryarchaeota
A0A1N7E5V6,559,610,559,611,PF04967.12,HTH_10,Domain,1,52,53,76.8,8.2E-22,1,CL0123,Archaea Euryarchaeota
A0A1H6IXY5,67,169,64,169,PF00989.25,PAS,Domain,4,113,113,44.1,1.8E-11,1,CL0183,Archaea Euryarchaeota
A0A1H6IXY5,192,296,190,296,PF13426.7,LOV,Domain,3,104,104,75.3,3.7E-21,1,CL0183,Archaea Euryarchaeota
A0A1H6IXY5,410,507,409,513,PF02518.26,HATPase_c,Domain,2,106,112,55.7,6.3E-15,1,CL0025,Archaea Euryarchaeota
A0A1H5VPE4,48,152,47,153,PF13426.7,LOV,Domain,2,103,104,72.2,3.4E-20,1,CL0183,Archaea Euryarchaeota
A0A1H5VPE4,372,525,372,526,PF15915.5,BAT,Domain,1,155,156,72.6,3.1E-20,1,No_clan,Archaea Euryarchaeota
A0A1H5VPE4,532,583,532,584,PF04967.12,HTH_10,Domain,1,52,53,68.6,2.8E-19,1,CL0123,Archaea Euryarchaeota
A0A1H6JA06,22,154,16,154,PF01590.26,GAF,Domain,7,133,133,27.6,0.0000038,1,CL0161,Archaea Euryarchaeota
A0A1H6JA06,176,295,175,295,PF00989.25,PAS,Domain,2,113,113,48.7,6.6E-13,1,CL0183,Archaea Euryarchaeota
A0A1H6JA06,333,419,332,420,PF08447.12,PAS_3,Domain,2,88,89,50.6,1.8E-13,1,CL0183,Archaea Euryarchaeota
A0A1H6JA06,446,551,444,551,PF13426.7,LOV,Domain,3,104,104,65.3,4.8E-18,1,CL0183,Archaea Euryarchaeota
A0A1H6JA06,665,765,663,766,PF02518.26,HATPase_c,Domain,4,111,112,36.5,5.4E-09,1,CL0025,Archaea Euryarchaeota
A0A1Y3A867,7,114,7,120,PF00072.24,Response_reg,Domain,1,108,112,69.7,2.1E-19,1,CL0304,Archaea Euryarchaeota
A0A1Y3A867,134,245,134,247,PF00989.25,PAS,Domain,1,111,113,42.5,5.2E-11,1,CL0183,Archaea Euryarchaeota
A0A1Y3A867,268,374,268,374,PF13426.7,LOV,Domain,1,104,104,78.8,3E-22,1,CL0183,Archaea Euryarchaeota
A0A1Y3A867,390,449,388,450,PF00512.25,HisKA,Domain,3,66,67,42.8,4E-11,1,CL0025,Archaea Euryarchaeota
A0A1Y3A867,488,583,487,589,PF02518.26,HATPase_c,Domain,2,106,112,50.3,2.9E-13,1,CL0025,Archaea Euryarchaeota
A0A1I3THQ9,17,58,16,76,PF13188.7,PAS_8,Domain,4,45,67,23.8,0.000033,1,CL0183,Archaea Euryarchaeota
A0A1I3THQ9,125,231,125,231,PF13426.7,LOV,Domain,1,104,104,77.1,1.1E-21,1,CL0183,Archaea Euryarchaeota
A0A1I3THQ9,398,552,398,552,PF15915.5,BAT,Domain,1,156,156,140.8,3.2E-41,1,No_clan,Archaea Euryarchaeota
A0A1I3THQ9,558,609,558,610,PF04967.12,HTH_10,Domain,1,52,53,68.8,2.6E-19,1,CL0123,Archaea Euryarchaeota
A0A1H3IEC8,17,117,17,118,PF08448.10,PAS_4,Domain,1,109,110,54.7,1E-14,1,CL0183,Archaea Euryarchaeota
A0A1H3IEC8,131,242,130,243,PF08448.10,PAS_4,Domain,2,109,110,43,4.4E-11,1,CL0183,Archaea Euryarchaeota
