seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
A0A0C2ERG3,274,350,273,357,PF08447.12,PAS_3,Domain,2,82,89,47.1,2.2E-12,1,CL0183,Eukaryota Fungi
A0A0C2ERG3,388,431,384,456,PF08446.11,PAS_2,Domain,24,67,107,18.2,0.003,1,CL0183,Eukaryota Fungi
A0A0C2ERG3,606,638,606,641,PF00320.27,GATA,Domain,1,33,36,55.4,3.3E-15,1,CL0167,Eukaryota Fungi
A0A0C3S9N0,242,354,232,354,PF13426.7,LOV,Domain,10,104,104,54.1,1.5E-14,1,CL0183,Eukaryota Fungi
A0A0C3S9N0,444,502,443,570,PF00989.25,PAS,Domain,6,67,113,36.2,4.9E-09,1,CL0183,Eukaryota Fungi
A0A0K3C6D8,229,323,218,324,PF13426.7,LOV,Domain,9,103,104,60,2.2E-16,1,CL0183,Eukaryota Fungi
A0A0S7DHL5,304,410,294,411,PF13426.7,LOV,Domain,8,103,104,60.3,1.7E-16,1,CL0183,Eukaryota Fungi
A0A0S7DHL5,500,578,499,582,PF08447.12,PAS_3,Domain,2,83,89,42.4,6.4E-11,1,CL0183,Eukaryota Fungi
A0A0S7DHL5,615,694,611,702,PF13426.7,PAS_9,Domain,11,91,104,18.5,0.0019,1,CL0183,Eukaryota Fungi
A0A0S7DHL5,821,853,821,856,PF00320.27,GATA,Domain,1,33,36,49.6,2.2E-13,1,CL0167,Eukaryota Fungi
A0A0B7JZN0,81,176,70,185,PF13426.7,LOV,Domain,8,92,104,50,2.8E-13,1,CL0183,Eukaryota Fungi
A0A167GV75,249,343,239,344,PF13426.7,LOV,Domain,9,103,104,47.1,2.3E-12,1,CL0183,Eukaryota Fungi
A0A0N0DF75,354,461,345,462,PF13426.7,LOV,Domain,7,103,104,64.4,9.1E-18,1,CL0183,Eukaryota Fungi
A0A0N0DF75,554,629,553,637,PF08447.12,PAS_3,Domain,2,81,89,45,1E-11,1,CL0183,Eukaryota Fungi
A0A0N0DF75,873,906,873,908,PF00320.27,GATA,Domain,1,34,36,53.9,9.7E-15,1,CL0167,Eukaryota Fungi
A0A010QJG2,358,452,348,453,PF13426.7,LOV,Domain,9,103,104,48.5,8.3E-13,1,CL0183,Eukaryota Fungi
A0A0P1BM35,384,478,375,498,PF13426.7,LOV,Domain,7,90,104,55.8,4.6E-15,1,CL0183,Eukaryota Fungi
A0A0P1BM35,590,652,588,671,PF00989.25,PAS,Domain,6,71,113,35.1,0.000000011,1,CL0183,Eukaryota Fungi
A0A0D2CNL6,154,267,152,269,PF00615.19,RGS,Domain,3,113,118,47.2,2.4E-12,1,CL0272,Eukaryota Fungi
A0A0D2CNL6,289,387,287,393,PF13426.7,LOV,Domain,3,98,104,47.1,2.3E-12,1,CL0183,Eukaryota Fungi
A0A166Z059,441,551,439,556,PF00615.19,RGS,Domain,4,111,118,44.7,1.4E-11,1,CL0272,Eukaryota Fungi
A0A166Z059,575,675,573,679,PF13426.7,LOV,Domain,3,100,104,52.1,6.4E-14,1,CL0183,Eukaryota Fungi
A0A146FS54,320,428,312,429,PF13426.7,LOV,Domain,6,103,104,60.1,2.1E-16,1,CL0183,Eukaryota Fungi
A0A146FS54,517,593,516,599,PF08447.12,PAS_3,Domain,2,81,89,41.8,9.9E-11,1,CL0183,Eukaryota Fungi
A0A146FS54,630,714,624,719,PF13426.7,PAS_9,Domain,9,94,104,17.2,0.0045,1,CL0183,Eukaryota Fungi
A0A146FS54,823,855,823,858,PF00320.27,GATA,Domain,1,33,36,48.9,3.6E-13,1,CL0167,Eukaryota Fungi
A0A0D2GTB6,268,363,259,364,PF13426.7,LOV,Domain,8,103,104,50.2,2.4E-13,1,CL0183,Eukaryota Fungi
A0A084QN06,501,608,492,609,PF13426.7,LOV,Domain,7,103,104,65.8,3.5E-18,1,CL0183,Eukaryota Fungi
A0A084QN06,701,776,700,784,PF08447.12,PAS_3,Domain,2,81,89,47.4,1.8E-12,1,CL0183,Eukaryota Fungi
A0A084QN06,810,896,806,904,PF08448.10,PAS_4,Domain,8,94,110,24.5,0.000025,1,CL0183,Eukaryota Fungi
A0A084QN06,1026,1059,1026,1061,PF00320.27,GATA,Domain,1,34,36,53.3,1.5E-14,1,CL0167,Eukaryota Fungi
A0A124BXW4,15,51,15,53,PF00172.18,Zn_clus,Domain,1,38,40,25.6,0.00001,1,No_clan,Eukaryota Fungi
A0A124BXW4,912,1298,910,1308,PF01490.18,Aa_trans,Family,3,399,409,163.3,7.4E-48,1,CL0062,Eukaryota Fungi
A0A124BXW4,1839,1933,1829,1934,PF13426.7,LOV,Domain,9,103,104,52.9,3.4E-14,1,CL0183,Eukaryota Fungi
A0A0D2E514,380,484,368,485,PF13426.7,LOV,Domain,10,103,104,57.7,1.1E-15,1,CL0183,Eukaryota Fungi
A0A0D2E514,575,650,574,657,PF08447.12,PAS_3,Domain,2,81,89,39.2,6.6E-10,1,CL0183,Eukaryota Fungi
A0A0D2E514,906,939,906,941,PF00320.27,GATA,Domain,1,34,36,52.5,2.7E-14,1,CL0167,Eukaryota Fungi
A0A167S3A6,370,465,361,466,PF13426.7,LOV,Domain,8,103,104,54.6,1E-14,1,CL0183,Eukaryota Fungi
A0A178ZHM7,376,480,364,481,PF13426.7,LOV,Domain,10,103,104,60.5,1.5E-16,1,CL0183,Eukaryota Fungi
A0A178ZHM7,572,651,571,655,PF08447.12,PAS_3,Domain,2,85,89,41.9,9.1E-11,1,CL0183,Eukaryota Fungi
A0A178ZHM7,686,760,681,763,PF13426.7,PAS_9,Domain,9,84,104,9.7,0.97,1,CL0183,Eukaryota Fungi
A0A178ZHM7,908,941,908,943,PF00320.27,GATA,Domain,1,34,36,52,3.9E-14,1,CL0167,Eukaryota Fungi
A0A086SVL0,103,190,91,199,PF13426.7,LOV,Domain,9,85,104,47,2.3E-12,1,CL0183,Eukaryota Fungi
A0A178Z337,69,325,67,325,PF06966.12,DUF1295,Family,3,235,235,126.6,1.1E-36,1,CL0115,Eukaryota Fungi
A0A178Z337,735,830,725,831,PF13426.7,LOV,Domain,8,103,104,61.9,5.7E-17,1,CL0183,Eukaryota Fungi
A0A0B2WXX2,381,493,377,494,PF13426.7,LOV,Domain,5,103,104,64.4,9E-18,1,CL0183,Eukaryota Fungi
A0A0B2WXX2,585,660,584,668,PF08447.12,PAS_3,Domain,2,81,89,43.5,3E-11,1,CL0183,Eukaryota Fungi
A0A0B2WXX2,698,764,692,773,PF13426.7,PAS_9,Domain,8,73,104,11,0.38,1,CL0183,Eukaryota Fungi
A0A0B2WXX2,906,939,906,941,PF00320.27,GATA,Domain,1,34,36,53.8,1E-14,1,CL0167,Eukaryota Fungi
A0A177TS70,831,938,821,939,PF13426.7,LOV,Domain,8,103,104,58.2,7.8E-16,1,CL0183,Eukaryota Fungi
A0A177TS70,1013,1077,1012,1100,PF00989.25,PAS,Domain,4,71,113,37.3,2.2E-09,1,CL0183,Eukaryota Fungi
A0A162JUW8,377,489,373,490,PF13426.7,LOV,Domain,5,103,104,64.8,6.8E-18,1,CL0183,Eukaryota Fungi
A0A162JUW8,581,656,580,664,PF08447.12,PAS_3,Domain,2,81,89,42.1,7.8E-11,1,CL0183,Eukaryota Fungi
A0A162JUW8,695,760,689,776,PF13426.7,PAS_9,Domain,9,73,104,11.2,0.34,1,CL0183,Eukaryota Fungi
A0A162JUW8,902,935,902,937,PF00320.27,GATA,Domain,1,34,36,53.9,1E-14,1,CL0167,Eukaryota Fungi
A0A1C1CL83,265,360,256,361,PF13426.7,LOV,Domain,8,103,104,49.6,3.8E-13,1,CL0183,Eukaryota Fungi
A0A061HLU8,263,358,254,359,PF13426.7,LOV,Domain,8,103,104,42,8.9E-11,1,CL0183,Eukaryota Fungi
A0A177TPI0,338,446,337,450,PF00615.19,RGS,Domain,2,112,118,28.1,0.0000019,1,CL0272,Eukaryota Fungi
A0A177TPI0,480,574,469,575,PF13426.7,LOV,Domain,9,103,104,63.6,1.6E-17,1,CL0183,Eukaryota Fungi
A0A1B7XS87,278,375,269,375,PF13426.7,LOV,Domain,7,104,104,47,2.4E-12,1,CL0183,Eukaryota Fungi
A0A177TNE1,318,428,317,432,PF00615.19,RGS,Domain,2,113,118,24.2,0.000032,1,CL0272,Eukaryota Fungi
A0A177TNE1,461,555,450,556,PF13426.7,LOV,Domain,9,103,104,63.2,2.2E-17,1,CL0183,Eukaryota Fungi
A0A162XYC5,137,251,135,252,PF13426.7,LOV,Domain,3,103,104,64,1.2E-17,1,CL0183,Eukaryota Fungi
A0A162XYC5,359,439,358,443,PF08447.12,PAS_3,Domain,2,84,89,53.7,1.9E-14,1,CL0183,Eukaryota Fungi
A0A162XYC5,494,559,487,567,PF13426.7,PAS_9,Domain,10,76,104,12.6,0.13,1,CL0183,Eukaryota Fungi
A0A0L0VKW9,382,487,372,489,PF13426.7,LOV,Domain,9,102,104,48.5,8.2E-13,1,CL0183,Eukaryota Fungi
A0A0L0VKW9,585,662,584,670,PF08447.12,PAS_3,Domain,2,79,89,43.3,3.3E-11,1,CL0183,Eukaryota Fungi
A0A0D2AWQ2,361,475,359,476,PF13426.7,LOV,Domain,3,103,104,59.1,4.2E-16,1,CL0183,Eukaryota Fungi
A0A0D2AWQ2,567,646,566,650,PF08447.12,PAS_3,Domain,2,85,89,45.4,7.6E-12,1,CL0183,Eukaryota Fungi
A0A0D2AWQ2,905,938,905,940,PF00320.27,GATA,Domain,1,34,36,52.4,2.8E-14,1,CL0167,Eukaryota Fungi
A0A0B7NKE7,97,201,85,202,PF13426.7,LOV,Domain,10,103,104,59.7,2.8E-16,1,CL0183,Eukaryota Fungi
A0A0B7NKE7,301,382,300,386,PF08447.12,PAS_3,Domain,2,83,89,46.7,2.8E-12,1,CL0183,Eukaryota Fungi
A0A0B7NKE7,593,625,593,627,PF00320.27,GATA,Domain,1,33,36,54.9,4.7E-15,1,CL0167,Eukaryota Fungi
A0A194V6K1,380,488,372,489,PF13426.7,LOV,Domain,6,103,104,64.8,7E-18,1,CL0183,Eukaryota Fungi
A0A194V6K1,580,655,579,663,PF08447.12,PAS_3,Domain,2,81,89,46.6,3.1E-12,1,CL0183,Eukaryota Fungi
A0A194V6K1,916,949,916,951,PF00320.27,GATA,Domain,1,34,36,53.8,1E-14,1,CL0167,Eukaryota Fungi
A0A0C9XXI6,226,334,215,335,PF13426.7,LOV,Domain,10,103,104,53.2,2.8E-14,1,CL0183,Eukaryota Fungi
A0A0C9XXI6,444,510,443,576,PF00989.25,PAS,Domain,6,68,113,32.3,0.000000081,1,CL0183,Eukaryota Fungi
A0A177UZ79,440,534,429,535,PF13426.7,LOV,Domain,9,103,104,64.7,7.3E-18,1,CL0183,Eukaryota Fungi
A0A135TFX7,386,480,376,481,PF13426.7,LOV,Domain,9,103,104,47.7,1.4E-12,1,CL0183,Eukaryota Fungi
A0A0D2I8V0,320,422,317,423,PF13426.7,LOV,Domain,4,103,104,63.4,1.9E-17,1,CL0183,Eukaryota Fungi
A0A0C4DU52,554,667,552,671,PF00615.19,RGS,Domain,3,113,118,59.2,4.4E-16,1,CL0272,Eukaryota Fungi
A0A0C4DU52,689,790,687,793,PF13426.7,LOV,Domain,3,101,104,53.4,2.6E-14,1,CL0183,Eukaryota Fungi
A0A0L6V7C7,380,477,376,478,PF13426.7,LOV,Domain,6,103,104,60.1,2E-16,1,CL0183,Eukaryota Fungi
A0A0F0IKK6,299,407,291,408,PF13426.7,LOV,Domain,6,103,104,70.6,1.1E-19,1,CL0183,Eukaryota Fungi
A0A0F0IKK6,497,573,496,579,PF08447.12,PAS_3,Domain,2,81,89,36.8,3.6E-09,1,CL0183,Eukaryota Fungi
A0A0F0IKK6,811,843,811,846,PF00320.27,GATA,Domain,1,33,36,50.4,1.2E-13,1,CL0167,Eukaryota Fungi
A0A074RTM6,115,226,111,228,PF13426.7,LOV,Domain,5,102,104,59,4.3E-16,1,CL0183,Eukaryota Fungi
A0A178CNF6,379,483,367,484,PF13426.7,LOV,Domain,10,103,104,57.7,1.1E-15,1,CL0183,Eukaryota Fungi
A0A178CNF6,575,650,574,656,PF08447.12,PAS_3,Domain,2,81,89,40.4,2.6E-10,1,CL0183,Eukaryota Fungi
A0A178CNF6,691,763,686,767,PF13426.7,PAS_9,Domain,11,84,104,10.3,0.66,1,CL0183,Eukaryota Fungi
A0A178CNF6,915,948,915,950,PF00320.27,GATA,Domain,1,34,36,52,3.9E-14,1,CL0167,Eukaryota Fungi
A0A168NU84,99,203,87,204,PF13426.7,LOV,Domain,10,103,104,59.8,2.5E-16,1,CL0183,Eukaryota Fungi
A0A168NU84,303,384,302,388,PF08447.12,PAS_3,Domain,2,83,89,48.1,1E-12,1,CL0183,Eukaryota Fungi
A0A168NU84,595,627,595,629,PF00320.27,GATA,Domain,1,33,36,54.9,4.7E-15,1,CL0167,Eukaryota Fungi
A0A139AKP7,58,172,55,173,PF13426.7,LOV,Domain,4,103,104,52.8,3.8E-14,1,CL0183,Eukaryota Fungi
A0A139AKP7,371,440,363,447,PF08447.12,PAS_3,Domain,8,80,89,41.2,1.6E-10,1,CL0183,Eukaryota Fungi
A0A0K3CPD9,381,495,378,497,PF13426.7,LOV,Domain,4,102,104,62.6,3.4E-17,1,CL0183,Eukaryota Fungi
A0A0K3CPD9,624,703,623,709,PF08447.12,PAS_3,Domain,2,81,89,45.1,9E-12,1,CL0183,Eukaryota Fungi
A0A0K3CPD9,1016,1049,1016,1051,PF00320.27,GATA,Domain,1,34,36,48.1,6.3E-13,1,CL0167,Eukaryota Fungi
A0A010QTY6,445,556,444,561,PF00615.19,RGS,Domain,3,111,118,44.6,1.5E-11,1,CL0272,Eukaryota Fungi
A0A010QTY6,580,680,578,684,PF13426.7,LOV,Domain,3,100,104,53.2,2.8E-14,1,CL0183,Eukaryota Fungi
A0A093UNN6,335,449,333,450,PF13426.7,LOV,Domain,3,103,104,59.5,3.1E-16,1,CL0183,Eukaryota Fungi
A0A093UNN6,528,604,527,611,PF08447.12,PAS_3,Domain,2,80,89,50.3,2.3E-13,1,CL0183,Eukaryota Fungi
A0A093UNN6,643,705,638,720,PF13426.7,PAS_9,Domain,10,73,104,12.2,0.17,1,CL0183,Eukaryota Fungi
A0A093UNN6,882,915,882,917,PF00320.27,GATA,Domain,1,34,36,53.1,1.7E-14,1,CL0167,Eukaryota Fungi
A0A0N1H2R4,356,469,353,470,PF13426.7,LOV,Domain,4,103,104,62.7,3.1E-17,1,CL0183,Eukaryota Fungi
A0A0N1H2R4,561,636,560,644,PF08447.12,PAS_3,Domain,2,81,89,42.6,5.5E-11,1,CL0183,Eukaryota Fungi
A0A0N1H2R4,677,725,673,745,PF08446.11,PAS_2,Domain,26,74,107,17.9,0.0038,1,CL0183,Eukaryota Fungi
A0A0N1H2R4,903,936,903,938,PF00320.27,GATA,Domain,1,34,36,52,3.7E-14,1,CL0167,Eukaryota Fungi
A0A0U5GAG0,243,351,235,352,PF13426.7,LOV,Domain,6,103,104,67.1,1.3E-18,1,CL0183,Eukaryota Fungi
A0A0U5GAG0,441,516,440,523,PF08447.12,PAS_3,Domain,2,80,89,37.2,2.7E-09,1,CL0183,Eukaryota Fungi
A0A0U5GAG0,558,631,552,638,PF13426.7,PAS_9,Domain,13,84,104,13.5,0.063,1,CL0183,Eukaryota Fungi
A0A0U5GAG0,789,822,789,824,PF00320.27,GATA,Domain,1,34,36,49.8,1.8E-13,1,CL0167,Eukaryota Fungi
A0A165A5D0,240,346,229,346,PF13426.7,LOV,Domain,10,104,104,63.4,1.9E-17,1,CL0183,Eukaryota Fungi
A0A165A5D0,432,513,430,525,PF08447.12,PAS_3,Domain,3,75,89,38.2,1.3E-09,1,CL0183,Eukaryota Fungi
A0A010QBJ9,392,500,383,501,PF13426.7,LOV,Domain,7,103,104,59.9,2.4E-16,1,CL0183,Eukaryota Fungi
A0A010QBJ9,593,668,592,676,PF08447.12,PAS_3,Domain,2,81,89,45.2,8.8E-12,1,CL0183,Eukaryota Fungi
A0A010QBJ9,917,949,917,951,PF00320.27,GATA,Domain,1,33,36,54.6,5.8E-15,1,CL0167,Eukaryota Fungi
A0A1B9H875,275,369,265,370,PF13426.7,LOV,Domain,9,103,104,52.1,6.2E-14,1,CL0183,Eukaryota Fungi
A0A135SUT5,392,500,383,501,PF13426.7,LOV,Domain,7,103,104,59.9,2.4E-16,1,CL0183,Eukaryota Fungi
A0A135SUT5,593,668,592,676,PF08447.12,PAS_3,Domain,2,81,89,45.2,8.8E-12,1,CL0183,Eukaryota Fungi
A0A135SUT5,917,949,917,951,PF00320.27,GATA,Domain,1,33,36,54.6,5.8E-15,1,CL0167,Eukaryota Fungi
A0A0C2FAW2,78,180,69,183,PF13426.7,LOV,Domain,7,91,104,48.5,8.2E-13,1,CL0183,Eukaryota Fungi
A0A146IKT6,284,397,283,401,PF00615.19,RGS,Domain,2,114,118,28.6,0.0000013,1,CL0272,Eukaryota Fungi
A0A146IKT6,433,527,423,528,PF13426.7,LOV,Domain,9,103,104,61.3,8.9E-17,1,CL0183,Eukaryota Fungi
A0A166J059,17,116,8,121,PF00615.19,RGS,Domain,10,111,118,24.3,0.00003,1,CL0272,Eukaryota Fungi
A0A166J059,143,247,142,248,PF13426.7,LOV,Domain,2,103,104,60.9,1.1E-16,1,CL0183,Eukaryota Fungi
A0A194S7T8,64,170,53,172,PF13426.7,LOV,Domain,11,102,104,56.5,2.6E-15,1,CL0183,Eukaryota Fungi
A0A194S7T8,276,355,275,361,PF08447.12,PAS_3,Domain,2,81,89,48.4,8.6E-13,1,CL0183,Eukaryota Fungi
A0A194S7T8,575,607,575,610,PF00320.27,GATA,Domain,1,33,36,49,3.2E-13,1,CL0167,Eukaryota Fungi
A0A074Y6X5,387,493,377,494,PF13426.7,LOV,Domain,8,103,104,59.5,3.2E-16,1,CL0183,Eukaryota Fungi
A0A074Y6X5,587,660,585,668,PF08447.12,PAS_3,Domain,4,81,89,40.9,1.9E-10,1,CL0183,Eukaryota Fungi
A0A074Y6X5,699,762,694,787,PF13426.7,PAS_9,Domain,9,73,104,12.7,0.11,1,CL0183,Eukaryota Fungi
A0A074Y6X5,921,952,921,955,PF00320.27,GATA,Domain,1,32,36,53.3,1.5E-14,1,CL0167,Eukaryota Fungi
A0A0D2EM62,313,407,302,408,PF13426.7,LOV,Domain,9,103,104,61.3,8.8E-17,1,CL0183,Eukaryota Fungi
A0A0D2HSN4,398,502,386,503,PF13426.7,LOV,Domain,10,103,104,60.5,1.5E-16,1,CL0183,Eukaryota Fungi
A0A0D2HSN4,594,669,593,677,PF08447.12,PAS_3,Domain,2,81,89,42.2,7.4E-11,1,CL0183,Eukaryota Fungi
A0A0D2HSN4,708,782,703,785,PF13426.7,PAS_9,Domain,9,84,104,11.7,0.24,1,CL0183,Eukaryota Fungi
A0A0D2HSN4,925,958,925,960,PF00320.27,GATA,Domain,1,34,36,51.9,4E-14,1,CL0167,Eukaryota Fungi
A0A015L7I1,180,283,168,285,PF13426.7,LOV,Domain,10,102,104,56.9,1.9E-15,1,CL0183,Eukaryota Fungi
