seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
A0A126WWE7,212,248,207,249,PF12937.7,F-box-like,Domain,10,47,48,31.3,0.00000014,1,CL0271,Eukaryota Viridiplantae
A0A126WWE7,298,348,297,348,PF13418.6,Kelch_4,Repeat,2,49,49,43.3,2.7E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WWE7,363,409,362,410,PF13415.6,Kelch_3,Domain,4,48,49,32.1,0.000000098,1,CL0186,Eukaryota Viridiplantae
A0A126WWE7,414,463,412,463,PF13415.6,Kelch_3,Domain,3,49,49,25,0.000017,1,CL0186,Eukaryota Viridiplantae
A0A126WWE7,522,569,520,569,PF07646.15,Kelch_2,Repeat,2,49,49,22.9,0.000057,1,CL0186,Eukaryota Viridiplantae
A0A126WWS6,66,166,57,169,PF13426.7,LOV,Domain,7,98,104,52.2,5.7E-14,1,CL0183,Eukaryota Viridiplantae
A0A126WWS6,224,264,221,265,PF12937.7,F-box-like,Domain,7,47,48,30.6,0.00000023,1,CL0271,Eukaryota Viridiplantae
A0A126WWS6,314,364,313,364,PF13418.6,Kelch_4,Repeat,2,49,49,42.5,4.6E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WWS6,379,425,378,426,PF13415.6,Kelch_3,Domain,4,48,49,39.5,4.6E-10,1,CL0186,Eukaryota Viridiplantae
A0A126WWS6,430,479,428,479,PF13415.6,Kelch_3,Domain,3,49,49,27,0.0000038,1,CL0186,Eukaryota Viridiplantae
A0A126WWS6,538,585,536,585,PF07646.15,Kelch_2,Repeat,2,49,49,22.9,0.000059,1,CL0186,Eukaryota Viridiplantae
A0A126WZC9,69,175,66,177,PF13426.7,LOV,Domain,4,98,104,53.9,1.7E-14,1,CL0183,Eukaryota Viridiplantae
A0A126WZC9,225,263,224,270,PF00646.33,F-box,Domain,3,40,48,19.7,0.00057,1,CL0271,Eukaryota Viridiplantae
A0A126WZC9,319,369,318,369,PF13418.6,Kelch_4,Repeat,2,49,49,41.9,7.4E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WZC9,384,430,383,431,PF13415.6,Kelch_3,Domain,4,48,49,43.8,2.2E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WZC9,433,484,433,484,PF13415.6,Kelch_3,Domain,1,49,49,34.3,0.00000002,1,CL0186,Eukaryota Viridiplantae
A0A126WZC9,543,590,542,590,PF07646.15,Kelch_2,Repeat,2,49,49,24.9,0.000014,1,CL0186,Eukaryota Viridiplantae
A0A126X137,29,130,28,133,PF13426.7,LOV,Domain,2,99,104,59.4,3.3E-16,1,CL0183,Eukaryota Viridiplantae
A0A126X137,269,360,260,362,PF13426.7,LOV,Domain,8,99,104,69.3,2.8E-19,1,CL0183,Eukaryota Viridiplantae
A0A126X0G9,333,419,320,424,PF13426.7,LOV,Domain,12,98,104,68.4,5.3E-19,1,CL0183,Eukaryota Viridiplantae
A0A126X2D0,282,378,275,379,PF13426.7,LOV,Domain,7,103,104,69.9,1.7E-19,1,CL0183,Eukaryota Viridiplantae
A0A126X2D0,559,653,550,654,PF13426.7,LOV,Domain,9,103,104,71.6,5.3E-20,1,CL0183,Eukaryota Viridiplantae
A0A126X2D0,739,1025,737,1025,PF00069.25,Pkinase,Domain,3,264,264,214.2,2.1E-63,1,CL0016,Eukaryota Viridiplantae
A0A126WXQ0,83,183,73,184,PF13426.7,LOV,Domain,8,99,104,59.5,3.1E-16,1,CL0183,Eukaryota Viridiplantae
A0A126WXQ0,224,262,223,269,PF00646.33,F-box,Domain,3,40,48,20.8,0.00025,1,CL0271,Eukaryota Viridiplantae
A0A126WXQ0,318,368,317,368,PF13418.6,Kelch_4,Repeat,2,49,49,38.9,6.5E-10,1,CL0186,Eukaryota Viridiplantae
A0A126WXQ0,383,430,382,430,PF13415.6,Kelch_3,Domain,4,49,49,43.3,3.1E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WXQ0,432,483,432,483,PF13415.6,Kelch_3,Domain,1,49,49,33.2,0.000000044,1,CL0186,Eukaryota Viridiplantae
A0A126WXQ0,542,589,541,589,PF07646.15,Kelch_2,Repeat,2,49,49,25.7,0.0000074,1,CL0186,Eukaryota Viridiplantae
A0A126X1F6,276,372,269,373,PF13426.7,LOV,Domain,7,103,104,66.6,1.9E-18,1,CL0183,Eukaryota Viridiplantae
A0A126X1F6,559,651,550,654,PF13426.7,LOV,Domain,9,101,104,70.1,1.6E-19,1,CL0183,Eukaryota Viridiplantae
A0A126X1F6,739,1025,737,1025,PF00069.25,Pkinase,Domain,3,264,264,206.8,3.8E-61,1,CL0016,Eukaryota Viridiplantae
A0A126WVD1,137,217,129,227,PF13426.7,LOV,Domain,7,87,104,56.5,2.8E-15,1,CL0183,Eukaryota Viridiplantae
A0A126WVM7,40,150,40,151,PF13426.7,LOV,Domain,1,99,104,59.6,2.9E-16,1,CL0183,Eukaryota Viridiplantae
A0A126WVM7,209,247,206,248,PF12937.7,F-box-like,Domain,8,47,48,32.8,0.000000047,1,CL0271,Eukaryota Viridiplantae
A0A126WVM7,297,347,296,347,PF13418.6,Kelch_4,Repeat,2,49,49,43.6,2.2E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WVM7,361,408,359,409,PF13415.6,Kelch_3,Domain,3,48,49,42,8E-11,1,CL0186,Eukaryota Viridiplantae
A0A126WVM7,454,505,454,505,PF07646.15,Kelch_2,Repeat,1,49,49,24.5,0.000018,1,CL0186,Eukaryota Viridiplantae
A0A126WVM7,521,568,519,568,PF07646.15,Kelch_2,Repeat,2,49,49,22.6,0.00007,1,CL0186,Eukaryota Viridiplantae
A0A126X1A6,35,142,33,144,PF13426.7,LOV,Domain,3,98,104,60.6,1.5E-16,1,CL0183,Eukaryota Viridiplantae
A0A126X1A6,193,239,192,240,PF00646.33,F-box,Domain,2,47,48,22.8,0.000059,1,CL0271,Eukaryota Viridiplantae
A0A126X1A6,291,333,291,340,PF13418.6,Kelch_4,Repeat,3,44,49,32,0.000000093,1,CL0186,Eukaryota Viridiplantae
A0A126X1A6,352,401,352,402,PF13415.6,Kelch_3,Domain,1,48,49,36.9,3.1E-09,1,CL0186,Eukaryota Viridiplantae
A0A126X1A6,447,496,447,497,PF07646.15,Kelch_2,Repeat,1,47,49,23,0.000054,1,CL0186,Eukaryota Viridiplantae
A0A126X1A6,512,557,512,565,PF13418.6,Kelch_4,Repeat,1,44,49,24.1,0.000027,1,CL0186,Eukaryota Viridiplantae
A0A126WX65,174,270,167,271,PF13426.7,LOV,Domain,7,103,104,70.3,1.3E-19,1,CL0183,Eukaryota Viridiplantae
A0A126WX65,452,544,443,547,PF13426.7,LOV,Domain,9,101,104,74.2,8.2E-21,1,CL0183,Eukaryota Viridiplantae
A0A126WX65,632,917,630,917,PF00069.25,Pkinase,Domain,3,264,264,199.5,6.4E-59,1,CL0016,Eukaryota Viridiplantae
A0A0N7DNC2,66,167,58,168,PF13426.7,LOV,Domain,7,99,104,60.6,1.4E-16,1,CL0183,Eukaryota Viridiplantae
A0A0N7DNC2,309,359,308,359,PF13418.6,Kelch_4,Repeat,2,49,49,42.1,6.1E-11,1,CL0186,Eukaryota Viridiplantae
A0A0N7DNC2,374,421,373,421,PF13415.6,Kelch_3,Domain,4,49,49,44.9,9.5E-12,1,CL0186,Eukaryota Viridiplantae
A0A0N7DNC2,423,474,423,474,PF13415.6,Kelch_3,Domain,1,49,49,33.7,0.000000031,1,CL0186,Eukaryota Viridiplantae
A0A0N7DNC2,528,575,527,575,PF07646.15,Kelch_2,Repeat,2,49,49,24.4,0.00002,1,CL0186,Eukaryota Viridiplantae
A0A126X3Q9,211,307,204,308,PF13426.7,LOV,Domain,7,103,104,66.9,1.5E-18,1,CL0183,Eukaryota Viridiplantae
A0A126X3Q9,505,597,496,600,PF13426.7,LOV,Domain,9,101,104,72.9,2.2E-20,1,CL0183,Eukaryota Viridiplantae
A0A126X3Q9,685,970,683,970,PF00069.25,Pkinase,Domain,3,264,264,208.3,1.3E-61,1,CL0016,Eukaryota Viridiplantae
A0A126X462,172,280,170,281,PF13426.7,LOV,Domain,3,99,104,51.1,1.3E-13,1,CL0183,Eukaryota Viridiplantae
A0A126X462,332,376,331,378,PF00646.33,F-box,Domain,3,46,48,23,0.000054,1,CL0271,Eukaryota Viridiplantae
A0A126X462,428,478,427,478,PF13418.6,Kelch_4,Repeat,2,49,49,37.2,2.2E-09,1,CL0186,Eukaryota Viridiplantae
A0A126X462,493,538,492,540,PF13415.6,Kelch_3,Domain,4,47,49,35.8,6.6E-09,1,CL0186,Eukaryota Viridiplantae
A0A126X462,585,624,585,630,PF07646.15,Kelch_2,Repeat,1,39,49,22,0.00011,1,CL0186,Eukaryota Viridiplantae
A0A126X462,643,695,643,696,PF13418.6,Kelch_4,Repeat,1,48,49,24.7,0.000017,1,CL0186,Eukaryota Viridiplantae
A0A126X0V3,43,152,43,154,PF13426.7,LOV,Domain,1,98,104,61.3,8.8E-17,1,CL0183,Eukaryota Viridiplantae
A0A126X0V3,214,251,207,252,PF12937.7,F-box-like,Domain,9,47,48,29.1,0.00000068,1,CL0271,Eukaryota Viridiplantae
A0A126X0V3,301,351,300,351,PF13418.6,Kelch_4,Repeat,2,49,49,42.5,4.9E-11,1,CL0186,Eukaryota Viridiplantae
A0A126X0V3,366,412,365,413,PF13415.6,Kelch_3,Domain,4,48,49,35.9,6.4E-09,1,CL0186,Eukaryota Viridiplantae
A0A126X0V3,523,575,523,576,PF13418.6,Kelch_4,Repeat,1,48,49,24.2,0.000025,1,CL0186,Eukaryota Viridiplantae
A0A059UK08,76,175,71,393,PF13426.7,TLOV,Domain,6,103,104,69.4,2.6E-19,1,CL0183,Eukaryota Viridiplantae
A0A059UK08,478,630,476,653,PF00069.25,Pkinase,Domain,3,152,264,124.8,3.9E-36,1,CL0016,Eukaryota Viridiplantae
A0A059UK08,685,790,676,790,PF00069.25,Pkinase,Domain,152,264,264,82.3,3.5E-23,1,CL0016,Eukaryota Viridiplantae
A0A126WZX0,67,168,58,169,PF13426.7,LOV,Domain,7,99,104,64,1.2E-17,1,CL0183,Eukaryota Viridiplantae
A0A126WZX0,221,260,220,266,PF00646.33,F-box,Domain,3,41,48,27.7,0.0000018,1,CL0271,Eukaryota Viridiplantae
A0A126WZX0,315,365,314,365,PF13418.6,Kelch_4,Repeat,2,49,49,39.2,5E-10,1,CL0186,Eukaryota Viridiplantae
