,seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
38,A0A1Q4GB28,293,360,292,360,PF00512.25,HisKA,Domain,2,67,67,43.9,1.8e-11,1,CL0025,Bacteria Bacteroidetes
39,A0A1Q4GB28,403,511,403,514,PF02518.26,HATPase_c,Domain,1,109,112,81.2,7.3e-23,1,CL0025,Bacteria Bacteroidetes
40,A0A1J1KQV7,54,146,38,146,PF13426.7,PAS_9,Domain,12,104,104,78.3,4.5e-22,1,CL0183,Bacteria Cyanobacteria
41,A0A1J1KQV7,188,269,186,273,PF08447.12,PAS_3,Domain,3,85,89,38.0,1.5e-09,1,CL0183,Bacteria Cyanobacteria
42,A0A1J1KQV7,315,405,314,406,PF08447.12,PAS_3,Domain,2,88,89,45.5,7.1e-12,1,CL0183,Bacteria Cyanobacteria
43,A0A1J1KQV7,434,535,430,536,PF08448.10,PAS_4,Domain,7,109,110,36.9,3.4e-09,1,CL0183,Bacteria Cyanobacteria
44,A0A1J1KQV7,594,693,591,693,PF13426.7,PAS_9,Domain,4,104,104,26.0,8.6e-06,1,CL0183,Bacteria Cyanobacteria
45,A0A1J1KQV7,716,819,716,819,PF13426.7,PAS_9,Domain,1,104,104,53.3,2.6e-14,1,CL0183,Bacteria Cyanobacteria
46,A0A1J1KQV7,826,894,826,894,PF00512.25,HisKA,Domain,1,67,67,69.3,2.2e-19,1,CL0025,Bacteria Cyanobacteria
47,A0A1J1KQV7,941,1070,938,1071,PF02518.26,HATPase_c,Domain,4,111,112,93.5,1.2e-26,1,CL0025,Bacteria Cyanobacteria
48,A0A1S2DBW6,22,162,21,165,PF13185.6,GAF_2,Domain,2,135,138,32.0,1.3e-07,1,CL0161,Bacteria Proteobacteria
49,A0A1S2DBW6,184,292,184,292,PF08448.10,PAS_4,Domain,1,110,110,54.9,8.9e-15,1,CL0183,Bacteria Proteobacteria
50,A0A1S2DBW6,309,414,308,414,PF13426.7,PAS_9,Domain,2,104,104,83.3,1.2e-23,1,CL0183,Bacteria Proteobacteria
51,A0A1S2DBW6,426,583,426,583,PF00990.21,GGDEF,Domain,1,161,161,154.9,1.4e-45,1,CL0276,Bacteria Proteobacteria
52,A0A1S2DBW6,604,838,602,838,PF00563.20,EAL,Domain,3,238,238,247.6,1.2e-73,1,CL0276,Bacteria Proteobacteria
53,A0A1F2JSC6,35,139,34,139,PF13426.7,PAS_9,Domain,3,104,104,83.2,1.3e-23,1,CL0183,Bacteria Bacteroidetes
54,A0A1F2JSC6,184,285,180,285,PF13426.7,PAS_9,Domain,5,104,104,19.3,0.001,1,CL0183,Bacteria Bacteroidetes
55,A0A1F2JSC6,293,360,292,360,PF00512.25,HisKA,Domain,2,67,67,44.8,9.6e-12,1,CL0025,Bacteria Bacteroidetes
56,A0A1F2JSC6,403,512,403,514,PF02518.26,HATPase_c,Domain,1,110,112,81.9,4.4e-23,1,CL0025,Bacteria Bacteroidetes
57,A0A1Z4M4D2,175,270,161,270,PF13426.7,PAS_9,Domain,9,104,104,74.9,5.1e-21,1,CL0183,Bacteria Cyanobacteria
58,A0A1Z4M4D2,308,393,306,393,PF08447.12,PAS_3,Domain,3,89,89,71.2,6.7e-20,1,CL0183,Bacteria Cyanobacteria
59,A0A1Z4M4D2,456,567,456,567,PF08448.10,PAS_4,Domain,1,110,110,51.8,8e-14,1,CL0183,Bacteria Cyanobacteria
60,A0A1Z4M4D2,583,691,583,692,PF08448.10,PAS_4,Domain,1,109,110,63.7,1.6e-17,1,CL0183,Bacteria Cyanobacteria
61,A0A1Z4M4D2,709,808,708,809,PF13426.7,PAS_9,Domain,2,103,104,43.0,4.4e-11,1,CL0183,Bacteria Cyanobacteria
62,A0A1Z4M4D2,829,933,828,933,PF13426.7,PAS_9,Domain,2,104,104,74.9,5.2e-21,1,CL0183,Bacteria Cyanobacteria
63,A0A1Z4M4D2,971,1056,970,1057,PF08447.12,PAS_3,Domain,2,88,89,73.6,1.2e-20,1,CL0183,Bacteria Cyanobacteria
64,A0A1Z4M4D2,1084,1151,1083,1151,PF00512.25,HisKA,Domain,2,67,67,45.7,4.8e-12,1,CL0025,Bacteria Cyanobacteria
65,A0A1Z4M4D2,1196,1304,1195,1305,PF02518.26,HATPase_c,Domain,2,111,112,79.7,2.1e-22,1,CL0025,Bacteria Cyanobacteria
66,A0A1Z8A6E5,226,321,215,321,PF13426.7,PAS_9,Domain,9,104,104,71.6,5.3e-20,1,CL0183,Bacteria Proteobacteria
67,A0A1G6L8B1,12,63,10,83,PF13188.7,PAS_8,Domain,3,52,67,32.2,7.4e-08,1,CL0183,Archaea Euryarchaeota
68,A0A1G6L8B1,145,248,142,248,PF13426.7,PAS_9,Domain,4,104,104,80.7,7.6e-23,1,CL0183,Archaea Euryarchaeota
69,A0A1G6L8B1,263,373,263,374,PF08448.10,PAS_4,Domain,1,109,110,35.3,1.1e-08,1,CL0183,Archaea Euryarchaeota
70,A0A1G6L8B1,380,433,380,450,PF13188.7,PAS_8,Domain,1,54,67,21.3,0.00019,1,CL0183,Archaea Euryarchaeota
71,A0A1G6L8B1,510,565,506,567,PF00512.25,HisKA,Domain,5,62,67,30.6,2.6e-07,1,CL0025,Archaea Euryarchaeota
72,A0A1G6L8B1,616,719,613,720,PF02518.26,HATPase_c,Domain,5,111,112,66.7,2.4e-18,1,CL0025,Archaea Euryarchaeota
73,A0A1H0AUV5,24,156,20,156,PF01590.26,GAF,Domain,5,133,133,31.0,3.3e-07,1,CL0161,Archaea Euryarchaeota
74,A0A1H0AUV5,187,292,183,292,PF08448.10,PAS_4,Domain,5,110,110,54.0,1.6e-14,1,CL0183,Archaea Euryarchaeota
75,A0A1H0AUV5,319,414,309,414,PF13426.7,PAS_9,Domain,9,104,104,78.9,2.8e-22,1,CL0183,Archaea Euryarchaeota
76,A0A1H0AUV5,528,627,525,630,PF02518.26,HATPase_c,Domain,5,109,112,46.3,5e-12,1,CL0025,Archaea Euryarchaeota
77,A0A1Y3D1Z7,21,164,20,166,PF13185.6,GAF_2,Domain,2,136,138,47.1,2.7e-12,1,CL0161,Bacteria Proteobacteria
78,A0A1Y3D1Z7,189,293,185,293,PF08448.10,PAS_4,Domain,5,110,110,37.4,2.4e-09,1,CL0183,Bacteria Proteobacteria
79,A0A1Y3D1Z7,309,414,309,414,PF13426.7,PAS_9,Domain,1,104,104,85.4,2.7e-24,1,CL0183,Bacteria Proteobacteria
80,A0A1Y3D1Z7,427,582,426,583,PF00990.21,GGDEF,Domain,2,160,161,130.2,5.6e-38,1,CL0276,Bacteria Proteobacteria
81,A0A1Y3D1Z7,605,839,603,839,PF00563.20,EAL,Domain,3,238,238,259.9,2.1e-77,1,CL0276,Bacteria Proteobacteria
82,A0A1H7K226,483,564,477,575,PF13426.7,PAS_9,Domain,9,89,104,10.4,0.6,1,CL0183,Bacteria Proteobacteria
83,A0A1H7K226,755,860,755,863,PF08448.10,PAS_4,Domain,1,107,110,56.2,3.5e-15,1,CL0183,Bacteria Proteobacteria
84,A0A1H7K226,880,984,879,985,PF13426.7,PAS_9,Domain,2,103,104,71.1,7.6e-20,1,CL0183,Bacteria Proteobacteria
85,A0A1H7K226,997,1155,997,1155,PF00990.21,GGDEF,Domain,1,161,161,174.6,1.3e-51,1,CL0276,Bacteria Proteobacteria
86,A0A1H7K226,1175,1410,1174,1410,PF00563.20,EAL,Domain,2,238,238,241.4,9e-72,1,CL0276,Bacteria Proteobacteria
87,A0A1H7K226,1441,1550,1440,1551,PF00072.24,Response_reg,Domain,2,111,112,76.9,1.2e-21,1,CL0304,Bacteria Proteobacteria
88,A0A1H5X8A6,4,116,4,117,PF00072.24,Response_reg,Domain,1,111,112,74.7,6.1e-21,1,CL0304,Bacteria Proteobacteria
89,A0A1H5X8A6,192,336,191,336,PF13185.6,GAF_2,Domain,2,138,138,61.4,1.1e-16,1,CL0161,Bacteria Proteobacteria
90,A0A1H5X8A6,364,468,362,468,PF13426.7,PAS_9,Domain,3,104,104,67.2,1.2e-18,1,CL0183,Bacteria Proteobacteria
91,A0A1H5X8A6,482,636,480,637,PF00990.21,GGDEF,Domain,3,160,161,157.9,1.8e-46,1,CL0276,Bacteria Proteobacteria
92,A0A1H5X8A6,657,891,656,891,PF00563.20,EAL,Domain,2,238,238,239.7,3e-71,1,CL0276,Bacteria Proteobacteria
93,A0A1J1LSJ5,58,139,50,146,PF13426.7,PAS_9,Domain,9,92,104,15.3,0.017,1,CL0183,Bacteria Cyanobacteria
94,A0A1J1LSJ5,168,269,164,270,PF00989.25,PAS,Domain,11,112,113,42.0,7.9e-11,1,CL0183,Bacteria Cyanobacteria
95,A0A1J1LSJ5,309,462,309,462,PF01590.26,GAF,Domain,1,133,133,44.6,2.1e-11,1,CL0161,Bacteria Cyanobacteria
96,A0A1J1LSJ5,483,588,482,588,PF13426.7,PAS_9,Domain,2,104,104,83.7,9.2e-24,1,CL0183,Bacteria Cyanobacteria
97,A0A1J1LSJ5,622,760,621,761,PF13185.6,GAF_2,Domain,2,137,138,37.6,2.4e-09,1,CL0161,Bacteria Cyanobacteria
98,A0A1J1LSJ5,793,893,791,893,PF13426.7,PAS_9,Domain,3,104,104,33.1,5.1e-08,1,CL0183,Bacteria Cyanobacteria
99,A0A1J1LSJ5,905,1077,905,1078,PF00990.21,GGDEF,Domain,1,160,161,149.1,8.9e-44,1,CL0276,Bacteria Cyanobacteria
100,A0A1J1LSJ5,1147,1222,1140,1238,PF00563.20,EAL,Domain,10,84,238,80.1,1.7e-22,1,CL0276,Bacteria Cyanobacteria
101,A0A1J1LSJ5,1223,1407,1217,1407,PF00563.20,EAL,Domain,63,238,238,142.9,1.2e-41,1,CL0276,Bacteria Cyanobacteria
102,A0A1G8FTU8,11,120,10,123,PF00072.24,Response_reg,Domain,2,109,112,53.9,1.7e-14,1,CL0304,Bacteria Proteobacteria
103,A0A1G8FTU8,141,190,141,209,PF13188.7,PAS_8,Domain,1,47,67,34.5,1.4e-08,1,CL0183,Bacteria Proteobacteria
104,A0A1G8FTU8,269,323,267,335,PF13188.7,PAS_8,Domain,3,57,67,24.1,2.6e-05,1,CL0183,Bacteria Proteobacteria
105,A0A1G8FTU8,389,485,380,485,PF13426.7,PAS_9,Domain,8,104,104,71.2,7.2e-20,1,CL0183,Bacteria Proteobacteria
106,A0A1G8FTU8,497,654,497,654,PF00990.21,GGDEF,Domain,1,161,161,165.1,1.1e-48,1,CL0276,Bacteria Proteobacteria
107,A0A1G8FTU8,674,909,673,909,PF00563.20,EAL,Domain,2,238,238,254.1,1.2e-75,1,CL0276,Bacteria Proteobacteria
108,A0A1G8FTU8,943,1052,942,1053,PF00072.24,Response_reg,Domain,2,111,112,72.8,2.3e-20,1,CL0304,Bacteria Proteobacteria
109,A0A1H6W0S7,15,117,13,117,PF13426.7,PAS_9,Domain,3,104,104,32.8,6.3e-08,1,CL0183,Archaea Euryarchaeota
110,A0A1H6W0S7,146,242,136,242,PF13426.7,PAS_9,Domain,8,104,104,64.0,1.2e-17,1,CL0183,Archaea Euryarchaeota
111,A0A1H6W0S7,264,393,263,394,PF13185.6,GAF_2,Domain,2,137,138,37.7,2.3e-09,1,CL0161,Archaea Euryarchaeota
112,A0A1H6W0S7,407,507,406,507,PF08448.10,PAS_4,Domain,2,110,110,45.1,9.5e-12,1,CL0183,Archaea Euryarchaeota
113,A0A1H6W0S7,523,632,523,632,PF08448.10,PAS_4,Domain,1,110,110,58.9,5e-16,1,CL0183,Archaea Euryarchaeota
114,A0A1H6W0S7,808,908,807,908,PF08448.10,PAS_4,Domain,2,110,110,47.8,1.4e-12,1,CL0183,Archaea Euryarchaeota
115,A0A1H6W0S7,920,986,919,987,PF00512.25,HisKA,Domain,2,66,67,34.8,1.2e-08,1,CL0025,Archaea Euryarchaeota
116,A0A1H6W0S7,1029,1132,1028,1134,PF02518.26,HATPase_c,Domain,2,109,112,83.8,1.2e-23,1,CL0025,Archaea Euryarchaeota
117,A0A1H3HFD7,38,156,26,157,PF13185.6,GAF_2,Domain,14,137,138,40.6,2.8e-10,1,CL0161,Archaea Euryarchaeota
118,A0A1H3HFD7,181,280,180,280,PF13426.7,PAS_9,Domain,2,104,104,41.1,1.6e-10,1,CL0183,Archaea Euryarchaeota
119,A0A1H3HFD7,300,398,299,398,PF13426.7,PAS_9,Domain,2,104,104,27.3,3.2e-06,1,CL0183,Archaea Euryarchaeota
120,A0A1H3HFD7,423,529,417,529,PF08448.10,PAS_4,Domain,7,110,110,39.3,6.2e-10,1,CL0183,Archaea Euryarchaeota
121,A0A1H3HFD7,546,642,545,643,PF13426.7,PAS_9,Domain,2,103,104,25.9,9.1e-06,1,CL0183,Archaea Euryarchaeota
122,A0A1H3HFD7,663,767,662,768,PF13426.7,PAS_9,Domain,2,103,104,77.1,1.1e-21,1,CL0183,Archaea Euryarchaeota
123,A0A1H3HFD7,804,880,803,886,PF08447.12,PAS_3,Domain,2,82,89,32.9,5.8e-08,1,CL0183,Archaea Euryarchaeota
124,A0A1H3HFD7,910,1021,909,1021,PF08448.10,PAS_4,Domain,2,110,110,50.7,1.8e-13,1,CL0183,Archaea Euryarchaeota
125,A0A1H3HFD7,1047,1123,1046,1125,PF08447.12,PAS_3,Domain,2,79,89,49.4,4.3e-13,1,CL0183,Archaea Euryarchaeota
126,A0A1H3HFD7,1156,1260,1149,1261,PF08448.10,PAS_4,Domain,8,109,110,23.7,4.4e-05,1,CL0183,Archaea Euryarchaeota
127,A0A1H3HFD7,1374,1476,1371,1478,PF02518.26,HATPase_c,Domain,4,110,112,51.8,1e-13,1,CL0025,Archaea Euryarchaeota
128,A0A1F2ZV65,23,163,17,163,PF13185.6,GAF_2,Domain,7,138,138,41.7,1.3e-10,1,CL0161,Bacteria Proteobacteria
129,A0A1F2ZV65,186,287,183,290,PF08448.10,PAS_4,Domain,5,107,110,30.4,3.7e-07,1,CL0183,Bacteria Proteobacteria
130,A0A1F2ZV65,306,411,306,411,PF13426.7,PAS_9,Domain,1,104,104,64.0,1.2e-17,1,CL0183,Bacteria Proteobacteria
131,A0A1F2ZV65,424,576,423,576,PF00990.21,GGDEF,Domain,2,161,161,116.0,1.3e-33,1,CL0276,Bacteria Proteobacteria
132,A0A1F2ZV65,598,832,596,832,PF00563.20,EAL,Domain,3,238,238,230.5,2e-68,1,CL0276,Bacteria Proteobacteria
133,A0A212BMM0,520,587,518,595,PF08447.12,PAS_3,Domain,3,72,89,37.5,2.1e-09,1,CL0183,Bacteria Proteobacteria
134,A0A212BMM0,627,771,626,771,PF13185.6,GAF_2,Domain,2,138,138,52.8,5.1e-14,1,CL0161,Bacteria Proteobacteria
135,A0A212BMM0,794,898,792,898,PF08448.10,PAS_4,Domain,5,110,110,51.3,1.2e-13,1,CL0183,Bacteria Proteobacteria
136,A0A212BMM0,934,1060,932,1060,PF01590.26,GAF,Domain,3,133,133,26.6,7.6e-06,1,CL0161,Bacteria Proteobacteria
137,A0A212BMM0,1088,1182,1087,1183,PF08448.10,PAS_4,Domain,2,109,110,34.9,1.4e-08,1,CL0183,Bacteria Proteobacteria
138,A0A212BMM0,1208,1305,1200,1305,PF13426.7,PAS_9,Domain,7,104,104,77.7,6.7e-22,1,CL0183,Bacteria Proteobacteria
139,A0A212BMM0,1317,1473,1317,1474,PF00990.21,GGDEF,Domain,1,160,161,170.3,2.6e-50,1,CL0276,Bacteria Proteobacteria
140,A0A212BMM0,1494,1729,1493,1729,PF00563.20,EAL,Domain,2,238,238,246.7,2.3e-73,1,CL0276,Bacteria Proteobacteria
141,A0A212BMM0,1763,1872,1762,1873,PF00072.24,Response_reg,Domain,2,111,112,75.3,4e-21,1,CL0304,Bacteria Proteobacteria
142,A0A1N7MT77,18,68,17,125,PF13426.7,PAS_9,Domain,2,54,104,14.4,0.035,1,CL0183,Bacteria Proteobacteria
143,A0A1N7MT77,159,263,157,263,PF13426.7,PAS_9,Domain,3,104,104,75.7,2.9e-21,1,CL0183,Bacteria Proteobacteria
144,A0A1N7MT77,298,404,296,404,PF08448.10,PAS_4,Domain,3,110,110,34.8,1.6e-08,1,CL0183,Bacteria Proteobacteria
145,A0A1N7MT77,579,736,579,736,PF00990.21,GGDEF,Domain,1,161,161,166.2,5e-49,1,CL0276,Bacteria Proteobacteria
146,A0A1J1K1T2,80,164,78,167,PF08447.12,PAS_3,Domain,3,86,89,47.4,1.8e-12,1,CL0183,Bacteria Cyanobacteria
147,A0A1J1K1T2,202,338,202,341,PF01590.26,GAF,Domain,1,130,133,41.2,2.3e-10,1,CL0161,Bacteria Cyanobacteria
148,A0A1J1K1T2,372,444,370,449,PF08447.12,PAS_3,Domain,3,78,89,49.4,4.2e-13,1,CL0183,Bacteria Cyanobacteria
149,A0A1J1K1T2,492,588,491,588,PF08447.12,PAS_3,Domain,2,89,89,60.5,1.5e-16,1,CL0183,Bacteria Cyanobacteria
150,A0A1J1K1T2,845,929,844,930,PF08447.12,PAS_3,Domain,2,88,89,65.3,4.6e-18,1,CL0183,Bacteria Cyanobacteria
151,A0A1J1K1T2,957,1059,954,1060,PF08448.10,PAS_4,Domain,4,109,110,27.9,2.1e-06,1,CL0183,Bacteria Cyanobacteria
152,A0A1J1K1T2,1093,1184,1093,1185,PF08447.12,PAS_3,Domain,1,88,89,54.9,7.9e-15,1,CL0183,Bacteria Cyanobacteria
153,A0A1J1K1T2,1210,1315,1209,1315,PF13426.7,PAS_9,Domain,2,104,104,76.5,1.6e-21,1,CL0183,Bacteria Cyanobacteria
154,A0A1J1K1T2,1345,1486,1345,1486,PF01590.26,GAF,Domain,1,133,133,65.8,6e-18,1,CL0161,Bacteria Cyanobacteria
155,A0A1J1K1T2,1539,1624,1538,1625,PF08447.12,PAS_3,Domain,2,88,89,65.1,5.3e-18,1,CL0183,Bacteria Cyanobacteria
156,A0A1J1K1T2,1659,1750,1654,1750,PF13426.7,PAS_9,Domain,6,104,104,17.2,0.0044,1,CL0183,Bacteria Cyanobacteria
157,A0A1J1K1T2,1770,1881,1769,1882,PF08448.10,PAS_4,Domain,2,109,110,26.9,4.4e-06,1,CL0183,Bacteria Cyanobacteria
158,A0A1J1K1T2,1900,1975,1900,1975,PF07568.12,HisKA_2,Domain,1,76,76,95.4,1.6e-27,1,CL0025,Bacteria Cyanobacteria
159,A0A1J1K1T2,2004,2091,1999,2094,PF02518.26,HATPase_c,Domain,9,109,112,27.3,3.9e-06,1,CL0025,Bacteria Cyanobacteria
160,A0A1D2RVF4,8,119,8,123,PF00072.24,Response_reg,Domain,1,108,112,49.4,4.3e-13,1,CL0304,Bacteria Proteobacteria
161,A0A1D2RVF4,141,249,140,249,PF00989.25,PAS,Domain,2,113,113,34.9,1.3e-08,1,CL0183,Bacteria Proteobacteria
162,A0A1D2RVF4,271,376,270,376,PF13426.7,PAS_9,Domain,2,104,104,80.8,7.5e-23,1,CL0183,Bacteria Proteobacteria
163,A0A1D2RVF4,388,540,388,541,PF00990.21,GGDEF,Domain,1,160,161,112.0,2.3e-32,1,CL0276,Bacteria Proteobacteria
164,A0A1D2RVF4,562,796,561,796,PF00563.20,EAL,Domain,3,238,238,251.1,9.7e-75,1,CL0276,Bacteria Proteobacteria
165,A0A1J5H6D1,39,154,36,155,PF13426.7,PAS_9,Domain,4,103,104,55.0,7.8e-15,1,CL0183,Bacteria Cyanobacteria
166,A0A1J5H6D1,193,277,192,278,PF08447.12,PAS_3,Domain,2,88,89,52.0,6.4e-14,1,CL0183,Bacteria Cyanobacteria
167,A0A1J5H6D1,303,408,302,408,PF13426.7,PAS_9,Domain,2,104,104,78.4,4e-22,1,CL0183,Bacteria Cyanobacteria
168,A0A1J5H6D1,438,582,438,582,PF01590.26,GAF,Domain,1,133,133,37.4,3.5e-09,1,CL0161,Bacteria Cyanobacteria
169,A0A1J5H6D1,619,683,618,683,PF00512.25,HisKA,Domain,2,67,67,68.1,5.1e-19,1,CL0025,Bacteria Cyanobacteria
170,A0A1J5H6D1,731,856,730,861,PF02518.26,HATPase_c,Domain,2,108,112,107.5,5e-31,1,CL0025,Bacteria Cyanobacteria
171,A0A1J5H6D1,897,1011,897,1013,PF00072.24,Response_reg,Domain,1,110,112,82.1,3e-23,1,CL0304,Bacteria Cyanobacteria
172,A0A1J5H6D1,1054,1135,1054,1137,PF01627.23,Hpt,Family,1,83,85,40.2,3e-10,1,No_clan,Bacteria Cyanobacteria
173,A0A1M8VDH0,5,101,4,113,PF00989.25,PAS,Domain,2,99,113,48.4,8.2e-13,1,CL0183,Bacteria Actinobacteria
174,A0A1M8VDH0,142,246,141,247,PF13426.7,PAS_9,Domain,2,103,104,74.9,4.9e-21,1,CL0183,Bacteria Actinobacteria
175,A0A1M8VDH0,302,485,302,486,PF07228.12,SpoIIE,Family,1,192,193,96.2,2.3e-27,1,CL0238,Bacteria Actinobacteria
176,A0A1G7H4D1,18,105,14,116,PF00072.24,Response_reg,Domain,14,102,112,46.8,2.9e-12,1,CL0304,Archaea Euryarchaeota
177,A0A1G7H4D1,152,256,150,256,PF13426.7,PAS_9,Domain,3,104,104,73.2,1.7e-20,1,CL0183,Archaea Euryarchaeota
178,A0A1G7H4D1,301,435,299,436,PF13185.6,GAF_2,Domain,3,137,138,36.0,7.4e-09,1,CL0161,Archaea Euryarchaeota
179,A0A1G7H4D1,447,600,447,600,PF15915.5,BAT,Domain,1,156,156,127.0,5.7e-37,1,No_clan,Archaea Euryarchaeota
180,A0A1G7H4D1,606,658,606,658,PF04967.12,HTH_10,Domain,1,53,53,73.5,8.3e-21,1,CL0123,Archaea Euryarchaeota
181,A0A1J0VHQ4,28,165,21,166,PF13185.6,GAF_2,Domain,8,137,138,46.9,3.3e-12,1,CL0161,Bacteria Proteobacteria
182,A0A1J0VHQ4,185,293,185,293,PF08448.10,PAS_4,Domain,1,110,110,53.1,3.3e-14,1,CL0183,Bacteria Proteobacteria
