,seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
15,A0A0W1R5N1,612,663,612,664,PF04967.12,HTH_10,Domain,1,52,53,61.0,6.7e-17,1,CL0123,Archaea Euryarchaeota
16,A0A1C0VQ40,18,66,15,67,PF00571.28,CBS,Domain,3,56,57,18.6,0.0018,1,No_clan,Bacteria Cyanobacteria
17,A0A1C0VQ40,77,133,76,134,PF00571.28,CBS,Domain,2,56,57,21.5,0.00024,1,No_clan,Bacteria Cyanobacteria
18,A0A1C0VQ40,169,266,156,266,PF13426.7,PAS_9,Domain,11,104,104,68.9,3.6e-19,1,CL0183,Bacteria Cyanobacteria
19,A0A1C0VQ40,304,388,302,388,PF08447.12,PAS_3,Domain,3,88,89,61.5,6.9e-17,1,CL0183,Bacteria Cyanobacteria
20,A0A1C0VQ40,423,523,415,523,PF13426.7,PAS_9,Domain,7,104,104,33.3,4.5e-08,1,CL0183,Bacteria Cyanobacteria
21,A0A1C0VQ40,582,693,581,694,PF08448.10,PAS_4,Domain,2,109,110,62.9,2.9e-17,1,CL0183,Bacteria Cyanobacteria
22,A0A1C0VQ40,728,813,726,813,PF08447.12,PAS_3,Domain,3,89,89,45.6,6.3e-12,1,CL0183,Bacteria Cyanobacteria
23,A0A1C0VQ40,837,948,837,948,PF08448.10,PAS_4,Domain,1,110,110,51.3,1.2e-13,1,CL0183,Bacteria Cyanobacteria
24,A0A1C0VQ40,964,1072,964,1073,PF08448.10,PAS_4,Domain,1,109,110,64.3,1e-17,1,CL0183,Bacteria Cyanobacteria
25,A0A1C0VQ40,1081,1188,1079,1188,PF00989.25,PAS,Domain,3,113,113,33.7,2.8e-08,1,CL0183,Bacteria Cyanobacteria
26,A0A1C0VQ40,1210,1315,1209,1315,PF13426.7,PAS_9,Domain,2,104,104,68.4,5.3e-19,1,CL0183,Bacteria Cyanobacteria
27,A0A1C0VQ40,1353,1438,1352,1439,PF08447.12,PAS_3,Domain,2,88,89,95.0,2.5e-27,1,CL0183,Bacteria Cyanobacteria
28,A0A1C0VQ40,1466,1533,1465,1533,PF00512.25,HisKA,Domain,2,67,67,47.5,1.4e-12,1,CL0025,Bacteria Cyanobacteria
29,A0A1C0VQ40,1579,1687,1578,1688,PF02518.26,HATPase_c,Domain,2,111,112,95.2,3.4e-27,1,CL0025,Bacteria Cyanobacteria
30,A0A0M4SNU1,343,427,342,428,PF08447.12,PAS_3,Domain,2,88,89,59.5,3e-16,1,CL0183,Bacteria Cyanobacteria
31,A0A0M4SNU1,454,558,452,558,PF13426.7,PAS_9,Domain,3,104,104,68.8,3.9e-19,1,CL0183,Bacteria Cyanobacteria
32,A0A0M4SNU1,578,680,578,680,PF13426.7,PAS_9,Domain,2,104,104,51.1,1.3e-13,1,CL0183,Bacteria Cyanobacteria
33,A0A0M4SNU1,713,853,710,853,PF01590.26,GAF,Domain,4,133,133,48.8,1e-12,1,CL0161,Bacteria Cyanobacteria
34,A0A0M4SNU1,889,954,889,954,PF00512.25,HisKA,Domain,1,67,67,73.5,1e-20,1,CL0025,Bacteria Cyanobacteria
35,A0A0M4SNU1,1001,1138,1001,1142,PF02518.26,HATPase_c,Domain,1,108,112,89.0,2.8e-25,1,CL0025,Bacteria Cyanobacteria
36,A0A0M4SNU1,1164,1274,1163,1276,PF00072.24,Response_reg,Domain,2,110,112,59.4,3.3e-16,1,CL0304,Bacteria Cyanobacteria
37,A0A0M4SNU1,1308,1420,1308,1421,PF00072.24,Response_reg,Domain,1,111,112,88.1,4.1e-25,1,CL0304,Bacteria Cyanobacteria
38,A0A0M4SNU1,1475,1557,1475,1558,PF01627.23,Hpt,Family,1,84,85,46.9,2.5e-12,1,No_clan,Bacteria Cyanobacteria
39,A0A0J0Y9D2,30,133,28,134,PF13426.7,PAS_9,Domain,3,103,104,81.4,4.9e-23,1,CL0183,Bacteria Bacteroidetes
40,A0A0J0Y9D2,166,278,165,278,PF00989.25,PAS,Domain,2,113,113,26.9,3.8e-06,1,CL0183,Bacteria Bacteroidetes
41,A0A0J0Y9D2,288,355,287,355,PF00512.25,HisKA,Domain,2,67,67,49.7,2.7e-13,1,CL0025,Bacteria Bacteroidetes
42,A0A0J0Y9D2,398,507,398,509,PF02518.26,HATPase_c,Domain,1,110,112,94.9,4.2e-27,1,CL0025,Bacteria Bacteroidetes
43,A0A162B8T1,41,124,40,146,PF13675.6,PilJ,Domain,4,84,114,32.3,7.9e-08,1,No_clan,Bacteria Proteobacteria
44,A0A162B8T1,224,276,224,291,PF13188.7,PAS_8,Domain,1,52,67,33.7,2.7e-08,1,CL0183,Bacteria Proteobacteria
45,A0A162B8T1,343,449,342,450,PF08448.10,PAS_4,Domain,2,109,110,42.1,8.6e-11,1,CL0183,Bacteria Proteobacteria
46,A0A162B8T1,467,572,466,572,PF13426.7,PAS_9,Domain,2,104,104,71.7,5e-20,1,CL0183,Bacteria Proteobacteria
47,A0A162B8T1,598,699,593,699,PF13426.7,PAS_9,Domain,6,104,104,49.6,3.7e-13,1,CL0183,Bacteria Proteobacteria
48,A0A162B8T1,717,779,715,780,PF00512.25,HisKA,Domain,3,65,67,36.4,3.9e-09,1,CL0025,Bacteria Proteobacteria
49,A0A162B8T1,823,944,822,945,PF02518.26,HATPase_c,Domain,2,111,112,64.3,1.3e-17,1,CL0025,Bacteria Proteobacteria
50,A0A162B8T1,971,1078,971,1080,PF00072.24,Response_reg,Domain,1,110,112,55.5,5.7e-15,1,CL0304,Bacteria Proteobacteria
51,A0A0U5MKD5,373,467,361,467,PF13426.7,PAS_9,Domain,10,104,104,65.0,5.9e-18,1,CL0183,Bacteria Proteobacteria
52,A0A0U5MKD5,602,708,598,709,PF02518.26,HATPase_c,Domain,6,111,112,67.1,1.7e-18,1,CL0025,Bacteria Proteobacteria
53,A0A177SXL9,77,124,77,141,PF13188.7,PAS_8,Domain,1,46,67,36.1,4.7e-09,1,CL0183,Eukaryota Fungi
54,A0A177SXL9,262,358,253,358,PF13426.7,PAS_9,Domain,8,104,104,78.7,3.3e-22,1,CL0183,Eukaryota Fungi
55,A0A0T5PJY3,510,580,508,590,PF08447.12,PAS_3,Domain,3,75,89,41.0,1.7e-10,1,CL0183,Bacteria Proteobacteria
56,A0A0T5PJY3,617,759,616,759,PF13185.6,GAF_2,Domain,2,138,138,41.7,1.3e-10,1,CL0161,Bacteria Proteobacteria
57,A0A0T5PJY3,783,884,781,886,PF08448.10,PAS_4,Domain,6,108,110,46.6,3.4e-12,1,CL0183,Bacteria Proteobacteria
58,A0A0T5PJY3,911,1008,902,1008,PF13426.7,PAS_9,Domain,7,104,104,75.2,4e-21,1,CL0183,Bacteria Proteobacteria
59,A0A0T5PJY3,1020,1177,1020,1177,PF00990.21,GGDEF,Domain,1,161,161,164.9,1.2e-48,1,CL0276,Bacteria Proteobacteria
60,A0A0T5PJY3,1197,1432,1196,1432,PF00563.20,EAL,Domain,2,238,238,254.6,8.3e-76,1,CL0276,Bacteria Proteobacteria
61,A0A0T5PJY3,1460,1569,1459,1570,PF00072.24,Response_reg,Domain,2,111,112,74.5,7.1e-21,1,CL0304,Bacteria Proteobacteria
62,A0A0F9KE11,20,124,19,124,PF13426.7,PAS_9,Domain,2,104,104,42.6,5.7e-11,1,CL0183,unclassified sequences metagenomes
63,A0A0F9KE11,153,249,143,249,PF13426.7,PAS_9,Domain,8,104,104,86.6,1.2e-24,1,CL0183,unclassified sequences metagenomes
64,A0A0F9KE11,271,371,269,371,PF13426.7,PAS_9,Domain,3,104,104,26.0,8.3e-06,1,CL0183,unclassified sequences metagenomes
65,A0A0F9KE11,404,471,403,471,PF00512.25,HisKA,Domain,2,67,67,46.7,2.5e-12,1,CL0025,unclassified sequences metagenomes
66,A0A0F9KE11,517,625,516,626,PF02518.26,HATPase_c,Domain,2,111,112,83.6,1.4e-23,1,CL0025,unclassified sequences metagenomes
67,A0A177U2T4,11,118,10,124,PF00072.24,Response_reg,Domain,2,106,112,47.6,1.6e-12,1,CL0304,Eukaryota Fungi
68,A0A177U2T4,141,188,141,204,PF13188.7,PAS_8,Domain,1,46,67,34.2,1.8e-08,1,CL0183,Eukaryota Fungi
69,A0A177U2T4,276,342,274,362,PF08448.10,PAS_4,Domain,6,74,110,23.9,3.7e-05,1,CL0183,Eukaryota Fungi
70,A0A177U2T4,387,483,378,483,PF13426.7,PAS_9,Domain,8,104,104,76.6,1.5e-21,1,CL0183,Eukaryota Fungi
71,A0A177U2T4,495,652,495,652,PF00990.21,GGDEF,Domain,1,161,161,170.6,2.1e-50,1,CL0276,Eukaryota Fungi
72,A0A177U2T4,672,906,671,906,PF00563.20,EAL,Domain,2,238,238,258.0,8e-77,1,CL0276,Eukaryota Fungi
73,A0A177U2T4,937,1046,936,1047,PF00072.24,Response_reg,Domain,2,111,112,78.0,5.6e-22,1,CL0304,Eukaryota Fungi
74,A0A178FYQ9,21,166,20,166,PF13185.6,GAF_2,Domain,2,138,138,36.7,4.6e-09,1,CL0161,Bacteria Proteobacteria
75,A0A178FYQ9,189,293,185,293,PF08448.10,PAS_4,Domain,5,110,110,34.8,1.6e-08,1,CL0183,Bacteria Proteobacteria
76,A0A178FYQ9,309,414,309,414,PF13426.7,PAS_9,Domain,1,104,104,83.5,1e-23,1,CL0183,Bacteria Proteobacteria
77,A0A178FYQ9,427,582,426,583,PF00990.21,GGDEF,Domain,2,160,161,134.4,2.9e-39,1,CL0276,Bacteria Proteobacteria
78,A0A178FYQ9,605,839,603,839,PF00563.20,EAL,Domain,3,238,238,262.2,4.1e-78,1,CL0276,Bacteria Proteobacteria
79,A0A0M2VCH2,506,591,503,602,PF00989.25,PAS,Domain,4,89,113,46.6,2.8e-12,1,CL0183,Bacteria Proteobacteria
80,A0A0M2VCH2,633,737,632,738,PF13426.7,PAS_9,Domain,2,103,104,65.4,4.6e-18,1,CL0183,Bacteria Proteobacteria
81,A0A0M2VCH2,750,907,750,907,PF00990.21,GGDEF,Domain,1,161,161,162.0,9.2e-48,1,CL0276,Bacteria Proteobacteria
82,A0A0M2VCH2,928,1162,926,1162,PF00563.20,EAL,Domain,3,238,238,241.4,9.4e-72,1,CL0276,Bacteria Proteobacteria
83,A0A0M2VCH2,1192,1302,1192,1303,PF00072.24,Response_reg,Domain,1,111,112,74.0,1e-20,1,CL0304,Bacteria Proteobacteria
84,A0A073CFE5,59,140,51,145,PF13426.7,PAS_9,Domain,9,93,104,22.9,7.7e-05,1,CL0183,Bacteria Cyanobacteria
85,A0A073CFE5,196,357,196,357,PF01590.26,GAF,Domain,1,133,133,37.0,4.5e-09,1,CL0161,Bacteria Cyanobacteria
86,A0A073CFE5,378,483,377,483,PF13426.7,PAS_9,Domain,2,104,104,82.6,2e-23,1,CL0183,Bacteria Cyanobacteria
87,A0A073CFE5,517,655,516,656,PF13185.6,GAF_2,Domain,2,137,138,39.7,5.5e-10,1,CL0161,Bacteria Cyanobacteria
88,A0A073CFE5,688,788,686,788,PF13426.7,PAS_9,Domain,3,104,104,40.8,2.1e-10,1,CL0183,Bacteria Cyanobacteria
89,A0A073CFE5,800,972,800,973,PF00990.21,GGDEF,Domain,1,160,161,145.6,1e-42,1,CL0276,Bacteria Cyanobacteria
90,A0A073CFE5,1043,1115,1038,1129,PF00563.20,EAL,Domain,11,83,238,74.9,6.5e-21,1,CL0276,Bacteria Cyanobacteria
91,A0A073CFE5,1144,1302,1133,1302,PF00563.20,EAL,Domain,87,238,238,139.7,1.1e-40,1,CL0276,Bacteria Cyanobacteria
92,A0A178GER0,26,166,20,166,PF13185.6,GAF_2,Domain,7,138,138,35.1,1.5e-08,1,CL0161,Bacteria Proteobacteria
93,A0A178GER0,191,289,189,290,PF13426.7,PAS_9,Domain,3,103,104,31.7,1.4e-07,1,CL0183,Bacteria Proteobacteria
94,A0A178GER0,310,414,309,414,PF13426.7,PAS_9,Domain,2,104,104,73.9,9.9e-21,1,CL0183,Bacteria Proteobacteria
95,A0A178GER0,427,582,426,583,PF00990.21,GGDEF,Domain,2,160,161,133.2,6.6e-39,1,CL0276,Bacteria Proteobacteria
96,A0A178GER0,606,840,604,840,PF00563.20,EAL,Domain,3,238,238,249.8,2.5e-74,1,CL0276,Bacteria Proteobacteria
97,A0A1B3E0Q1,385,454,384,462,PF08447.12,PAS_3,Domain,2,73,89,34.8,1.5e-08,1,CL0183,Bacteria Proteobacteria
98,A0A1B3E0Q1,496,637,492,637,PF13185.6,GAF_2,Domain,5,138,138,44.2,2.3e-11,1,CL0161,Bacteria Proteobacteria
99,A0A1B3E0Q1,660,763,658,764,PF08448.10,PAS_4,Domain,5,109,110,33.0,5.7e-08,1,CL0183,Bacteria Proteobacteria
100,A0A1B3E0Q1,800,942,798,942,PF01590.26,GAF,Domain,3,133,133,30.2,5.8e-07,1,CL0161,Bacteria Proteobacteria
101,A0A1B3E0Q1,967,1015,963,1027,PF13188.7,PAS_8,Domain,5,55,67,20.5,0.00035,1,CL0183,Bacteria Proteobacteria
102,A0A1B3E0Q1,1086,1191,1085,1191,PF13426.7,PAS_9,Domain,2,104,104,79.9,1.4e-22,1,CL0183,Bacteria Proteobacteria
103,A0A1B3E0Q1,1203,1359,1203,1360,PF00990.21,GGDEF,Domain,1,160,161,168.5,9.3e-50,1,CL0276,Bacteria Proteobacteria
104,A0A1B3E0Q1,1380,1615,1379,1615,PF00563.20,EAL,Domain,2,238,238,252.3,4.4e-75,1,CL0276,Bacteria Proteobacteria
105,A0A1B3E0Q1,1649,1758,1648,1759,PF00072.24,Response_reg,Domain,2,111,112,70.6,1.1e-19,1,CL0304,Bacteria Proteobacteria
106,A0A177LY07,17,124,16,127,PF00072.24,Response_reg,Domain,2,109,112,66.3,2.5e-18,1,CL0304,Bacteria Proteobacteria
107,A0A177LY07,191,295,189,295,PF13426.7,PAS_9,Domain,3,104,104,69.5,2.4e-19,1,CL0183,Bacteria Proteobacteria
108,A0A177LY07,307,464,307,464,PF00990.21,GGDEF,Domain,1,161,161,167.4,2e-49,1,CL0276,Bacteria Proteobacteria
109,A0A177LY07,484,719,483,719,PF00563.20,EAL,Domain,2,238,238,247.0,1.8e-73,1,CL0276,Bacteria Proteobacteria
110,A0A120MZU9,19,194,19,194,PF01339.17,CheB_methylest,Domain,1,170,170,178.4,9.7e-53,1,No_clan,Bacteria Proteobacteria
111,A0A120MZU9,213,263,212,264,PF03705.15,CheR_N,Domain,2,52,53,38.8,5.5e-10,1,No_clan,Bacteria Proteobacteria
112,A0A120MZU9,278,457,277,468,PF01739.18,CheR,Domain,2,183,195,164.4,2.1e-48,1,CL0063,Bacteria Proteobacteria
113,A0A120MZU9,724,826,724,828,PF13596.6,PAS_10,Domain,1,104,106,41.4,1.7e-10,1,CL0183,Bacteria Proteobacteria
114,A0A120MZU9,849,956,848,957,PF08448.10,PAS_4,Domain,2,107,110,43.1,4e-11,1,CL0183,Bacteria Proteobacteria
115,A0A120MZU9,976,1081,975,1081,PF13426.7,PAS_9,Domain,2,104,104,84.3,5.9e-24,1,CL0183,Bacteria Proteobacteria
116,A0A120MZU9,1102,1169,1102,1169,PF00512.25,HisKA,Domain,1,67,67,53.0,2.7e-14,1,CL0025,Bacteria Proteobacteria
117,A0A120MZU9,1215,1326,1214,1327,PF02518.26,HATPase_c,Domain,2,111,112,74.1,1.1e-20,1,CL0025,Bacteria Proteobacteria
118,A0A120MZU9,1357,1467,1357,1470,PF00072.24,Response_reg,Domain,1,109,112,63.8,1.5e-17,1,CL0304,Bacteria Proteobacteria
119,A0A1A0EQ35,32,140,32,140,PF08448.10,PAS_4,Domain,1,110,110,35.4,9.9e-09,1,CL0183,Bacteria Proteobacteria
120,A0A1A0EQ35,156,261,156,262,PF13426.7,PAS_9,Domain,1,103,104,75.4,3.5e-21,1,CL0183,Bacteria Proteobacteria
121,A0A1A0EQ35,275,431,274,431,PF00990.21,GGDEF,Domain,2,161,161,147.3,3.2e-43,1,CL0276,Bacteria Proteobacteria
122,A0A1A0EQ35,451,685,450,686,PF00563.20,EAL,Domain,2,237,238,248.3,7.2e-74,1,CL0276,Bacteria Proteobacteria
123,A0A1A9R256,21,100,18,113,PF13426.7,PAS_9,Domain,4,83,104,38.8,8.8e-10,1,CL0183,Bacteria Proteobacteria
124,A0A1A9R256,153,236,150,237,PF08447.12,PAS_3,Domain,4,88,89,45.0,9.7e-12,1,CL0183,Bacteria Proteobacteria
125,A0A1A9R256,261,361,261,362,PF08448.10,PAS_4,Domain,1,109,110,47.5,1.7e-12,1,CL0183,Bacteria Proteobacteria
126,A0A1A9R256,379,484,378,484,PF13426.7,PAS_9,Domain,2,104,104,75.7,2.9e-21,1,CL0183,Bacteria Proteobacteria
127,A0A1A9R256,496,653,496,653,PF00990.21,GGDEF,Domain,1,161,161,159.3,6.5e-47,1,CL0276,Bacteria Proteobacteria
128,A0A1A9R256,673,908,672,908,PF00563.20,EAL,Domain,2,238,238,264.5,7.9e-79,1,CL0276,Bacteria Proteobacteria
129,A0A1B3EA03,520,586,518,591,PF08447.12,PAS_3,Domain,3,71,89,35.9,6.6e-09,1,CL0183,Bacteria Proteobacteria
130,A0A1B3EA03,627,771,626,771,PF13185.6,GAF_2,Domain,2,138,138,60.2,2.6e-16,1,CL0161,Bacteria Proteobacteria
131,A0A1B3EA03,794,898,792,898,PF08448.10,PAS_4,Domain,5,110,110,50.5,2e-13,1,CL0183,Bacteria Proteobacteria
132,A0A1B3EA03,932,1067,930,1067,PF13185.6,GAF_2,Domain,3,138,138,44.4,1.9e-11,1,CL0161,Bacteria Proteobacteria
133,A0A1B3EA03,1094,1141,1093,1189,PF08448.10,PAS_4,Domain,2,49,110,25.8,9.6e-06,1,CL0183,Bacteria Proteobacteria
134,A0A1B3EA03,1214,1311,1206,1311,PF13426.7,PAS_9,Domain,7,104,104,75.7,2.8e-21,1,CL0183,Bacteria Proteobacteria
135,A0A1B3EA03,1323,1479,1323,1480,PF00990.21,GGDEF,Domain,1,160,161,172.5,5.6e-51,1,CL0276,Bacteria Proteobacteria
136,A0A1B3EA03,1500,1735,1499,1735,PF00563.20,EAL,Domain,2,238,238,244.8,8.3e-73,1,CL0276,Bacteria Proteobacteria
137,A0A1B3EA03,1769,1878,1768,1879,PF00072.24,Response_reg,Domain,2,111,112,75.8,2.8e-21,1,CL0304,Bacteria Proteobacteria
138,A0A0T5VWG4,12,115,10,116,PF13426.7,PAS_9,Domain,3,103,104,81.2,5.7e-23,1,CL0183,Bacteria Bacteroidetes
139,A0A0T5VWG4,156,265,153,265,PF08448.10,PAS_4,Domain,4,110,110,25.3,1.4e-05,1,CL0183,Bacteria Bacteroidetes
140,A0A0T5VWG4,270,337,269,337,PF00512.25,HisKA,Domain,2,67,67,50.4,1.7e-13,1,CL0025,Bacteria Bacteroidetes
141,A0A0T5VWG4,381,489,380,491,PF02518.26,HATPase_c,Domain,2,110,112,86.7,1.5e-24,1,CL0025,Bacteria Bacteroidetes
142,A0A0F9R7F3,20,124,19,124,PF13426.7,PAS_9,Domain,2,104,104,43.5,3e-11,1,CL0183,unclassified sequences metagenomes
143,A0A0F9R7F3,146,249,143,249,PF13426.7,PAS_9,Domain,4,104,104,76.3,1.8e-21,1,CL0183,unclassified sequences metagenomes
144,A0A0F9R7F3,281,371,269,371,PF13426.7,PAS_9,Domain,13,104,104,24.7,2.2e-05,1,CL0183,unclassified sequences metagenomes
145,A0A0F9R7F3,404,471,403,471,PF00512.25,HisKA,Domain,2,67,67,48.7,5.7e-13,1,CL0025,unclassified sequences metagenomes
146,A0A0F9R7F3,517,625,516,626,PF02518.26,HATPase_c,Domain,2,111,112,80.9,9.5e-23,1,CL0025,unclassified sequences metagenomes
147,A0A0B8TAN6,31,135,29,135,PF13426.7,PAS_9,Domain,3,104,104,73.4,1.5e-20,1,CL0183,Bacteria Bacteroidetes
148,A0A0B8TAN6,173,284,172,284,PF08448.10,PAS_4,Domain,2,110,110,30.0,4.8e-07,1,CL0183,Bacteria Bacteroidetes
149,A0A0B8TAN6,289,355,288,355,PF00512.25,HisKA,Domain,2,67,67,53.6,1.7e-14,1,CL0025,Bacteria Bacteroidetes
150,A0A0B8TAN6,398,508,398,509,PF02518.26,HATPase_c,Domain,1,111,112,90.4,1e-25,1,CL0025,Bacteria Bacteroidetes
151,A0A0H4I0C1,21,162,20,162,PF01590.26,GAF,Domain,2,133,133,31.3,2.6e-07,1,CL0161,Bacteria Proteobacteria
152,A0A0H4I0C1,182,289,182,290,PF08448.10,PAS_4,Domain,1,109,110,39.3,6.1e-10,1,CL0183,Bacteria Proteobacteria
153,A0A0H4I0C1,307,411,306,412,PF13426.7,PAS_9,Domain,2,103,104,64.7,7.5e-18,1,CL0183,Bacteria Proteobacteria
154,A0A0H4I0C1,424,580,424,581,PF00990.21,GGDEF,Domain,1,160,161,126.9,5.8e-37,1,CL0276,Bacteria Proteobacteria
155,A0A0H4I0C1,601,836,600,836,PF00563.20,EAL,Domain,2,238,238,241.0,1.2e-71,1,CL0276,Bacteria Proteobacteria
156,A0A0Q8QBZ6,100,255,98,282,PF03924.13,CHASE,Domain,3,161,188,95.2,4.6e-27,1,CL0165,Bacteria Proteobacteria
157,A0A0Q8QBZ6,396,498,393,498,PF13426.7,PAS_9,Domain,4,104,104,69.4,2.5e-19,1,CL0183,Bacteria Proteobacteria
158,A0A0Q8QBZ6,511,668,510,668,PF00990.21,GGDEF,Domain,2,161,161,140.9,2.9e-41,1,CL0276,Bacteria Proteobacteria
159,A0A0Q8QBZ6,688,923,687,923,PF00563.20,EAL,Domain,2,238,238,269.1,3.2e-80,1,CL0276,Bacteria Proteobacteria
160,A0A068YUC8,18,129,15,129,PF00989.25,PAS,Domain,4,113,113,39.3,5.2e-10,1,CL0183,Bacteria Proteobacteria
161,A0A068YUC8,165,259,150,259,PF13426.7,PAS_9,Domain,11,104,104,65.7,3.6e-18,1,CL0183,Bacteria Proteobacteria
162,A0A068YUC8,272,320,272,339,PF13188.7,PAS_8,Domain,1,47,67,29.1,7.3e-07,1,CL0183,Bacteria Proteobacteria
163,A0A068YUC8,410,555,409,556,PF13185.6,GAF_2,Domain,2,137,138,43.3,4.2e-11,1,CL0161,Bacteria Proteobacteria
164,A0A068YUC8,610,694,609,695,PF08447.12,PAS_3,Domain,2,88,89,41.2,1.5e-10,1,CL0183,Bacteria Proteobacteria
165,A0A068YUC8,716,779,714,782,PF00512.25,HisKA,Domain,3,64,67,45.7,5e-12,1,CL0025,Bacteria Proteobacteria
166,A0A068YUC8,824,934,823,936,PF02518.26,HATPase_c,Domain,2,110,112,54.4,1.5e-14,1,CL0025,Bacteria Proteobacteria
167,A0A0E2GJU2,25,166,20,166,PF13185.6,GAF_2,Domain,10,138,138,31.2,2.3e-07,1,CL0161,Bacteria Proteobacteria
168,A0A0E2GJU2,189,292,187,293,PF08448.10,PAS_4,Domain,5,109,110,57.9,1e-15,1,CL0183,Bacteria Proteobacteria
169,A0A0E2GJU2,309,414,309,414,PF13426.7,PAS_9,Domain,1,104,104,80.7,7.9e-23,1,CL0183,Bacteria Proteobacteria
170,A0A0E2GJU2,427,583,426,583,PF00990.21,GGDEF,Domain,2,161,161,137.3,3.8e-40,1,CL0276,Bacteria Proteobacteria
171,A0A0E2GJU2,606,840,604,840,PF00563.20,EAL,Domain,3,238,238,243.7,1.8e-72,1,CL0276,Bacteria Proteobacteria
172,A0A098S0G6,8,72,7,101,PF08448.10,PAS_4,Domain,2,66,110,27.8,2.3e-06,1,CL0183,Bacteria Bacteroidetes
173,A0A098S0G6,153,250,141,250,PF13426.7,PAS_9,Domain,8,104,104,68.9,3.8e-19,1,CL0183,Bacteria Bacteroidetes
174,A0A098S0G6,277,342,275,343,PF00512.25,HisKA,Domain,3,66,67,33.8,2.5e-08,1,CL0025,Bacteria Bacteroidetes
175,A0A098S0G6,387,495,386,496,PF02518.26,HATPase_c,Domain,2,111,112,87.1,1.1e-24,1,CL0025,Bacteria Bacteroidetes
176,A0A0Q6WCE0,38,94,37,96,PF08447.12,PAS_3,Domain,2,60,89,28.1,1.8e-06,1,CL0183,Bacteria Proteobacteria
177,A0A0Q6WCE0,145,250,144,250,PF13426.7,PAS_9,Domain,2,104,104,74.6,6.3e-21,1,CL0183,Bacteria Proteobacteria
178,A0A0Q6WCE0,263,415,262,419,PF00990.21,GGDEF,Domain,2,157,161,162.7,5.7e-48,1,CL0276,Bacteria Proteobacteria
179,A0A0Q6WCE0,439,674,438,674,PF00563.20,EAL,Domain,2,238,238,186.0,7.8e-55,1,CL0276,Bacteria Proteobacteria
180,A0A0U3IE24,23,163,17,163,PF13185.6,GAF_2,Domain,7,138,138,41.7,1.3e-10,1,CL0161,Bacteria Proteobacteria
181,A0A0U3IE24,186,287,183,290,PF08448.10,PAS_4,Domain,5,107,110,30.0,4.7e-07,1,CL0183,Bacteria Proteobacteria
182,A0A0U3IE24,306,411,306,411,PF13426.7,PAS_9,Domain,1,104,104,65.0,6e-18,1,CL0183,Bacteria Proteobacteria
183,A0A0U3IE24,424,576,423,576,PF00990.21,GGDEF,Domain,2,161,161,114.0,5.4e-33,1,CL0276,Bacteria Proteobacteria
184,A0A0U3IE24,598,832,596,832,PF00563.20,EAL,Domain,3,238,238,229.9,3e-68,1,CL0276,Bacteria Proteobacteria
185,A0A126WZC4,25,121,18,122,PF13426.7,PAS_9,Domain,7,103,104,67.0,1.4e-18,1,CL0183,Eukaryota Viridiplantae
