,seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
26,K9QT62,1290,1400,1289,1402,PF00072.24,Response_reg,Domain,2,110,112,77.8,6.6E-22,1,CL0304,Bacteria Cyanobacteria
27,K9QT62,1434,1544,1434,1545,PF00072.24,Response_reg,Domain,1,111,112,91,5.1E-26,1,CL0304,Bacteria Cyanobacteria
28,K9QT62,1621,1699,1621,1707,PF01627.23,Hpt,Family,1,80,85,41.7,1.1E-10,1,No_clan,Bacteria Cyanobacteria
29,W5EEA7,70,170,62,172,PF13426.7,LOV,Domain,7,98,104,52.1,6.3E-14,1,CL0183,Eukaryota Viridiplantae
30,W5EEA7,220,262,219,266,PF00646.33,F-box,Domain,3,44,48,22.8,0.000063,1,CL0271,Eukaryota Viridiplantae
31,W5EEA7,314,364,313,364,PF13418.6,Kelch_4,Repeat,2,49,49,41.6,8.9E-11,1,CL0186,Eukaryota Viridiplantae
32,W5EEA7,379,425,378,426,PF13415.6,Kelch_3,Domain,4,48,49,39,6.6E-10,1,CL0186,Eukaryota Viridiplantae
33,W5EEA7,434,472,428,472,PF13415.6,Kelch_3,Domain,13,49,49,22.4,0.00011,1,CL0186,Eukaryota Viridiplantae
34,W5EEA7,523,575,523,576,PF13418.6,Kelch_4,Repeat,1,48,49,23.8,0.000033,1,CL0186,Eukaryota Viridiplantae
35,S7W0I9,20,122,19,122,PF13426.7,LOV,Domain,2,104,104,86.3,1.5E-24,1,CL0183,Bacteria Actinobacteria
36,S7W0I9,134,294,134,294,PF00990.21,GGDEF,Domain,1,161,161,148.1,1.7E-43,1,CL0276,Bacteria Actinobacteria
37,S7W0I9,322,546,319,546,PF00563.20,EAL,Domain,11,238,238,153.2,8.3E-45,1,CL0276,Bacteria Actinobacteria
38,C7E147,54,151,45,153,PF13426.7,LOV,Domain,10,98,104,53.3,2.6E-14,1,CL0183,Eukaryota Viridiplantae
39,C7E147,193,237,191,239,PF00646.33,F-box,Domain,3,46,48,21.3,0.00018,1,CL0271,Eukaryota Viridiplantae
40,C7E147,291,340,290,341,PF13418.6,Kelch_4,Repeat,2,47,49,36.8,2.9E-09,1,CL0186,Eukaryota Viridiplantae
41,C7E147,356,401,355,402,PF13415.6,Kelch_3,Domain,4,47,49,31.8,0.00000012,1,CL0186,Eukaryota Viridiplantae
42,C7E147,515,562,513,562,PF07646.15,Kelch_2,Repeat,2,49,49,22.3,0.000087,1,CL0186,Eukaryota Viridiplantae
43,B4VY11,140,248,140,248,PF00989.25,PAS,Domain,1,113,113,42.1,7.4E-11,1,CL0183,Bacteria Cyanobacteria
44,B4VY11,272,323,270,333,PF13188.7,PAS_8,Domain,3,57,67,19.8,0.0006,1,CL0183,Bacteria Cyanobacteria
45,B4VY11,431,569,431,569,PF01590.26,GAF,Domain,1,133,133,47.4,2.9E-12,1,CL0161,Bacteria Cyanobacteria
46,B4VY11,590,695,589,695,PF13426.7,LOV,Domain,2,104,104,82.5,2.2E-23,1,CL0183,Bacteria Cyanobacteria
47,B4VY11,732,818,731,818,PF08447.12,PAS_3,Domain,2,89,89,65.7,3.5E-18,1,CL0183,Bacteria Cyanobacteria
48,B4VY11,859,943,858,945,PF08447.12,PAS_3,Domain,2,87,89,37.6,0.000000002,1,CL0183,Bacteria Cyanobacteria
49,B4VY11,962,1118,962,1120,PF00990.21,GGDEF,Domain,1,159,161,162.7,5.9E-48,1,CL0276,Bacteria Cyanobacteria
50,B4VY11,1141,1377,1139,1377,PF00563.20,EAL,Domain,3,238,238,264.4,8.4E-79,1,CL0276,Bacteria Cyanobacteria
51,B2JFQ7,44,138,34,139,PF13426.7,LOV,Domain,9,103,104,69.5,2.4E-19,1,CL0183,Bacteria Proteobacteria
52,B2JFQ7,155,222,155,223,PF00512.25,HisKA,Domain,1,65,67,29.4,0.00000062,1,CL0025,Bacteria Proteobacteria
53,B2JFQ7,266,387,265,389,PF02518.26,HATPase_c,Domain,2,109,112,67.9,1E-18,1,CL0025,Bacteria Proteobacteria
54,B2JFQ7,411,522,411,523,PF00072.24,Response_reg,Domain,1,111,112,62.2,4.4E-17,1,CL0304,Bacteria Proteobacteria
55,V9DIW8,381,485,369,486,PF13426.7,LOV,Domain,10,103,104,58.1,8.3E-16,1,CL0183,Eukaryota Fungi
56,V9DIW8,576,653,575,659,PF08447.12,PAS_3,Domain,2,81,89,39.6,4.8E-10,1,CL0183,Eukaryota Fungi
57,V9DIW8,690,764,685,767,PF13426.7,PAS_9,Domain,9,84,104,12,0.2,1,CL0183,Eukaryota Fungi
58,V9DIW8,915,948,915,950,PF00320.27,GATA,Domain,1,34,36,51.9,3.9E-14,1,CL0167,Eukaryota Fungi
59,B7KVX8,52,146,42,147,PF13426.7,LOV,Domain,9,103,104,74.4,7.5E-21,1,CL0183,Bacteria Proteobacteria
60,B7KVX8,277,395,274,397,PF02518.26,HATPase_c,Domain,4,110,112,66.7,2.3E-18,1,CL0025,Bacteria Proteobacteria
61,B7KVX8,419,530,419,531,PF00072.24,Response_reg,Domain,1,111,112,60.8,1.3E-16,1,CL0304,Bacteria Proteobacteria
62,G7DVB6,146,266,135,267,PF01794.19,Ferric_reduct,Family,5,123,125,63.9,1.5E-17,1,CL0328,Eukaryota Fungi
63,G7DVB6,321,432,315,432,PF08022.12,FAD_binding_8,Domain,7,109,109,76.1,2E-21,1,CL0076,Eukaryota Fungi
64,G7DVB6,438,581,438,587,PF08030.12,NAD_binding_6,Domain,1,148,156,118,4E-34,1,CL0091,Eukaryota Fungi
65,G7DVB6,1204,1302,1203,1308,PF13426.7,LOV,Domain,2,97,104,51.1,1.3E-13,1,CL0183,Eukaryota Fungi
66,G7DVB6,1430,1548,1428,1552,PF13426.7,PAS_9,Domain,3,98,104,14.8,0.026,1,CL0183,Eukaryota Fungi
67,J3HS51,34,136,31,137,PF13426.7,LOV,Domain,4,103,104,78.9,2.9E-22,1,CL0183,Bacteria Proteobacteria
68,J3HS51,192,276,190,277,PF08447.12,PAS_3,Domain,3,88,89,44.4,1.6E-11,1,CL0183,Bacteria Proteobacteria
69,J3HS51,296,374,296,375,PF07536.14,HWE_HK,Domain,1,82,83,81.2,6.6E-23,1,CL0025,Bacteria Proteobacteria
70,V4U8L6,182,278,175,279,PF13426.7,LOV,Domain,7,103,104,70.9,9E-20,1,CL0183,Eukaryota Viridiplantae
71,V4U8L6,462,554,453,557,PF13426.7,LOV,Domain,9,101,104,70.5,1.2E-19,1,CL0183,Eukaryota Viridiplantae
72,V4U8L6,642,927,640,927,PF00069.25,Pkinase,Domain,3,264,264,206.9,3.4E-61,1,CL0016,Eukaryota Viridiplantae
73,J0BMD1,47,141,37,142,PF13426.7,LOV,Domain,9,103,104,70.2,1.4E-19,1,CL0183,Bacteria Proteobacteria
74,J0BMD1,181,254,181,256,PF07568.12,HisKA_2,Domain,1,74,76,63.6,1.4E-17,1,CL0025,Bacteria Proteobacteria
75,W2RMQ1,175,287,172,289,PF00615.19,RGS,Domain,4,113,118,56.6,2.8E-15,1,CL0272,Eukaryota Fungi
76,W2RMQ1,308,407,307,413,PF13426.7,LOV,Domain,2,98,104,54.8,9.1E-15,1,CL0183,Eukaryota Fungi
77,M0H5U8,19,122,19,132,PF00072.24,Response_reg,Domain,1,101,112,65.7,3.9E-18,1,CL0304,Archaea Euryarchaeota
78,M0H5U8,153,245,149,254,PF00989.25,PAS,Domain,5,99,113,36.6,3.5E-09,1,CL0183,Archaea Euryarchaeota
79,M0H5U8,277,379,275,380,PF13426.7,LOV,Domain,3,103,104,72.1,3.9E-20,1,CL0183,Archaea Euryarchaeota
80,M0H5U8,403,503,403,503,PF13426.7,PAS_9,Domain,1,104,104,52.3,5.4E-14,1,CL0183,Archaea Euryarchaeota
81,M0H5U8,518,575,517,578,PF00512.25,HisKA,Domain,2,64,67,43.5,2.5E-11,1,CL0025,Archaea Euryarchaeota
82,M0H5U8,616,716,615,716,PF02518.26,HATPase_c,Domain,2,109,112,64.1,1.5E-17,1,CL0025,Archaea Euryarchaeota
83,S3EC67,368,481,364,482,PF13426.7,LOV,Domain,5,103,104,53.2,2.9E-14,1,CL0183,Eukaryota Fungi
84,S3EC67,573,648,572,656,PF08447.12,PAS_3,Domain,2,81,89,40.1,3.2E-10,1,CL0183,Eukaryota Fungi
85,S3EC67,687,738,681,761,PF13426.7,PAS_9,Domain,9,60,104,10.3,0.65,1,CL0183,Eukaryota Fungi
86,S3EC67,909,942,909,944,PF00320.27,GATA,Domain,1,34,36,51.8,4.5E-14,1,CL0167,Eukaryota Fungi
87,S7PWL7,252,363,241,364,PF13426.7,LOV,Domain,10,103,104,48.5,8.1E-13,1,CL0183,Eukaryota Fungi
88,S7PWL7,474,563,473,575,PF08447.12,PAS_3,Domain,2,75,89,35.1,0.000000012,1,CL0183,Eukaryota Fungi
89,D8RTR5,6,114,4,115,PF13426.7,LOV,Domain,3,99,104,57.8,1E-15,1,CL0183,Eukaryota Viridiplantae
90,D8RTR5,175,215,169,216,PF12937.7,F-box-like,Domain,7,47,48,32.1,0.000000079,1,CL0271,Eukaryota Viridiplantae
91,D8RTR5,265,315,264,315,PF13418.6,Kelch_4,Repeat,2,49,49,39.6,3.8E-10,1,CL0186,Eukaryota Viridiplantae
92,D8RTR5,330,376,329,377,PF13415.6,Kelch_3,Domain,4,48,49,38.4,1.1E-09,1,CL0186,Eukaryota Viridiplantae
93,D8RTR5,382,430,379,430,PF13415.6,Kelch_3,Domain,4,49,49,24.6,0.000023,1,CL0186,Eukaryota Viridiplantae
94,D8RTR5,489,536,487,536,PF07646.15,Kelch_2,Repeat,2,49,49,23.8,0.00003,1,CL0186,Eukaryota Viridiplantae
95,A9RMS5,28,122,19,331,PF13426.7,TLOV,Domain,9,103,104,71.1,7.6E-20,1,CL0183,Eukaryota Viridiplantae
97,A9RMS5,412,681,410,692,PF00069.25,Pkinase,Domain,3,251,264,178.4,1.6E-52,1,CL0016,Eukaryota Viridiplantae
98,A0A2V3U919,50,146,40,146,PF13426.7,LOV,Domain,8,104,104,72.5,2.8E-20,1,CL0183,Bacteria Proteobacteria
99,A0A2V3U919,185,257,185,259,PF07568.12,HisKA_2,Domain,1,73,76,71.3,5.4E-20,1,CL0025,Bacteria Proteobacteria
100,A0A2V3U919,274,339,264,370,PF13581.6,HATPase_c_2,Domain,22,87,125,29.7,0.0000005,1,CL0025,Bacteria Proteobacteria
101,F7RZ10,50,190,48,193,PF13185.6,GAF_2,Domain,3,135,138,44,2.5E-11,1,CL0161,Bacteria Proteobacteria
102,F7RZ10,211,311,206,315,PF00989.25,PAS,Domain,6,109,113,35.8,6.5E-09,1,CL0183,Bacteria Proteobacteria
103,F7RZ10,337,442,336,442,PF13426.7,LOV,Domain,2,104,104,74.1,9E-21,1,CL0183,Bacteria Proteobacteria
104,F7RZ10,454,611,454,611,PF00990.21,GGDEF,Domain,1,161,161,168.6,8.7E-50,1,CL0276,Bacteria Proteobacteria
105,F7RZ10,632,863,630,863,PF00563.20,EAL,Domain,3,238,238,253.8,1.5E-75,1,CL0276,Bacteria Proteobacteria
106,L8MMM4,498,587,496,603,PF00989.25,PAS,Domain,3,93,113,38,1.4E-09,1,CL0183,Bacteria Proteobacteria
107,L8MMM4,627,771,626,771,PF13185.6,GAF_2,Domain,2,138,138,52.8,5.1E-14,1,CL0161,Bacteria Proteobacteria
108,L8MMM4,794,898,792,898,PF08448.10,PAS_4,Domain,5,110,110,46.8,3E-12,1,CL0183,Bacteria Proteobacteria
109,L8MMM4,935,1060,932,1060,PF01590.26,GAF,Domain,4,133,133,26.3,0.0000097,1,CL0161,Bacteria Proteobacteria
110,L8MMM4,1088,1182,1087,1183,PF08448.10,PAS_4,Domain,2,109,110,34.9,0.000000014,1,CL0183,Bacteria Proteobacteria
111,L8MMM4,1208,1305,1200,1305,PF13426.7,LOV,Domain,7,104,104,77.7,6.7E-22,1,CL0183,Bacteria Proteobacteria
112,L8MMM4,1317,1473,1317,1474,PF00990.21,GGDEF,Domain,1,160,161,170.3,2.6E-50,1,CL0276,Bacteria Proteobacteria
113,L8MMM4,1494,1729,1493,1729,PF00563.20,EAL,Domain,2,238,238,246.7,2.3E-73,1,CL0276,Bacteria Proteobacteria
114,L8MMM4,1763,1872,1762,1873,PF00072.24,Response_reg,Domain,2,111,112,74.1,9.5E-21,1,CL0304,Bacteria Proteobacteria
115,F8G5Y7,16,120,15,121,PF13426.7,LOV,Domain,2,103,104,79,2.6E-22,1,CL0183,Bacteria Proteobacteria
116,M4CEN8,142,231,135,236,PF13426.7,LOV,Domain,7,96,104,67.7,8.9E-19,1,CL0183,Eukaryota Viridiplantae
117,M4CEN8,398,490,389,493,PF13426.7,LOV,Domain,9,101,104,73.6,1.3E-20,1,CL0183,Eukaryota Viridiplantae
118,M4CEN8,548,833,546,833,PF00069.25,Pkinase,Domain,3,264,264,203.9,2.8E-60,1,CL0016,Eukaryota Viridiplantae
119,F9ZGQ1,26,129,24,130,PF13426.7,LOV,Domain,3,103,104,68.5,5.1E-19,1,CL0183,Bacteria Proteobacteria
120,M7TJK9,385,493,376,495,PF13426.7,LOV,Domain,7,102,104,54.1,1.4E-14,1,CL0183,Eukaryota Fungi
121,M7TJK9,585,660,584,668,PF08447.12,PAS_3,Domain,2,81,89,45.8,5.7E-12,1,CL0183,Eukaryota Fungi
122,M7TJK9,938,971,938,973,PF00320.27,GATA,Domain,1,34,36,54.4,6.9E-15,1,CL0167,Eukaryota Fungi
123,X0IU81,357,464,348,465,PF13426.7,LOV,Domain,7,103,104,64.2,1E-17,1,CL0183,Eukaryota Fungi
124,X0IU81,557,632,556,640,PF08447.12,PAS_3,Domain,2,81,89,45,1E-11,1,CL0183,Eukaryota Fungi
125,X0IU81,875,908,875,910,PF00320.27,GATA,Domain,1,34,36,53.9,9.7E-15,1,CL0167,Eukaryota Fungi
126,M1BRQ0,67,174,65,176,PF13426.7,LOV,Domain,3,98,104,60.2,1.8E-16,1,CL0183,Eukaryota Viridiplantae
127,M1BRQ0,221,259,220,266,PF00646.33,F-box,Domain,3,40,48,22.4,0.00008,1,CL0271,Eukaryota Viridiplantae
128,M1BRQ0,315,365,314,365,PF13418.6,Kelch_4,Repeat,2,49,49,43,3.3E-11,1,CL0186,Eukaryota Viridiplantae
129,M1BRQ0,380,425,379,426,PF13415.6,Kelch_3,Domain,4,47,49,41.5,1.1E-10,1,CL0186,Eukaryota Viridiplantae
130,M1BRQ0,429,480,429,480,PF13415.6,Kelch_3,Domain,1,49,49,36.2,5.1E-09,1,CL0186,Eukaryota Viridiplantae
131,M1BRQ0,539,586,537,586,PF07646.15,Kelch_2,Repeat,2,49,49,23.5,0.000038,1,CL0186,Eukaryota Viridiplantae
132,V4TPP3,66,165,64,167,PF13426.7,LOV,Domain,3,99,104,62.4,3.9E-17,1,CL0183,Eukaryota Viridiplantae
133,A0A2W6YP00,35,122,25,125,PF13426.7,LOV,Domain,10,97,104,64.2,1.1E-17,1,CL0183,Bacteria Proteobacteria
134,A0A2W6YP00,144,199,143,199,PF00196.19,GerE,Domain,2,57,57,55.6,2.8E-15,1,CL0123,Bacteria Proteobacteria
135,I9CKA6,65,160,59,161,PF13426.7,LOV,Domain,8,103,104,63.4,1.9E-17,1,CL0183,Bacteria Proteobacteria
136,I9CKA6,174,241,174,250,PF13188.7,PAS_8,Domain,1,59,67,31.1,0.00000017,1,CL0183,Bacteria Proteobacteria
137,I9CKA6,330,399,327,402,PF08447.12,PAS_3,Domain,4,75,89,51.9,6.9E-14,1,CL0183,Bacteria Proteobacteria
138,I9CKA6,430,493,428,494,PF00512.25,HisKA,Domain,3,66,67,36.7,3.1E-09,1,CL0025,Bacteria Proteobacteria
139,I9CKA6,544,662,543,664,PF02518.26,HATPase_c,Domain,2,110,112,63.9,1.8E-17,1,CL0025,Bacteria Proteobacteria
140,I9CKA6,687,793,687,796,PF00072.24,Response_reg,Domain,1,109,112,55.3,6.4E-15,1,CL0304,Bacteria Proteobacteria
141,W7BL91,22,126,21,127,PF13426.7,LOV,Domain,2,103,104,75.3,3.9E-21,1,CL0183,Bacteria Firmicutes
142,W7BL91,150,253,147,253,PF01740.21,STAS,Domain,4,117,117,23.5,0.000032,1,CL0502,Bacteria Firmicutes
147,A0A2U8WIS2,50,144,40,145,PF13426.7,LOV,Domain,9,103,104,72.6,2.5E-20,1,CL0183,Bacteria Proteobacteria
148,A0A2U8WIS2,161,229,161,231,PF00512.25,HisKA,Domain,1,65,67,34,0.000000023,1,CL0025,Bacteria Proteobacteria
149,A0A2U8WIS2,276,393,272,394,PF02518.26,HATPase_c,Domain,5,111,112,62,6.7E-17,1,CL0025,Bacteria Proteobacteria
150,A0A2U8WIS2,416,527,416,528,PF00072.24,Response_reg,Domain,1,111,112,60.2,1.9E-16,1,CL0304,Bacteria Proteobacteria
151,A0A2V1DYA3,212,306,202,307,PF13426.7,LOV,Domain,9,103,104,42.2,7.4E-11,1,CL0183,Eukaryota Fungi
152,D3S9U5,19,124,18,124,PF13426.7,LOV,Domain,2,104,104,85.9,1.9E-24,1,CL0183,Bacteria Proteobacteria
153,M0HZS1,155,257,154,258,PF13426.7,LOV,Domain,2,103,104,80.1,1.2E-22,1,CL0183,Archaea Euryarchaeota
154,M0HZS1,277,392,277,393,PF08448.10,PAS_4,Domain,1,109,110,50.3,2.4E-13,1,CL0183,Archaea Euryarchaeota
155,M0HZS1,432,506,426,510,PF08447.12,PAS_3,Domain,8,83,89,37.6,1.9E-09,1,CL0183,Archaea Euryarchaeota
156,M0HZS1,524,635,524,635,PF00989.25,PAS,Domain,1,113,113,55.9,3.7E-15,1,CL0183,Archaea Euryarchaeota
157,M0HZS1,757,857,753,858,PF02518.26,HATPase_c,Domain,7,110,112,39.9,4.8E-10,1,CL0025,Archaea Euryarchaeota
158,T2JUP7,11,122,11,123,PF00072.24,Response_reg,Domain,1,111,112,64.6,8.3E-18,1,CL0304,Bacteria Cyanobacteria
159,T2JUP7,175,280,174,280,PF13426.7,LOV,Domain,2,104,104,79.9,1.4E-22,1,CL0183,Bacteria Cyanobacteria
160,T2JUP7,313,474,313,474,PF00990.21,GGDEF,Domain,1,161,161,172.9,4.3E-51,1,CL0276,Bacteria Cyanobacteria
161,Q3BRX8,49,143,40,144,PF13426.7,LOV,Domain,9,103,104,75.4,3.6E-21,1,CL0183,Bacteria Proteobacteria
162,Q3BRX8,278,394,271,396,PF02518.26,HATPase_c,Domain,8,110,112,64.2,1.4E-17,1,CL0025,Bacteria Proteobacteria
163,Q3BRX8,418,530,418,530,PF00072.24,Response_reg,Domain,1,112,112,62.7,3.2E-17,1,CL0304,Bacteria Proteobacteria
164,C0GBC6,41,143,38,144,PF13426.7,LOV,Domain,4,103,104,75.1,4.5E-21,1,CL0183,Bacteria Proteobacteria
165,C0GBC6,191,266,190,273,PF08447.12,PAS_3,Domain,2,79,89,53.5,2.3E-14,1,CL0183,Bacteria Proteobacteria
166,C0GBC6,292,374,292,374,PF07536.14,HWE_HK,Domain,1,83,83,99.4,1.4E-28,1,CL0025,Bacteria Proteobacteria
167,D8IWD2,62,158,54,159,PF13426.7,LOV,Domain,7,103,104,75.9,2.5E-21,1,CL0183,Bacteria Proteobacteria
168,D8IWD2,287,408,286,409,PF02518.26,HATPase_c,Domain,2,111,112,68.6,6.1E-19,1,CL0025,Bacteria Proteobacteria
169,D8IWD2,431,541,431,542,PF00072.24,Response_reg,Domain,1,111,112,56.2,3.3E-15,1,CL0304,Bacteria Proteobacteria
170,X6JBB2,39,143,37,143,PF13426.7,LOV,Domain,3,104,104,72.8,2.2E-20,1,CL0183,Bacteria Proteobacteria
171,X6JBB2,182,255,182,257,PF07568.12,HisKA_2,Domain,1,74,76,81.1,4.6E-23,1,CL0025,Bacteria Proteobacteria
172,X6JBB2,281,342,276,375,PF02518.26,HATPase_c,Domain,6,78,112,30.3,0.00000048,1,CL0025,Bacteria Proteobacteria
173,A0A2V3CKD3,16,120,15,121,PF13426.7,LOV,Domain,2,103,104,75.4,3.5E-21,1,CL0183,Bacteria Proteobacteria
174,Q8ESN8,30,125,20,126,PF13426.7,LOV,Domain,8,103,104,72.8,2.2E-20,1,CL0183,Bacteria Firmicutes
175,Q8ESN8,153,232,146,252,PF01740.21,STAS,Domain,8,95,117,27.3,0.0000021,1,CL0502,Bacteria Firmicutes
176,K0TLS2,177,224,175,237,PF00170.21,bZIP_1,Family,4,51,64,31.9,0.00000011,1,CL0018,Eukaryota Stramenopiles
177,K0TLS2,294,384,286,389,PF13426.7,LOV,Domain,9,99,104,55.3,6.5E-15,1,CL0183,Eukaryota Stramenopiles
178,A0A2V4RWW4,88,183,77,183,PF13426.7,LOV,Domain,9,104,104,66.8,1.7E-18,1,CL0183,Bacteria Proteobacteria
179,A0A2V4RWW4,201,263,199,264,PF00512.25,HisKA,Domain,3,65,67,28.7,0.000001,1,CL0025,Bacteria Proteobacteria
180,A0A2V4RWW4,307,421,306,424,PF02518.26,HATPase_c,Domain,2,109,112,56.1,4.4E-15,1,CL0025,Bacteria Proteobacteria
181,A0A2V4RWW4,451,561,451,562,PF00072.24,Response_reg,Domain,1,111,112,72.4,3.2E-20,1,CL0304,Bacteria Proteobacteria
182,M3C9Z8,449,555,439,556,PF13426.7,LOV,Domain,8,103,104,61.2,9.2E-17,1,CL0183,Eukaryota Fungi
183,M3C9Z8,648,721,646,729,PF08447.12,PAS_3,Domain,4,81,89,36.5,4.4E-09,1,CL0183,Eukaryota Fungi
184,M3C9Z8,760,823,755,847,PF13426.7,PAS_9,Domain,9,73,104,12.3,0.16,1,CL0183,Eukaryota Fungi
185,M3C9Z8,988,1020,988,1023,PF00320.27,GATA,Domain,1,33,36,51.4,5.9E-14,1,CL0167,Eukaryota Fungi
186,L8MXD6,154,207,154,222,PF13188.7,PAS_8,Domain,1,52,67,30,0.00000038,1,CL0183,Bacteria Cyanobacteria
187,L8MXD6,267,372,266,372,PF13426.7,LOV,Domain,2,104,104,83.1,1.4E-23,1,CL0183,Bacteria Cyanobacteria
188,L8MXD6,411,487,408,494,PF08447.12,PAS_3,Domain,5,81,89,30,0.00000049,1,CL0183,Bacteria Cyanobacteria
189,L8MXD6,529,670,529,670,PF01590.26,GAF,Domain,1,133,133,56.4,4.6E-15,1,CL0161,Bacteria Cyanobacteria
190,L8MXD6,718,785,717,785,PF00512.25,HisKA,Domain,2,67,67,40.8,1.7E-10,1,CL0025,Bacteria Cyanobacteria
191,L8MXD6,831,941,830,943,PF02518.26,HATPase_c,Domain,2,110,112,81.4,6.2E-23,1,CL0025,Bacteria Cyanobacteria
192,M7NUV9,29,121,20,122,PF13426.7,LOV,Domain,9,103,104,74,9.6E-21,1,CL0183,Bacteria Firmicutes
193,M0FTC2,156,257,154,258,PF13426.7,LOV,Domain,3,103,104,78.7,3.3E-22,1,CL0183,Archaea Euryarchaeota
194,M0FTC2,277,393,277,393,PF08448.10,PAS_4,Domain,1,110,110,51.5,1E-13,1,CL0183,Archaea Euryarchaeota
195,M0FTC2,432,507,426,510,PF08447.12,PAS_3,Domain,8,84,89,39.3,5.9E-10,1,CL0183,Archaea Euryarchaeota
196,M0FTC2,531,640,530,640,PF08448.10,PAS_4,Domain,2,110,110,54.7,1.1E-14,1,CL0183,Archaea Euryarchaeota
197,M0FTC2,758,857,754,858,PF02518.26,HATPase_c,Domain,8,110,112,40.3,3.6E-10,1,CL0025,Archaea Euryarchaeota
198,Q84KS3,1,128,1,133,PF00360.20,PHY,Family,52,176,183,125.2,1.7E-36,1,CL0161,Eukaryota Viridiplantae
199,Q84KS3,244,340,235,342,PF13426.7,PAS_9,Domain,8,102,104,57.5,1.3E-15,1,CL0183,Eukaryota Viridiplantae
200,Q84KS3,505,604,503,607,PF13426.7,LOV,Domain,3,99,104,63.7,1.5E-17,1,CL0183,Eukaryota Viridiplantae
201,A0A2U9TTV4,65,160,58,161,PF13426.7,LOV,Domain,8,103,104,63.1,2.3E-17,1,CL0183,Bacteria Proteobacteria
