,seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
14,A0A1S2N4G3,307,421,306,424,PF02518.26,HATPase_c,Domain,2,109,112,56.7,3.1E-15,1,CL0025,Bacteria Proteobacteria
15,A0A1S2N4G3,451,561,451,562,PF00072.24,Response_reg,Domain,1,111,112,72.4,3.2E-20,1,CL0304,Bacteria Proteobacteria
16,A0A1W9HDR5,47,148,44,149,PF13426.7,LOV,Domain,5,103,104,72.2,3.4E-20,1,CL0183,Bacteria Proteobacteria
17,A0A1W9HDR5,167,230,165,232,PF00512.25,HisKA,Domain,3,65,67,34.8,0.000000012,1,CL0025,Bacteria Proteobacteria
18,A0A1W9HDR5,278,393,273,395,PF02518.26,HATPase_c,Domain,6,110,112,58.4,9.1E-16,1,CL0025,Bacteria Proteobacteria
19,A0A1W9HDR5,416,524,416,525,PF00072.24,Response_reg,Domain,1,111,112,54.4,1.2E-14,1,CL0304,Bacteria Proteobacteria
20,A0A1J7J5W2,73,170,65,175,PF13426.7,LOV,Domain,7,94,104,61.1,9.8E-17,1,CL0183,Eukaryota Fungi
21,A0A1Y3LHH0,16,120,15,121,PF13426.7,LOV,Domain,2,103,104,75.6,3.2E-21,1,CL0183,Bacteria Proteobacteria
22,A0A1I4PU41,319,424,318,424,PF13426.7,LOV,Domain,2,104,104,80.1,1.2E-22,1,CL0183,Bacteria Proteobacteria
23,A0A1I4PU41,445,511,445,511,PF00512.25,HisKA,Domain,1,67,67,65.9,2.4E-18,1,CL0025,Bacteria Proteobacteria
24,A0A1I4PU41,557,672,556,674,PF02518.26,HATPase_c,Domain,2,110,112,85.7,2.9E-24,1,CL0025,Bacteria Proteobacteria
25,A0A1I4PU41,701,812,701,813,PF00072.24,Response_reg,Domain,1,111,112,87.7,5.5E-25,1,CL0304,Bacteria Proteobacteria
26,A0A1Q3CR00,45,135,32,139,PF13426.7,PAS_9,Domain,11,100,104,54.8,9E-15,1,CL0183,Eukaryota Viridiplantae
27,A0A1Q3CR00,249,349,247,351,PF13426.7,LOV,Domain,3,100,104,64.4,9.5E-18,1,CL0183,Eukaryota Viridiplantae
28,A0A1I0GKQ8,50,83,49,103,PF13188.7,PAS_8,Domain,6,42,67,14,0.038,1,CL0183,Bacteria Actinobacteria
29,A0A1I0GKQ8,203,298,192,298,PF13426.7,LOV,Domain,9,104,104,81.2,5.3E-23,1,CL0183,Bacteria Actinobacteria
30,A0A1I0GKQ8,363,509,363,510,PF01590.26,GAF,Domain,1,132,133,45.3,1.3E-11,1,CL0161,Bacteria Actinobacteria
31,A0A1I0GKQ8,566,757,566,758,PF07228.12,SpoIIE,Family,1,192,193,135,3E-39,1,CL0238,Bacteria Actinobacteria
32,A0A1Z4J4I6,58,115,58,116,PF03707.16,MHYT,Repeat,1,58,59,68.3,4.7E-19,1,No_clan,Bacteria Cyanobacteria
33,A0A1Z4J4I6,121,171,121,175,PF03707.16,MHYT,Repeat,1,51,59,60.4,1.4E-16,1,No_clan,Bacteria Cyanobacteria
34,A0A1Z4J4I6,189,245,189,258,PF03707.16,MHYT,Repeat,1,47,59,28.6,0.0000011,1,No_clan,Bacteria Cyanobacteria
35,A0A1Z4J4I6,285,424,284,424,PF01590.26,GAF,Domain,2,133,133,62.3,6.9E-17,1,CL0161,Bacteria Cyanobacteria
36,A0A1Z4J4I6,452,556,451,557,PF13426.7,LOV,Domain,2,103,104,81.3,5.1E-23,1,CL0183,Bacteria Cyanobacteria
37,A0A1Z4J4I6,706,863,681,865,PF00015.21,MCPsignal,Family,13,170,172,121.9,2.4E-35,1,No_clan,Bacteria Cyanobacteria
38,A0A1Z5TRB0,423,537,421,538,PF13426.7,LOV,Domain,3,103,104,58.2,8.1E-16,1,CL0183,Eukaryota Fungi
39,A0A1Z5TRB0,632,705,630,713,PF08447.12,PAS_3,Domain,4,81,89,39.6,4.7E-10,1,CL0183,Eukaryota Fungi
40,A0A1Z5TRB0,744,801,739,813,PF13426.7,PAS_9,Domain,9,65,104,12.8,0.11,1,CL0183,Eukaryota Fungi
41,A0A1Z5TRB0,955,987,955,990,PF00320.27,GATA,Domain,1,33,36,51.7,4.8E-14,1,CL0167,Eukaryota Fungi
42,A0A1G6I7U9,26,130,24,130,PF13426.7,LOV,Domain,3,104,104,75.2,4.1E-21,1,CL0183,Bacteria Firmicutes
43,A0A1I7K4D0,64,160,58,161,PF13426.7,LOV,Domain,7,103,104,66.3,2.4E-18,1,CL0183,Bacteria Proteobacteria
44,A0A1I7K4D0,174,234,174,249,PF13188.7,PAS_8,Domain,1,57,67,27.8,0.0000018,1,CL0183,Bacteria Proteobacteria
45,A0A1I7K4D0,312,415,311,415,PF08448.10,PAS_4,Domain,2,110,110,47.4,1.9E-12,1,CL0183,Bacteria Proteobacteria
46,A0A1I7K4D0,430,493,428,494,PF00512.25,HisKA,Domain,3,66,67,35.7,6.7E-09,1,CL0025,Bacteria Proteobacteria
47,A0A1I7K4D0,539,656,538,658,PF02518.26,HATPase_c,Domain,2,109,112,68.2,8.3E-19,1,CL0025,Bacteria Proteobacteria
48,A0A1I7K4D0,681,788,681,790,PF00072.24,Response_reg,Domain,1,110,112,61.8,6.2E-17,1,CL0304,Bacteria Proteobacteria
49,A0A1L7NJD4,16,120,15,121,PF13426.7,LOV,Domain,2,103,104,75.8,2.6E-21,1,CL0183,Bacteria Proteobacteria
50,A0A1H3FZI0,25,130,24,130,PF13426.7,LOV,Domain,2,104,104,73.4,1.5E-20,1,CL0183,Bacteria Proteobacteria
51,A0A1E3HWK2,474,577,466,579,PF13426.7,LOV,Domain,10,102,104,55.5,5.7E-15,1,CL0183,Eukaryota Fungi
52,A0A1E3HWK2,670,751,669,758,PF08447.12,PAS_3,Domain,2,81,89,56.2,3.1E-15,1,CL0183,Eukaryota Fungi
53,A0A1I4B608,37,140,34,140,PF13426.7,LOV,Domain,4,104,104,67.1,1.3E-18,1,CL0183,Bacteria Proteobacteria
54,A0A1I4B608,164,212,164,236,PF07568.12,HisKA_2,Domain,1,49,76,29,0.00000084,1,CL0025,Bacteria Proteobacteria
55,A0A1V8TM40,419,525,408,526,PF13426.7,LOV,Domain,9,103,104,54.5,1.2E-14,1,CL0183,Eukaryota Fungi
56,A0A1V8TM40,618,691,616,699,PF08447.12,PAS_3,Domain,4,81,89,42.1,7.9E-11,1,CL0183,Eukaryota Fungi
57,A0A1V8TM40,730,793,725,811,PF13426.7,PAS_9,Domain,9,73,104,13,0.095,1,CL0183,Eukaryota Fungi
58,A0A1V8TM40,963,994,963,998,PF00320.27,GATA,Domain,1,32,36,51.9,4.1E-14,1,CL0167,Eukaryota Fungi
59,A0A1G8UUF8,116,197,113,197,PF08447.12,PAS_3,Domain,6,89,89,55.3,6.1E-15,1,CL0183,Archaea Euryarchaeota
60,A0A1G8UUF8,238,323,237,324,PF08447.12,PAS_3,Domain,2,88,89,57.3,1.5E-15,1,CL0183,Archaea Euryarchaeota
61,A0A1G8UUF8,348,455,348,457,PF08448.10,PAS_4,Domain,1,108,110,55,8.5E-15,1,CL0183,Archaea Euryarchaeota
62,A0A1G8UUF8,484,553,482,563,PF08447.12,PAS_3,Domain,3,73,89,63.8,1.3E-17,1,CL0183,Archaea Euryarchaeota
63,A0A1G8UUF8,592,698,592,698,PF13426.7,LOV,Domain,1,104,104,69.2,3E-19,1,CL0183,Archaea Euryarchaeota
64,A0A1G8UUF8,902,1036,899,1039,PF13185.6,GAF_2,Domain,4,132,138,38.7,1.1E-09,1,CL0161,Archaea Euryarchaeota
65,A0A1G8UUF8,1055,1197,1053,1203,PF15915.5,BAT,Domain,3,148,156,75.1,5.6E-21,1,No_clan,Archaea Euryarchaeota
66,A0A1G8UUF8,1208,1260,1208,1260,PF04967.12,HTH_10,Domain,1,53,53,67.3,7.5E-19,1,CL0123,Archaea Euryarchaeota
67,A0A1I5P4C1,26,293,15,302,PF05231.14,MASE1,Domain,15,289,300,36,4.1E-09,1,No_clan,Bacteria Proteobacteria
68,A0A1I5P4C1,336,429,324,429,PF13426.7,LOV,Domain,10,104,104,70.2,1.4E-19,1,CL0183,Bacteria Proteobacteria
69,A0A1I5P4C1,601,677,599,682,PF08447.12,PAS_3,Domain,4,81,89,27.9,0.0000021,1,CL0183,Bacteria Proteobacteria
70,A0A1I5P4C1,702,814,702,814,PF08448.10,PAS_4,Domain,1,110,110,46.5,3.5E-12,1,CL0183,Bacteria Proteobacteria
71,A0A1I5P4C1,823,984,823,985,PF00990.21,GGDEF,Domain,1,160,161,158.7,9.7E-47,1,CL0276,Bacteria Proteobacteria
72,A0A1I5P4C1,1005,1239,1004,1239,PF00563.20,EAL,Domain,2,238,238,250.1,2E-74,1,CL0276,Bacteria Proteobacteria
73,A0A1Q2TXT4,268,352,212,352,PF13492.6,GAF_3,Domain,54,129,129,34.2,0.000000028,1,CL0161,Bacteria Cyanobacteria
74,A0A1Q2TXT4,373,476,370,476,PF13426.7,LOV,Domain,4,104,104,75,4.8E-21,1,CL0183,Bacteria Cyanobacteria
75,A0A1Q2TXT4,500,603,499,603,PF13426.7,PAS_9,Domain,2,104,104,54,1.6E-14,1,CL0183,Bacteria Cyanobacteria
76,A0A1Q2TXT4,615,772,615,773,PF00990.21,GGDEF,Domain,1,160,161,170.7,2E-50,1,CL0276,Bacteria Cyanobacteria
77,A0A1H0AUV5,24,156,20,156,PF01590.26,GAF,Domain,5,133,133,31,0.00000033,1,CL0161,Archaea Euryarchaeota
78,A0A1H0AUV5,187,292,183,292,PF08448.10,PAS_4,Domain,5,110,110,54,1.6E-14,1,CL0183,Archaea Euryarchaeota
79,A0A1H0AUV5,319,414,309,414,PF13426.7,LOV,Domain,9,104,104,78.9,2.8E-22,1,CL0183,Archaea Euryarchaeota
80,A0A1H0AUV5,528,627,525,630,PF02518.26,HATPase_c,Domain,5,109,112,46.3,5E-12,1,CL0025,Archaea Euryarchaeota
81,A0A1V2EXJ3,28,124,23,129,PF13426.7,LOV,Domain,5,99,104,61.3,8.5E-17,1,CL0183,Bacteria Proteobacteria
82,A0A1V2EXJ3,146,200,144,200,PF00196.19,GerE,Domain,3,57,57,57.7,6E-16,1,CL0123,Bacteria Proteobacteria
83,A0A1L6HZX8,44,138,34,139,PF13426.7,LOV,Domain,9,103,104,76.2,1.9E-21,1,CL0183,Bacteria Proteobacteria
84,A0A1L6HZX8,266,388,265,390,PF02518.26,HATPase_c,Domain,2,110,112,67,1.9E-18,1,CL0025,Bacteria Proteobacteria
85,A0A1L6HZX8,411,522,411,523,PF00072.24,Response_reg,Domain,1,111,112,56.6,2.6E-15,1,CL0304,Bacteria Proteobacteria
86,A0A1Q8L5J2,52,78,49,109,PF13188.7,PAS_8,Domain,11,40,67,15.9,0.0096,1,CL0183,Bacteria Actinobacteria
87,A0A1Q8L5J2,226,321,215,321,PF13426.7,LOV,Domain,9,104,104,75.5,3.2E-21,1,CL0183,Bacteria Actinobacteria
88,A0A1Q8L5J2,411,509,341,509,PF01590.26,GAF,Domain,53,133,133,38.3,1.9E-09,1,CL0161,Bacteria Actinobacteria
89,A0A1Q8L5J2,565,761,565,762,PF07228.12,SpoIIE,Family,1,192,193,126.5,1.2E-36,1,CL0238,Bacteria Actinobacteria
90,A0A1I3PGT2,185,264,177,264,PF08447.12,PAS_3,Domain,10,89,89,46.1,4.6E-12,1,CL0183,Bacteria Planctomycetes
91,A0A1I3PGT2,291,394,288,394,PF13426.7,LOV,Domain,4,104,104,80.4,1E-22,1,CL0183,Bacteria Planctomycetes
92,A0A1I3PGT2,415,480,415,480,PF00512.25,HisKA,Domain,1,67,67,61.6,5.4E-17,1,CL0025,Bacteria Planctomycetes
93,A0A1I3PGT2,527,641,527,642,PF02518.26,HATPase_c,Domain,1,111,112,99.3,1.8E-28,1,CL0025,Bacteria Planctomycetes
94,A0A1I3PGT2,672,786,672,787,PF00072.24,Response_reg,Domain,1,111,112,80.8,7.8E-23,1,CL0304,Bacteria Planctomycetes
95,A0A1R3JYA3,37,147,37,148,PF13426.7,LOV,Domain,1,99,104,58.4,7E-16,1,CL0183,Eukaryota Viridiplantae
96,A0A1R3JYA3,206,244,203,245,PF12937.7,F-box-like,Domain,8,47,48,32.2,0.000000075,1,CL0271,Eukaryota Viridiplantae
97,A0A1R3JYA3,294,344,293,344,PF13418.6,Kelch_4,Repeat,2,49,49,40.5,2E-10,1,CL0186,Eukaryota Viridiplantae
98,A0A1R3JYA3,358,405,356,406,PF13415.6,Kelch_3,Domain,3,48,49,42,7.9E-11,1,CL0186,Eukaryota Viridiplantae
99,A0A1R3JYA3,451,500,451,502,PF07646.15,Kelch_2,Repeat,1,47,49,23.4,0.00004,1,CL0186,Eukaryota Viridiplantae
100,A0A1E2Y5H5,397,509,394,511,PF13426.7,LOV,Domain,4,102,104,61.5,7.6E-17,1,CL0183,Eukaryota Fungi
101,A0A1E2Y5H5,603,676,602,684,PF08447.12,PAS_3,Domain,2,78,89,36.2,5.5E-09,1,CL0183,Eukaryota Fungi
102,A0A1E2Y5H5,974,1006,974,1008,PF00320.27,GATA,Domain,1,33,36,54.6,5.7E-15,1,CL0167,Eukaryota Fungi
103,A0A1X7P6Z2,39,143,37,143,PF13426.7,LOV,Domain,3,104,104,69.7,2E-19,1,CL0183,Bacteria Proteobacteria
104,A0A1X7P6Z2,182,255,182,257,PF07568.12,HisKA_2,Domain,1,74,76,80.6,6.8E-23,1,CL0025,Bacteria Proteobacteria
105,A0A1X7P6Z2,283,356,278,373,PF02518.26,HATPase_c,Domain,8,94,112,27.2,0.0000044,1,CL0025,Bacteria Proteobacteria
106,A0A1G4B181,87,184,78,184,PF13426.7,LOV,Domain,7,104,104,46,5E-12,1,CL0183,Eukaryota Fungi
107,A0A1U9RAC2,21,126,20,126,PF13426.7,LOV,Domain,2,104,104,79.7,1.6E-22,1,CL0183,Bacteria Proteobacteria
108,A0A1Z4BYS7,36,129,24,130,PF13426.7,LOV,Domain,11,103,104,70,1.7E-19,1,CL0183,Bacteria Proteobacteria
109,A0A1I4D592,49,145,41,146,PF13426.7,LOV,Domain,7,103,104,75.5,3.4E-21,1,CL0183,Bacteria Proteobacteria
110,A0A1I4D592,162,230,162,232,PF00512.25,HisKA,Domain,1,65,67,32.3,0.000000075,1,CL0025,Bacteria Proteobacteria
111,A0A1I4D592,276,386,273,388,PF02518.26,HATPase_c,Domain,4,110,112,64.5,1.1E-17,1,CL0025,Bacteria Proteobacteria
112,A0A1I4D592,411,521,411,522,PF00072.24,Response_reg,Domain,1,111,112,66.4,2.3E-18,1,CL0304,Bacteria Proteobacteria
113,A0A1L7VQC1,122,221,109,224,PF13426.7,LOV,Domain,10,99,104,53.8,1.8E-14,1,CL0183,Eukaryota Fungi
114,A0A1M6HHI9,23,126,22,128,PF13426.7,LOV,Domain,2,102,104,59,4.5E-16,1,CL0183,Bacteria Proteobacteria
115,A0A1M6HHI9,145,217,145,220,PF07568.12,HisKA_2,Domain,1,72,76,47.9,1.1E-12,1,CL0025,Bacteria Proteobacteria
116,A0A1M6HHI9,232,357,223,360,PF13581.6,HATPase_c_2,Domain,19,122,125,44,1.9E-11,1,CL0025,Bacteria Proteobacteria
117,A0A1Y2G4X3,55,160,43,161,PF13426.7,LOV,Domain,10,103,104,58.7,5.5E-16,1,CL0183,Eukaryota Fungi
118,A0A1Y2G4X3,261,338,260,344,PF08447.12,PAS_3,Domain,2,81,89,48.4,8.7E-13,1,CL0183,Eukaryota Fungi
119,A0A1Y2G4X3,547,578,547,580,PF00320.27,GATA,Domain,1,32,36,45.5,4.2E-12,1,CL0167,Eukaryota Fungi
120,A0A1P8WTS7,68,162,58,163,PF13426.7,LOV,Domain,9,103,104,68.4,5.2E-19,1,CL0183,Bacteria Proteobacteria
121,A0A1P8WTS7,181,241,179,243,PF00512.25,HisKA,Domain,3,64,67,39.1,5.5E-10,1,CL0025,Bacteria Proteobacteria
122,A0A1P8WTS7,286,404,285,406,PF02518.26,HATPase_c,Domain,2,110,112,50.9,1.9E-13,1,CL0025,Bacteria Proteobacteria
123,A0A1P8WTS7,428,541,428,542,PF00072.24,Response_reg,Domain,1,111,112,64.2,1.1E-17,1,CL0304,Bacteria Proteobacteria
124,A0A1X6ZF79,35,130,27,132,PF13426.7,LOV,Domain,7,102,104,67.7,9E-19,1,CL0183,Bacteria Proteobacteria
125,A0A1D9PR25,27,128,25,128,PF13426.7,LOV,Domain,4,104,104,72.8,2.3E-20,1,CL0183,Bacteria Firmicutes
126,A0A1D9PR25,151,254,148,254,PF01740.21,STAS,Domain,4,117,117,28.8,0.00000076,1,CL0502,Bacteria Firmicutes
127,A0A1I6I493,14,299,12,303,PF05231.14,MASE1,Domain,3,296,300,76.8,1.6E-21,1,No_clan,Bacteria Proteobacteria
128,A0A1I6I493,331,426,320,426,PF13426.7,LOV,Domain,9,104,104,61.6,6.8E-17,1,CL0183,Bacteria Proteobacteria
129,A0A1I6I493,470,626,470,626,PF00990.21,GGDEF,Domain,1,161,161,153.1,5E-45,1,CL0276,Bacteria Proteobacteria
130,A0A1N6D6E4,492,598,490,598,PF08448.10,PAS_4,Domain,3,110,110,44.5,1.5E-11,1,CL0183,Bacteria Proteobacteria
131,A0A1N6D6E4,615,720,614,720,PF13426.7,LOV,Domain,2,104,104,81.7,3.8E-23,1,CL0183,Bacteria Proteobacteria
132,A0A1N6D6E4,732,888,732,889,PF00990.21,GGDEF,Domain,1,160,161,181.4,1E-53,1,CL0276,Bacteria Proteobacteria
133,A0A1N6D6E4,909,1143,908,1143,PF00563.20,EAL,Domain,2,238,238,242.8,3.4E-72,1,CL0276,Bacteria Proteobacteria
134,A0A1E4WEP6,16,120,15,121,PF13426.7,LOV,Domain,2,103,104,75.3,3.8E-21,1,CL0183,Bacteria Proteobacteria
135,A0A1J5RG76,7,116,6,117,PF00072.24,Response_reg,Domain,2,111,112,55.8,4.4E-15,1,CL0304,unclassified sequences metagenomes
136,A0A1J5RG76,148,255,147,257,PF08448.10,PAS_4,Domain,2,108,110,55,8.4E-15,1,CL0183,unclassified sequences metagenomes
137,A0A1J5RG76,276,380,273,380,PF13426.7,LOV,Domain,4,104,104,70.8,9.4E-20,1,CL0183,unclassified sequences metagenomes
138,A0A1J5RG76,392,548,392,549,PF00990.21,GGDEF,Domain,1,160,161,158.7,9.9E-47,1,CL0276,unclassified sequences metagenomes
139,A0A1J5RG76,569,804,568,804,PF00563.20,EAL,Domain,2,238,238,243.9,1.6E-72,1,CL0276,unclassified sequences metagenomes
140,A0A1Q8UNM1,24,126,22,126,PF13426.7,LOV,Domain,3,103,104,64.2,1.1E-17,1,CL0183,Bacteria Firmicutes
141,A0A1Q8UNM1,151,253,132,253,PF01740.21,STAS,Domain,5,117,117,23.3,0.000037,1,CL0502,Bacteria Firmicutes
142,A0A1T1IZ38,16,121,15,122,PF13426.7,LOV,Domain,2,103,104,81.5,4.6E-23,1,CL0183,Bacteria Proteobacteria
143,A0A1Y3AI49,7,114,7,120,PF00072.24,Response_reg,Domain,1,108,112,67.9,7.6E-19,1,CL0304,Archaea Euryarchaeota
144,A0A1Y3AI49,134,245,134,247,PF00989.25,PAS,Domain,1,111,113,41,1.5E-10,1,CL0183,Archaea Euryarchaeota
145,A0A1Y3AI49,268,374,268,374,PF13426.7,LOV,Domain,1,104,104,78.9,2.8E-22,1,CL0183,Archaea Euryarchaeota
146,A0A1Y3AI49,390,449,388,450,PF00512.25,HisKA,Domain,3,66,67,42.8,4E-11,1,CL0025,Archaea Euryarchaeota
147,A0A1Y3AI49,488,583,487,589,PF02518.26,HATPase_c,Domain,2,106,112,52,8.5E-14,1,CL0025,Archaea Euryarchaeota
148,A0A1V9UUR9,16,121,15,121,PF13426.7,LOV,Domain,2,104,104,79.8,1.5E-22,1,CL0183,Bacteria Proteobacteria
149,A0A1J3DZY5,65,166,57,167,PF13426.7,LOV,Domain,7,99,104,64,1.2E-17,1,CL0183,Eukaryota Viridiplantae
150,A0A1N6WR29,53,147,43,148,PF13426.7,LOV,Domain,9,103,104,70.6,1.1E-19,1,CL0183,Bacteria Proteobacteria
151,A0A1N6WR29,164,233,164,234,PF00512.25,HisKA,Domain,1,66,67,29.6,0.00000053,1,CL0025,Bacteria Proteobacteria
152,A0A1N6WR29,276,395,275,398,PF02518.26,HATPase_c,Domain,2,109,112,64.3,1.3E-17,1,CL0025,Bacteria Proteobacteria
153,A0A1N6WR29,419,533,419,534,PF00072.24,Response_reg,Domain,1,111,112,56.4,2.9E-15,1,CL0304,Bacteria Proteobacteria
154,A0A1U7Z662,39,130,28,135,PF13426.7,LOV,Domain,9,99,104,59.3,3.6E-16,1,CL0183,Eukaryota Viridiplantae
155,A0A1U7Z662,256,319,254,334,PF13426.7,PAS_9,Domain,3,63,104,35.5,9.4E-09,1,CL0183,Eukaryota Viridiplantae
156,A0A1I3SQX1,8,110,8,122,PF00072.24,Response_reg,Domain,1,101,112,45.9,5.2E-12,1,CL0304,Bacteria Proteobacteria
157,A0A1I3SQX1,140,185,139,203,PF13188.7,PAS_8,Domain,2,45,67,19,0.001,1,CL0183,Bacteria Proteobacteria
158,A0A1I3SQX1,268,376,267,376,PF13426.7,LOV,Domain,2,104,104,73.2,1.7E-20,1,CL0183,Bacteria Proteobacteria
159,A0A1I3SQX1,389,544,388,545,PF00990.21,GGDEF,Domain,2,160,161,160.7,2.4E-47,1,CL0276,Bacteria Proteobacteria
160,A0A1I3SQX1,565,800,564,800,PF00563.20,EAL,Domain,2,238,238,238.4,7.5E-71,1,CL0276,Bacteria Proteobacteria
161,A0A1I3SQX1,832,941,831,942,PF00072.24,Response_reg,Domain,2,111,112,72.3,3.3E-20,1,CL0304,Bacteria Proteobacteria
162,A0A221MQG6,49,143,40,144,PF13426.7,LOV,Domain,9,103,104,75.8,2.7E-21,1,CL0183,Bacteria Proteobacteria
163,A0A221MQG6,278,394,271,396,PF02518.26,HATPase_c,Domain,8,110,112,67.5,1.3E-18,1,CL0025,Bacteria Proteobacteria
164,A0A221MQG6,418,530,418,530,PF00072.24,Response_reg,Domain,1,112,112,63.3,2.1E-17,1,CL0304,Bacteria Proteobacteria
165,A0A1G8D418,31,124,21,125,PF13426.7,LOV,Domain,8,103,104,69.5,2.3E-19,1,CL0183,Bacteria Firmicutes
166,A0A1H9UMG1,35,137,31,137,PF13426.7,LOV,Domain,5,104,104,76.8,1.3E-21,1,CL0183,Bacteria Proteobacteria
167,A0A1H9UMG1,176,247,176,250,PF07568.12,HisKA_2,Domain,1,72,76,73.9,7.9E-21,1,CL0025,Bacteria Proteobacteria
168,A0A1H9UMG1,266,320,254,361,PF13581.6,HATPase_c_2,Domain,23,77,125,27.7,0.0000022,1,CL0025,Bacteria Proteobacteria
169,A0A1V6ULU9,279,374,270,375,PF13426.7,LOV,Domain,8,103,104,56.3,3.1E-15,1,CL0183,Eukaryota Fungi
170,A0A1R3RVJ2,310,418,302,419,PF13426.7,LOV,Domain,6,103,104,61.5,7.4E-17,1,CL0183,Eukaryota Fungi
171,A0A1R3RVJ2,507,583,506,589,PF08447.12,PAS_3,Domain,2,81,89,41.2,1.5E-10,1,CL0183,Eukaryota Fungi
172,A0A1R3RVJ2,625,701,624,708,PF08447.12,PAS_3,Domain,2,81,89,30,0.00000048,1,CL0183,Eukaryota Fungi
173,A0A1R3RVJ2,828,860,828,863,PF00320.27,GATA,Domain,1,33,36,48.9,3.6E-13,1,CL0167,Eukaryota Fungi
174,A0A1H0UIT7,69,103,65,121,PF13188.7,PAS_8,Domain,6,43,67,16.6,0.0058,1,CL0183,Bacteria Actinobacteria
175,A0A1H0UIT7,217,312,206,312,PF13426.7,LOV,Domain,9,104,104,72.9,2E-20,1,CL0183,Bacteria Actinobacteria
176,A0A1H0UIT7,376,527,375,527,PF13185.6,GAF_2,Domain,2,138,138,44.3,2E-11,1,CL0161,Bacteria Actinobacteria
177,A0A1H0UIT7,582,773,582,774,PF07228.12,SpoIIE,Family,1,192,193,125.2,2.9E-36,1,CL0238,Bacteria Actinobacteria
178,A0A1Q3JIL9,83,177,73,178,PF13426.7,LOV,Domain,9,103,104,65.1,5.5E-18,1,CL0183,Bacteria Proteobacteria
179,A0A1Q3JIL9,195,256,194,258,PF00512.25,HisKA,Domain,2,64,67,30.4,0.00000029,1,CL0025,Bacteria Proteobacteria
180,A0A1Q3JIL9,301,421,300,422,PF02518.26,HATPase_c,Domain,2,111,112,59.4,4.3E-16,1,CL0025,Bacteria Proteobacteria
181,A0A1Q3JIL9,446,557,446,557,PF00072.24,Response_reg,Domain,1,112,112,82.9,1.7E-23,1,CL0304,Bacteria Proteobacteria
182,A0A1G9KMT6,38,134,35,138,PF13426.7,LOV,Domain,4,97,104,62.5,3.5E-17,1,CL0183,Bacteria Proteobacteria
183,A0A1V1T7M7,276,371,267,372,PF13426.7,LOV,Domain,8,103,104,46,4.9E-12,1,CL0183,Eukaryota Fungi
184,A0A1N6GHK4,45,137,34,140,PF13426.7,LOV,Domain,9,101,104,56.8,2.1E-15,1,CL0183,Bacteria Proteobacteria
185,A0A1N6GHK4,160,214,158,214,PF00196.19,GerE,Domain,3,57,57,68,3.6E-19,1,CL0123,Bacteria Proteobacteria
186,A0A1G7NJJ0,136,244,135,245,PF00989.25,PAS,Domain,2,112,113,49.2,4.4E-13,1,CL0183,Archaea Euryarchaeota
187,A0A1G7NJJ0,266,372,266,372,PF13426.7,LOV,Domain,1,104,104,75.2,4E-21,1,CL0183,Archaea Euryarchaeota
188,A0A1G7NJJ0,393,493,391,494,PF13426.7,PAS_9,Domain,3,103,104,58.5,6.2E-16,1,CL0183,Archaea Euryarchaeota
