,seq id,alignment start,alignment end,envelope start,envelope end,hmm acc,hmm name,type,hmm start,hmm end,hmm length,bit score,E-value,significance,clan,kingdom
37,S7W0I9,20,122,19,122,PF13426.7,PAS_9,Domain,2,104,104,86.3,1.5e-24,1,CL0183,Bacteria Actinobacteria
38,S7W0I9,134,294,134,294,PF00990.21,GGDEF,Domain,1,161,161,148.1,1.7e-43,1,CL0276,Bacteria Actinobacteria
39,S7W0I9,322,546,319,546,PF00563.20,EAL,Domain,11,238,238,153.2,8.3e-45,1,CL0276,Bacteria Actinobacteria
40,C7E147,54,151,45,153,PF13426.7,PAS_9,Domain,10,98,104,53.3,2.6e-14,1,CL0183,Eukaryota Viridiplantae
41,C7E147,193,237,191,239,PF00646.33,F-box,Domain,3,46,48,21.3,0.00018,1,CL0271,Eukaryota Viridiplantae
42,C7E147,291,340,290,341,PF13418.6,Kelch_4,Repeat,2,47,49,36.8,2.9e-09,1,CL0186,Eukaryota Viridiplantae
43,C7E147,356,401,355,402,PF13415.6,Kelch_3,Domain,4,47,49,31.8,1.2e-07,1,CL0186,Eukaryota Viridiplantae
44,C7E147,515,562,513,562,PF07646.15,Kelch_2,Repeat,2,49,49,22.3,8.7e-05,1,CL0186,Eukaryota Viridiplantae
45,B4VY11,140,248,140,248,PF00989.25,PAS,Domain,1,113,113,42.1,7.4e-11,1,CL0183,Bacteria Cyanobacteria
46,B4VY11,272,323,270,333,PF13188.7,PAS_8,Domain,3,57,67,19.8,0.0006,1,CL0183,Bacteria Cyanobacteria
47,B4VY11,431,569,431,569,PF01590.26,GAF,Domain,1,133,133,47.4,2.9e-12,1,CL0161,Bacteria Cyanobacteria
48,B4VY11,590,695,589,695,PF13426.7,PAS_9,Domain,2,104,104,82.5,2.2e-23,1,CL0183,Bacteria Cyanobacteria
49,B4VY11,732,818,731,818,PF08447.12,PAS_3,Domain,2,89,89,65.7,3.5e-18,1,CL0183,Bacteria Cyanobacteria
50,B4VY11,859,943,858,945,PF08447.12,PAS_3,Domain,2,87,89,37.6,2e-09,1,CL0183,Bacteria Cyanobacteria
51,B4VY11,962,1118,962,1120,PF00990.21,GGDEF,Domain,1,159,161,162.7,5.9e-48,1,CL0276,Bacteria Cyanobacteria
52,B4VY11,1141,1377,1139,1377,PF00563.20,EAL,Domain,3,238,238,264.4,8.4e-79,1,CL0276,Bacteria Cyanobacteria
53,B2JFQ7,44,138,34,139,PF13426.7,PAS_9,Domain,9,103,104,69.5,2.4e-19,1,CL0183,Bacteria Proteobacteria
54,B2JFQ7,155,222,155,223,PF00512.25,HisKA,Domain,1,65,67,29.4,6.2e-07,1,CL0025,Bacteria Proteobacteria
55,B2JFQ7,266,387,265,389,PF02518.26,HATPase_c,Domain,2,109,112,67.9,1e-18,1,CL0025,Bacteria Proteobacteria
56,B2JFQ7,411,522,411,523,PF00072.24,Response_reg,Domain,1,111,112,62.2,4.4e-17,1,CL0304,Bacteria Proteobacteria
57,A0A2U8W1K3,43,137,33,138,PF13426.7,PAS_9,Domain,9,103,104,74.1,9.2e-21,1,CL0183,Bacteria Proteobacteria
58,A0A2U8W1K3,193,277,191,278,PF08447.12,PAS_3,Domain,3,88,89,61.0,1e-16,1,CL0183,Bacteria Proteobacteria
59,A0A2U8W1K3,297,378,297,379,PF07536.14,HWE_HK,Domain,1,82,83,88.1,4.6e-25,1,CL0025,Bacteria Proteobacteria
60,V9DIW8,381,485,369,486,PF13426.7,PAS_9,Domain,10,103,104,58.1,8.3e-16,1,CL0183,Eukaryota Fungi
61,V9DIW8,576,653,575,659,PF08447.12,PAS_3,Domain,2,81,89,39.6,4.8e-10,1,CL0183,Eukaryota Fungi
62,V9DIW8,690,764,685,767,PF13426.7,PAS_9,Domain,9,84,104,12.0,0.2,1,CL0183,Eukaryota Fungi
63,V9DIW8,915,948,915,950,PF00320.27,GATA,Domain,1,34,36,51.9,3.9e-14,1,CL0167,Eukaryota Fungi
64,B7KVX8,52,146,42,147,PF13426.7,PAS_9,Domain,9,103,104,74.4,7.5e-21,1,CL0183,Bacteria Proteobacteria
65,B7KVX8,277,395,274,397,PF02518.26,HATPase_c,Domain,4,110,112,66.7,2.3e-18,1,CL0025,Bacteria Proteobacteria
66,B7KVX8,419,530,419,531,PF00072.24,Response_reg,Domain,1,111,112,60.8,1.3e-16,1,CL0304,Bacteria Proteobacteria
67,G7DVB6,146,266,135,267,PF01794.19,Ferric_reduct,Family,5,123,125,63.9,1.5e-17,1,CL0328,Eukaryota Fungi
68,G7DVB6,321,432,315,432,PF08022.12,FAD_binding_8,Domain,7,109,109,76.1,2e-21,1,CL0076,Eukaryota Fungi
69,G7DVB6,438,581,438,587,PF08030.12,NAD_binding_6,Domain,1,148,156,118.0,4e-34,1,CL0091,Eukaryota Fungi
70,G7DVB6,1204,1302,1203,1308,PF13426.7,PAS_9,Domain,2,97,104,51.1,1.3e-13,1,CL0183,Eukaryota Fungi
71,G7DVB6,1430,1548,1428,1552,PF13426.7,PAS_9,Domain,3,98,104,14.8,0.026,1,CL0183,Eukaryota Fungi
72,J3HS51,34,136,31,137,PF13426.7,PAS_9,Domain,4,103,104,78.9,2.9e-22,1,CL0183,Bacteria Proteobacteria
73,J3HS51,192,276,190,277,PF08447.12,PAS_3,Domain,3,88,89,44.4,1.6e-11,1,CL0183,Bacteria Proteobacteria
74,J3HS51,296,374,296,375,PF07536.14,HWE_HK,Domain,1,82,83,81.2,6.6e-23,1,CL0025,Bacteria Proteobacteria
75,V4U8L6,182,278,175,279,PF13426.7,PAS_9,Domain,7,103,104,70.9,9e-20,1,CL0183,Eukaryota Viridiplantae
76,V4U8L6,462,554,453,557,PF13426.7,PAS_9,Domain,9,101,104,70.5,1.2e-19,1,CL0183,Eukaryota Viridiplantae
77,V4U8L6,642,927,640,927,PF00069.25,Pkinase,Domain,3,264,264,206.9,3.4e-61,1,CL0016,Eukaryota Viridiplantae
78,J0BMD1,47,141,37,142,PF13426.7,PAS_9,Domain,9,103,104,70.2,1.4e-19,1,CL0183,Bacteria Proteobacteria
79,J0BMD1,181,254,181,256,PF07568.12,HisKA_2,Domain,1,74,76,63.6,1.4e-17,1,CL0025,Bacteria Proteobacteria
80,W2RMQ1,175,287,172,289,PF00615.19,RGS,Domain,4,113,118,56.6,2.8e-15,1,CL0272,Eukaryota Fungi
81,W2RMQ1,308,407,307,413,PF13426.7,PAS_9,Domain,2,98,104,54.8,9.1e-15,1,CL0183,Eukaryota Fungi
82,M0H5U8,19,122,19,132,PF00072.24,Response_reg,Domain,1,101,112,65.7,3.9e-18,1,CL0304,Archaea Euryarchaeota
83,M0H5U8,153,245,149,254,PF00989.25,PAS,Domain,5,99,113,36.6,3.5e-09,1,CL0183,Archaea Euryarchaeota
84,M0H5U8,277,379,275,380,PF13426.7,PAS_9,Domain,3,103,104,72.1,3.9e-20,1,CL0183,Archaea Euryarchaeota
85,M0H5U8,403,503,403,503,PF13426.7,PAS_9,Domain,1,104,104,52.3,5.4e-14,1,CL0183,Archaea Euryarchaeota
86,M0H5U8,518,575,517,578,PF00512.25,HisKA,Domain,2,64,67,43.5,2.5e-11,1,CL0025,Archaea Euryarchaeota
87,M0H5U8,616,716,615,716,PF02518.26,HATPase_c,Domain,2,109,112,64.1,1.5e-17,1,CL0025,Archaea Euryarchaeota
88,S3EC67,368,481,364,482,PF13426.7,PAS_9,Domain,5,103,104,53.2,2.9e-14,1,CL0183,Eukaryota Fungi
89,S3EC67,573,648,572,656,PF08447.12,PAS_3,Domain,2,81,89,40.1,3.2e-10,1,CL0183,Eukaryota Fungi
90,S3EC67,687,738,681,761,PF13426.7,PAS_9,Domain,9,60,104,10.3,0.65,1,CL0183,Eukaryota Fungi
91,S3EC67,909,942,909,944,PF00320.27,GATA,Domain,1,34,36,51.8,4.5e-14,1,CL0167,Eukaryota Fungi
92,I4BB34,10,111,10,120,PF00072.24,Response_reg,Domain,1,103,112,41.5,1.2e-10,1,CL0304,Bacteria Spirochaetes
93,I4BB34,167,253,166,254,PF08447.12,PAS_3,Domain,2,88,89,57.3,1.4e-15,1,CL0183,Bacteria Spirochaetes
94,I4BB34,274,385,273,391,PF00989.25,PAS,Domain,3,107,113,41.3,1.3e-10,1,CL0183,Bacteria Spirochaetes
95,I4BB34,430,525,420,525,PF13426.7,PAS_9,Domain,9,104,104,62.6,3.3e-17,1,CL0183,Bacteria Spirochaetes
96,I4BB34,561,651,560,651,PF08447.12,PAS_3,Domain,2,89,89,72.1,3.4e-20,1,CL0183,Bacteria Spirochaetes
97,I4BB34,678,740,678,742,PF07730.13,HisKA_3,Domain,1,66,68,30.3,4.4e-07,1,CL0025,Bacteria Spirochaetes
98,I4BB34,785,870,781,871,PF02518.26,HATPase_c,Domain,6,111,112,29.5,8.3e-07,1,CL0025,Bacteria Spirochaetes
99,S7PWL7,252,363,241,364,PF13426.7,PAS_9,Domain,10,103,104,48.5,8.1e-13,1,CL0183,Eukaryota Fungi
100,S7PWL7,474,563,473,575,PF08447.12,PAS_3,Domain,2,75,89,35.1,1.2e-08,1,CL0183,Eukaryota Fungi
101,D8RTR5,6,114,4,115,PF13426.7,PAS_9,Domain,3,99,104,57.8,1e-15,1,CL0183,Eukaryota Viridiplantae
102,D8RTR5,175,215,169,216,PF12937.7,F-box-like,Domain,7,47,48,32.1,7.9e-08,1,CL0271,Eukaryota Viridiplantae
103,D8RTR5,265,315,264,315,PF13418.6,Kelch_4,Repeat,2,49,49,39.6,3.8e-10,1,CL0186,Eukaryota Viridiplantae
104,D8RTR5,330,376,329,377,PF13415.6,Kelch_3,Domain,4,48,49,38.4,1.1e-09,1,CL0186,Eukaryota Viridiplantae
105,D8RTR5,382,430,379,430,PF13415.6,Kelch_3,Domain,4,49,49,24.6,2.3e-05,1,CL0186,Eukaryota Viridiplantae
106,D8RTR5,489,536,487,536,PF07646.15,Kelch_2,Repeat,2,49,49,23.8,3e-05,1,CL0186,Eukaryota Viridiplantae
107,Q0U870,399,514,397,515,PF13426.7,PAS_9,Domain,3,103,104,56.2,3.4e-15,1,CL0183,Eukaryota Fungi
108,Q0U870,605,680,604,688,PF08447.12,PAS_3,Domain,2,81,89,46.3,3.9e-12,1,CL0183,Eukaryota Fungi
109,Q0U870,719,793,714,808,PF13426.7,PAS_9,Domain,9,84,104,14.8,0.026,1,CL0183,Eukaryota Fungi
110,Q0U870,956,989,956,991,PF00320.27,GATA,Domain,1,34,36,54.0,9e-15,1,CL0167,Eukaryota Fungi
111,A9RMS5,28,122,19,123,PF13426.7,PAS_9,Domain,9,103,104,71.1,7.6e-20,1,CL0183,Eukaryota Viridiplantae
112,A9RMS5,237,329,193,331,PF13426.7,PAS_9,Domain,9,101,104,64.7,7.6e-18,1,CL0183,Eukaryota Viridiplantae
113,A9RMS5,412,681,410,692,PF00069.25,Pkinase,Domain,3,251,264,178.4,1.6e-52,1,CL0016,Eukaryota Viridiplantae
114,A0A2V3U919,50,146,40,146,PF13426.7,PAS_9,Domain,8,104,104,72.5,2.8e-20,1,CL0183,Bacteria Proteobacteria
115,A0A2V3U919,185,257,185,259,PF07568.12,HisKA_2,Domain,1,73,76,71.3,5.4e-20,1,CL0025,Bacteria Proteobacteria
116,A0A2V3U919,274,339,264,370,PF13581.6,HATPase_c_2,Domain,22,87,125,29.7,5e-07,1,CL0025,Bacteria Proteobacteria
117,X8JQ92,335,438,323,440,PF13426.7,PAS_9,Domain,10,102,104,58.0,9.4e-16,1,CL0183,Eukaryota Fungi
118,X8JQ92,528,610,527,622,PF08447.12,PAS_3,Domain,2,75,89,37.5,2.1e-09,1,CL0183,Eukaryota Fungi
119,X8JQ92,654,750,648,767,PF13426.7,PAS_9,Domain,9,84,104,11.5,0.28,1,CL0183,Eukaryota Fungi
120,F7RZ10,50,190,48,193,PF13185.6,GAF_2,Domain,3,135,138,44.0,2.5e-11,1,CL0161,Bacteria Proteobacteria
121,F7RZ10,211,311,206,315,PF00989.25,PAS,Domain,6,109,113,35.8,6.5e-09,1,CL0183,Bacteria Proteobacteria
122,F7RZ10,337,442,336,442,PF13426.7,PAS_9,Domain,2,104,104,74.1,9e-21,1,CL0183,Bacteria Proteobacteria
123,F7RZ10,454,611,454,611,PF00990.21,GGDEF,Domain,1,161,161,168.6,8.7e-50,1,CL0276,Bacteria Proteobacteria
124,F7RZ10,632,863,630,863,PF00563.20,EAL,Domain,3,238,238,253.8,1.5e-75,1,CL0276,Bacteria Proteobacteria
125,L8MMM4,498,587,496,603,PF00989.25,PAS,Domain,3,93,113,38.0,1.4e-09,1,CL0183,Bacteria Proteobacteria
126,L8MMM4,627,771,626,771,PF13185.6,GAF_2,Domain,2,138,138,52.8,5.1e-14,1,CL0161,Bacteria Proteobacteria
127,L8MMM4,794,898,792,898,PF08448.10,PAS_4,Domain,5,110,110,46.8,3e-12,1,CL0183,Bacteria Proteobacteria
128,L8MMM4,935,1060,932,1060,PF01590.26,GAF,Domain,4,133,133,26.3,9.7e-06,1,CL0161,Bacteria Proteobacteria
129,L8MMM4,1088,1182,1087,1183,PF08448.10,PAS_4,Domain,2,109,110,34.9,1.4e-08,1,CL0183,Bacteria Proteobacteria
130,L8MMM4,1208,1305,1200,1305,PF13426.7,PAS_9,Domain,7,104,104,77.7,6.7e-22,1,CL0183,Bacteria Proteobacteria
131,L8MMM4,1317,1473,1317,1474,PF00990.21,GGDEF,Domain,1,160,161,170.3,2.6e-50,1,CL0276,Bacteria Proteobacteria
132,L8MMM4,1494,1729,1493,1729,PF00563.20,EAL,Domain,2,238,238,246.7,2.3e-73,1,CL0276,Bacteria Proteobacteria
133,L8MMM4,1763,1872,1762,1873,PF00072.24,Response_reg,Domain,2,111,112,74.1,9.5e-21,1,CL0304,Bacteria Proteobacteria
134,F8G5Y7,16,120,15,121,PF13426.7,PAS_9,Domain,2,103,104,79.0,2.6e-22,1,CL0183,Bacteria Proteobacteria
135,M4CEN8,142,231,135,236,PF13426.7,PAS_9,Domain,7,96,104,67.7,8.9e-19,1,CL0183,Eukaryota Viridiplantae
136,M4CEN8,398,490,389,493,PF13426.7,PAS_9,Domain,9,101,104,73.6,1.3e-20,1,CL0183,Eukaryota Viridiplantae
137,M4CEN8,548,833,546,833,PF00069.25,Pkinase,Domain,3,264,264,203.9,2.8e-60,1,CL0016,Eukaryota Viridiplantae
138,F9ZGQ1,26,129,24,130,PF13426.7,PAS_9,Domain,3,103,104,68.5,5.1e-19,1,CL0183,Bacteria Proteobacteria
139,M7TJK9,385,493,376,495,PF13426.7,PAS_9,Domain,7,102,104,54.1,1.4e-14,1,CL0183,Eukaryota Fungi
140,M7TJK9,585,660,584,668,PF08447.12,PAS_3,Domain,2,81,89,45.8,5.7e-12,1,CL0183,Eukaryota Fungi
141,M7TJK9,938,971,938,973,PF00320.27,GATA,Domain,1,34,36,54.4,6.9e-15,1,CL0167,Eukaryota Fungi
142,X0IU81,357,464,348,465,PF13426.7,PAS_9,Domain,7,103,104,64.2,1e-17,1,CL0183,Eukaryota Fungi
143,X0IU81,557,632,556,640,PF08447.12,PAS_3,Domain,2,81,89,45.0,1e-11,1,CL0183,Eukaryota Fungi
144,X0IU81,875,908,875,910,PF00320.27,GATA,Domain,1,34,36,53.9,9.7e-15,1,CL0167,Eukaryota Fungi
145,M1BRQ0,67,174,65,176,PF13426.7,PAS_9,Domain,3,98,104,60.2,1.8e-16,1,CL0183,Eukaryota Viridiplantae
146,M1BRQ0,221,259,220,266,PF00646.33,F-box,Domain,3,40,48,22.4,8e-05,1,CL0271,Eukaryota Viridiplantae
147,M1BRQ0,315,365,314,365,PF13418.6,Kelch_4,Repeat,2,49,49,43.0,3.3e-11,1,CL0186,Eukaryota Viridiplantae
148,M1BRQ0,380,425,379,426,PF13415.6,Kelch_3,Domain,4,47,49,41.5,1.1e-10,1,CL0186,Eukaryota Viridiplantae
149,M1BRQ0,429,480,429,480,PF13415.6,Kelch_3,Domain,1,49,49,36.2,5.1e-09,1,CL0186,Eukaryota Viridiplantae
150,M1BRQ0,539,586,537,586,PF07646.15,Kelch_2,Repeat,2,49,49,23.5,3.8e-05,1,CL0186,Eukaryota Viridiplantae
151,F2ZCS4,38,137,33,138,PF13426.7,PAS_9,Domain,6,103,104,67.3,1.1e-18,1,CL0183,Bacteria Proteobacteria
152,F2ZCS4,271,389,265,390,PF02518.26,HATPase_c,Domain,7,111,112,56.5,3.4e-15,1,CL0025,Bacteria Proteobacteria
153,F2ZCS4,412,523,412,524,PF00072.24,Response_reg,Domain,1,111,112,55.2,7.1e-15,1,CL0304,Bacteria Proteobacteria
154,V4TPP3,66,165,64,167,PF13426.7,PAS_9,Domain,3,99,104,62.4,3.9e-17,1,CL0183,Eukaryota Viridiplantae
155,A0A2W6YP00,35,122,25,125,PF13426.7,PAS_9,Domain,10,97,104,64.2,1.1e-17,1,CL0183,Bacteria Proteobacteria
156,A0A2W6YP00,144,199,143,199,PF00196.19,GerE,Domain,2,57,57,55.6,2.8e-15,1,CL0123,Bacteria Proteobacteria
157,I9CKA6,65,160,59,161,PF13426.7,PAS_9,Domain,8,103,104,63.4,1.9e-17,1,CL0183,Bacteria Proteobacteria
158,I9CKA6,174,241,174,250,PF13188.7,PAS_8,Domain,1,59,67,31.1,1.7e-07,1,CL0183,Bacteria Proteobacteria
159,I9CKA6,330,399,327,402,PF08447.12,PAS_3,Domain,4,75,89,51.9,6.9e-14,1,CL0183,Bacteria Proteobacteria
160,I9CKA6,430,493,428,494,PF00512.25,HisKA,Domain,3,66,67,36.7,3.1e-09,1,CL0025,Bacteria Proteobacteria
161,I9CKA6,544,662,543,664,PF02518.26,HATPase_c,Domain,2,110,112,63.9,1.8e-17,1,CL0025,Bacteria Proteobacteria
162,I9CKA6,687,793,687,796,PF00072.24,Response_reg,Domain,1,109,112,55.3,6.4e-15,1,CL0304,Bacteria Proteobacteria
163,W7BL91,22,126,21,127,PF13426.7,PAS_9,Domain,2,103,104,75.3,3.9e-21,1,CL0183,Bacteria Firmicutes
164,W7BL91,150,253,147,253,PF01740.21,STAS,Domain,4,117,117,23.5,3.2e-05,1,CL0502,Bacteria Firmicutes
165,A0A2W7JYD5,41,140,36,141,PF13426.7,PAS_9,Domain,6,103,104,77.7,6.7e-22,1,CL0183,
166,A0A2W7JYD5,157,225,157,226,PF00512.25,HisKA,Domain,1,65,67,35.4,7.9e-09,1,CL0025,
167,A0A2W7JYD5,271,391,267,392,PF02518.26,HATPase_c,Domain,5,111,112,56.6,3.2e-15,1,CL0025,
168,A0A2W7JYD5,413,523,413,524,PF00072.24,Response_reg,Domain,1,111,112,60.9,1.1e-16,1,CL0304,
169,K1W5Z0,336,442,326,444,PF13426.7,PAS_9,Domain,8,102,104,52.4,4.9e-14,1,CL0183,Eukaryota Fungi
170,K1W5Z0,537,612,536,620,PF08447.12,PAS_3,Domain,2,81,89,39.9,4e-10,1,CL0183,Eukaryota Fungi
171,K1W5Z0,883,915,883,918,PF00320.27,GATA,Domain,1,33,36,53.2,1.6e-14,1,CL0167,Eukaryota Fungi
172,A0A2U8WIS2,50,144,40,145,PF13426.7,PAS_9,Domain,9,103,104,72.6,2.5e-20,1,CL0183,Bacteria Proteobacteria
173,A0A2U8WIS2,161,229,161,231,PF00512.25,HisKA,Domain,1,65,67,34.0,2.3e-08,1,CL0025,Bacteria Proteobacteria
174,A0A2U8WIS2,276,393,272,394,PF02518.26,HATPase_c,Domain,5,111,112,62.0,6.7e-17,1,CL0025,Bacteria Proteobacteria
175,A0A2U8WIS2,416,527,416,528,PF00072.24,Response_reg,Domain,1,111,112,60.2,1.9e-16,1,CL0304,Bacteria Proteobacteria
176,A0A2V1DYA3,212,306,202,307,PF13426.7,PAS_9,Domain,9,103,104,42.2,7.4e-11,1,CL0183,Eukaryota Fungi
177,D3S9U5,19,124,18,124,PF13426.7,PAS_9,Domain,2,104,104,85.9,1.9e-24,1,CL0183,Bacteria Proteobacteria
178,M0HZS1,155,257,154,258,PF13426.7,PAS_9,Domain,2,103,104,80.1,1.2e-22,1,CL0183,Archaea Euryarchaeota
179,M0HZS1,277,392,277,393,PF08448.10,PAS_4,Domain,1,109,110,50.3,2.4e-13,1,CL0183,Archaea Euryarchaeota
180,M0HZS1,432,506,426,510,PF08447.12,PAS_3,Domain,8,83,89,37.6,1.9e-09,1,CL0183,Archaea Euryarchaeota
181,M0HZS1,524,635,524,635,PF00989.25,PAS,Domain,1,113,113,55.9,3.7e-15,1,CL0183,Archaea Euryarchaeota
182,M0HZS1,757,857,753,858,PF02518.26,HATPase_c,Domain,7,110,112,39.9,4.8e-10,1,CL0025,Archaea Euryarchaeota
183,T2JUP7,11,122,11,123,PF00072.24,Response_reg,Domain,1,111,112,64.6,8.3e-18,1,CL0304,Bacteria Cyanobacteria
184,T2JUP7,175,280,174,280,PF13426.7,PAS_9,Domain,2,104,104,79.9,1.4e-22,1,CL0183,Bacteria Cyanobacteria
185,T2JUP7,313,474,313,474,PF00990.21,GGDEF,Domain,1,161,161,172.9,4.3e-51,1,CL0276,Bacteria Cyanobacteria
186,Q3BRX8,49,143,40,144,PF13426.7,PAS_9,Domain,9,103,104,75.4,3.6e-21,1,CL0183,Bacteria Proteobacteria
187,Q3BRX8,278,394,271,396,PF02518.26,HATPase_c,Domain,8,110,112,64.2,1.4e-17,1,CL0025,Bacteria Proteobacteria
188,Q3BRX8,418,530,418,530,PF00072.24,Response_reg,Domain,1,112,112,62.7,3.2e-17,1,CL0304,Bacteria Proteobacteria
189,C0GBC6,41,143,38,144,PF13426.7,PAS_9,Domain,4,103,104,75.1,4.5e-21,1,CL0183,Bacteria Proteobacteria
190,C0GBC6,191,266,190,273,PF08447.12,PAS_3,Domain,2,79,89,53.5,2.3e-14,1,CL0183,Bacteria Proteobacteria
191,C0GBC6,292,374,292,374,PF07536.14,HWE_HK,Domain,1,83,83,99.4,1.4e-28,1,CL0025,Bacteria Proteobacteria
192,D8IWD2,62,158,54,159,PF13426.7,PAS_9,Domain,7,103,104,75.9,2.5e-21,1,CL0183,Bacteria Proteobacteria
193,D8IWD2,287,408,286,409,PF02518.26,HATPase_c,Domain,2,111,112,68.6,6.1e-19,1,CL0025,Bacteria Proteobacteria
194,D8IWD2,431,541,431,542,PF00072.24,Response_reg,Domain,1,111,112,56.2,3.3e-15,1,CL0304,Bacteria Proteobacteria
